Cause ID,Cause Name,State,Gender,2013 YLLs,2013 YLLs YoY %,2014 YLLs,2014 YLLs YoY %,2015 YLLs,2015 YLLs YoY %,2016 YLLs,2016 YLLs YoY %,2017 YLLs,2017 YLLs YoY %,2018 YLLs,2018 YLLs YoY %,2019 YLLs,2019 YLLs YoY %,2020 YLLs,2020 YLLs YoY %,2021 YLLs,2021 YLLs YoY %,2022 YLLs,2022 YLLs YoY %,2023 YLLs,2023 YLLs YoY %
498,Hypertensive heart disease,Delhi,Female,12.32K,,13.36K,+8.37%,14.06K,+5.24%,14.44K,+2.75%,15.04K,+4.16%,14.96K,-0.55%,16.09K,+7.57%,23.56K,+46.43%,25.84K,+9.68%,19.40K,-24.92%,20.25K,+4.35%
498,Hypertensive heart disease,Goa,Male,3.46K,,3.48K,+0.71%,3.59K,+3.07%,3.69K,+2.87%,3.74K,+1.42%,3.70K,-1.26%,3.62K,-2.01%,3.80K,+4.93%,4.77K,+25.65%,3.84K,-19.46%,3.80K,-1.10%
498,Hypertensive heart disease,Goa,Female,1.54K,,1.67K,+8.18%,1.80K,+7.65%,1.84K,+2.45%,1.87K,+1.48%,1.90K,+1.69%,1.93K,+1.71%,2.00K,+3.57%,2.35K,+17.09%,2.19K,-6.74%,2.26K,+3.47%
498,Hypertensive heart disease,Gujarat,Male,115.17K,,118.85K,+3.19%,126.96K,+6.83%,136.78K,+7.73%,144.80K,+5.87%,144.21K,-0.41%,145.63K,+0.99%,159.49K,+9.52%,230.03K,+44.23%,150.92K,-34.39%,154.39K,+2.30%
498,Hypertensive heart disease,Gujarat,Female,68.72K,,75.23K,+9.47%,80.57K,+7.10%,83.94K,+4.18%,87.09K,+3.76%,87.45K,+0.41%,90.77K,+3.80%,102.03K,+12.40%,145.06K,+42.17%,103.13K,-28.91%,110.71K,+7.36%
498,Hypertensive heart disease,Haryana,Male,46.19K,,48.58K,+5.17%,52.20K,+7.45%,57.67K,+10.49%,62.43K,+8.25%,63.56K,+1.82%,64.10K,+0.84%,68.79K,+7.31%,79.55K,+15.65%,62.84K,-21.01%,62.96K,+0.19%
498,Hypertensive heart disease,Haryana,Female,26.59K,,29.75K,+11.90%,31.24K,+4.99%,32.17K,+2.99%,33.42K,+3.87%,33.95K,+1.60%,35.47K,+4.48%,38.99K,+9.92%,43.65K,+11.95%,38.43K,-11.97%,40.19K,+4.58%
498,Hypertensive heart disease,Himachal Pradesh,Male,11.84K,,10.83K,-8.57%,10.64K,-1.78%,11.04K,+3.83%,12.05K,+9.12%,12.64K,+4.84%,12.96K,+2.55%,12.95K,-0.06%,15.52K,+19.87%,16.16K,+4.09%,16.99K,+5.15%
498,Hypertensive heart disease,Himachal Pradesh,Female,7.09K,,6.82K,-3.78%,6.81K,-0.18%,6.83K,+0.33%,7.26K,+6.35%,7.72K,+6.25%,8.20K,+6.22%,8.78K,+7.17%,11.09K,+26.26%,10.51K,-5.26%,11.13K,+5.95%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Male,18.66K,,19.21K,+2.97%,20.89K,+8.74%,22.97K,+9.95%,24.67K,+7.42%,24.86K,+0.75%,24.62K,-0.95%,23.37K,-5.07%,24.15K,+3.35%,26.59K,+10.09%,27.10K,+1.92%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Female,10.71K,,11.50K,+7.43%,12.77K,+11.05%,13.77K,+7.76%,14.83K,+7.72%,15.72K,+6.02%,16.97K,+7.94%,18.64K,+9.84%,23.68K,+27.06%,20.32K,-14.21%,21.77K,+7.18%
498,Hypertensive heart disease,Jharkhand,Male,46.50K,,48.72K,+4.79%,46.72K,-4.12%,55.09K,+17.92%,60.09K,+9.08%,61.37K,+2.13%,61.66K,+0.48%,62.65K,+1.60%,80.54K,+28.55%,65.27K,-18.96%,68.23K,+4.53%
498,Hypertensive heart disease,Jharkhand,Female,27.42K,,27.91K,+1.78%,32.09K,+15.00%,35.92K,+11.92%,39.81K,+10.82%,42.17K,+5.94%,43.68K,+3.56%,44.57K,+2.05%,46.77K,+4.94%,51.96K,+11.09%,56.18K,+8.13%
498,Hypertensive heart disease,Karnataka,Male,108.46K,,107.36K,-1.02%,111.96K,+4.28%,120.13K,+7.30%,125.34K,+4.33%,123.74K,-1.27%,122.39K,-1.09%,136.91K,+11.86%,167.55K,+22.38%,129.64K,-22.63%,132.08K,+1.88%
498,Hypertensive heart disease,Karnataka,Female,72.37K,,80.43K,+11.15%,87.84K,+9.21%,92.54K,+5.35%,93.13K,+0.63%,92.35K,-0.84%,91.71K,-0.69%,99.31K,+8.29%,119.50K,+20.33%,105.46K,-11.76%,111.06K,+5.32%
498,Hypertensive heart disease,Kerala,Male,65.01K,,66.10K,+1.67%,68.44K,+3.55%,73.12K,+6.84%,76.38K,+4.45%,73.82K,-3.35%,69.66K,-5.62%,62.10K,-10.86%,70.15K,+12.97%,70.63K,+0.68%,71.29K,+0.93%
498,Hypertensive heart disease,Kerala,Female,49.38K,,48.62K,-1.55%,51.89K,+6.73%,55.47K,+6.90%,57.82K,+4.25%,56.96K,-1.49%,55.00K,-3.45%,50.46K,-8.24%,52.52K,+4.07%,63.31K,+20.56%,67.95K,+7.33%
498,Hypertensive heart disease,Madhya Pradesh,Male,122.54K,,123.23K,+0.56%,128.57K,+4.33%,136.55K,+6.21%,141.68K,+3.76%,138.92K,-1.95%,139.56K,+0.46%,145.47K,+4.24%,180.80K,+24.29%,146.60K,-18.91%,150.83K,+2.88%
498,Hypertensive heart disease,Madhya Pradesh,Female,66.80K,,72.36K,+8.33%,76.64K,+5.91%,81.49K,+6.33%,87.02K,+6.79%,90.57K,+4.08%,96.31K,+6.34%,105.02K,+9.04%,129.10K,+22.93%,108.90K,-15.65%,116.31K,+6.81%
498,Hypertensive heart disease,Maharashtra,Male,218.18K,,222.39K,+1.93%,226.51K,+1.85%,227.28K,+0.34%,235.60K,+3.66%,282.58K,+19.94%,225.47K,-20.21%,200.36K,-11.14%,243.45K,+21.50%,219.36K,-9.90%,228.35K,+4.10%
498,Hypertensive heart disease,Maharashtra,Female,117.49K,,129.59K,+10.29%,134.56K,+3.84%,134.55K,-0.00%,129.42K,-3.82%,136.13K,+5.18%,116.05K,-14.75%,105.93K,-8.72%,127.12K,+20.01%,124.64K,-1.96%,134.19K,+7.67%
498,Hypertensive heart disease,Manipur,Male,4.38K,,4.45K,+1.76%,4.72K,+6.10%,5.21K,+10.28%,5.59K,+7.26%,5.72K,+2.47%,5.76K,+0.65%,5.90K,+2.35%,8.68K,+47.14%,6.71K,-22.67%,7.01K,+4.40%
498,Hypertensive heart disease,Manipur,Female,2.77K,,3.11K,+12.42%,3.50K,+12.38%,3.84K,+9.86%,4.14K,+7.75%,4.38K,+5.84%,4.66K,+6.26%,4.99K,+7.17%,7.49K,+50.12%,6.04K,-19.42%,6.44K,+6.68%
498,Hypertensive heart disease,Meghalaya,Male,3.09K,,3.04K,-1.33%,3.15K,+3.32%,3.50K,+11.41%,3.77K,+7.49%,3.86K,+2.35%,3.87K,+0.34%,4.00K,+3.45%,6.30K,+57.35%,4.46K,-29.13%,4.61K,+3.33%
498,Hypertensive heart disease,Meghalaya,Female,1.94K,,2.07K,+6.72%,2.21K,+6.81%,2.53K,+14.43%,2.79K,+10.50%,2.98K,+6.84%,3.16K,+5.82%,3.41K,+8.22%,5.43K,+58.91%,4.09K,-24.64%,4.41K,+7.91%
498,Hypertensive heart disease,Mizoram,Male,854.20,,792.83,-7.18%,829.61,+4.64%,1.01K,+21.36%,1.06K,+5.58%,1.04K,-2.53%,996.05,-3.86%,1.02K,+1.96%,1.39K,+36.82%,1.11K,-20.39%,1.12K,+1.39%
498,Hypertensive heart disease,Mizoram,Female,502.34,,531.69,+5.84%,581.91,+9.45%,700.00,+20.29%,734.87,+4.98%,732.51,-0.32%,731.45,-0.14%,814.17,+11.31%,1.17K,+43.43%,900.37,-22.90%,910.79,+1.16%
498,Hypertensive heart disease,Nagaland,Male,1.70K,,1.69K,-0.90%,1.74K,+3.12%,1.84K,+5.78%,1.93K,+4.53%,1.93K,+0.49%,1.90K,-1.74%,1.97K,+3.42%,2.97K,+51.25%,2.13K,-28.27%,2.17K,+1.92%
498,Hypertensive heart disease,Nagaland,Female,1.02K,,1.11K,+8.34%,1.19K,+7.71%,1.26K,+5.57%,1.33K,+5.37%,1.38K,+4.05%,1.44K,+3.98%,1.56K,+8.28%,2.32K,+49.29%,1.80K,-22.73%,1.90K,+5.78%
498,Hypertensive heart disease,Odisha,Male,73.82K,,69.25K,-6.19%,68.65K,-0.87%,74.80K,+8.95%,78.09K,+4.40%,76.21K,-2.40%,74.67K,-2.02%,74.86K,+0.25%,88.76K,+18.57%,78.40K,-11.67%,81.51K,+3.98%
498,Hypertensive heart disease,Odisha,Female,39.50K,,41.33K,+4.64%,44.10K,+6.70%,49.01K,+11.13%,53.06K,+8.25%,54.69K,+3.07%,56.58K,+3.47%,58.66K,+3.66%,62.91K,+7.25%,66.16K,+5.17%,70.77K,+6.97%
498,Hypertensive heart disease,Other Union Territories,Male,5.35K,,5.45K,+1.94%,5.73K,+4.99%,6.17K,+7.81%,6.51K,+5.52%,6.56K,+0.76%,6.63K,+1.01%,7.35K,+10.80%,9.19K,+25.04%,7.34K,-20.11%,7.41K,+0.98%
498,Hypertensive heart disease,Other Union Territories,Female,3.19K,,3.57K,+11.99%,3.93K,+9.92%,4.27K,+8.67%,4.52K,+6.03%,4.70K,+3.91%,4.97K,+5.83%,5.88K,+18.19%,7.74K,+31.57%,6.15K,-20.54%,6.33K,+3.02%
498,Hypertensive heart disease,Punjab,Male,53.24K,,52.67K,-1.07%,54.95K,+4.32%,60.29K,+9.72%,65.73K,+9.03%,66.61K,+1.33%,68.35K,+2.61%,73.58K,+7.65%,81.19K,+10.34%,71.56K,-11.86%,70.87K,-0.96%
498,Hypertensive heart disease,Punjab,Female,37.97K,,42.00K,+10.60%,46.40K,+10.48%,52.01K,+12.11%,57.19K,+9.96%,60.32K,+5.47%,66.50K,+10.24%,73.99K,+11.26%,80.51K,+8.81%,77.78K,-3.39%,80.82K,+3.91%
498,Hypertensive heart disease,Rajasthan,Male,98.14K,,103.43K,+5.40%,112.22K,+8.49%,122.72K,+9.36%,132.33K,+7.83%,131.81K,-0.39%,132.66K,+0.64%,134.82K,+1.63%,147.95K,+9.74%,142.97K,-3.37%,143.92K,+0.67%
498,Hypertensive heart disease,Rajasthan,Female,58.15K,,66.43K,+14.23%,73.87K,+11.20%,79.43K,+7.52%,84.69K,+6.63%,86.20K,+1.79%,89.69K,+4.04%,93.20K,+3.91%,101.76K,+9.19%,102.55K,+0.78%,108.49K,+5.79%
498,Hypertensive heart disease,Sikkim,Male,922.37,,913.67,-0.94%,923.78,+1.11%,946.51,+2.46%,929.82,-1.76%,863.58,-7.12%,777.00,-10.02%,741.34,-4.59%,867.63,+17.04%,875.07,+0.86%,891.16,+1.84%
498,Hypertensive heart disease,Sikkim,Female,513.40,,540.28,+5.24%,556.80,+3.06%,556.07,-0.13%,544.24,-2.13%,524.98,-3.54%,504.62,-3.88%,551.06,+9.20%,722.11,+31.04%,657.73,-8.91%,675.49,+2.70%
498,Hypertensive heart disease,Tamil Nadu,Male,169.86K,,177.62K,+4.57%,185.74K,+4.57%,200.39K,+7.89%,209.75K,+4.67%,206.09K,-1.74%,196.85K,-4.48%,206.32K,+4.81%,230.90K,+11.91%,191.46K,-17.08%,197.31K,+3.06%
498,Hypertensive heart disease,Tamil Nadu,Female,106.25K,,119.65K,+12.62%,127.80K,+6.81%,133.37K,+4.36%,133.88K,+0.38%,128.45K,-4.06%,122.76K,-4.42%,127.78K,+4.09%,138.27K,+8.21%,128.41K,-7.13%,141.44K,+10.14%
498,Hypertensive heart disease,Telangana,Male,104.64K,,103.50K,-1.09%,106.95K,+3.34%,115.59K,+8.08%,123.69K,+7.00%,126.97K,+2.66%,130.31K,+2.63%,137.11K,+5.22%,160.98K,+17.41%,135.73K,-15.68%,136.30K,+0.42%
498,Hypertensive heart disease,Telangana,Female,68.03K,,72.11K,+6.00%,75.07K,+4.11%,80.24K,+6.89%,85.21K,+6.19%,87.16K,+2.30%,89.04K,+2.15%,89.74K,+0.79%,91.06K,+1.47%,102.59K,+12.66%,106.34K,+3.65%
498,Hypertensive heart disease,Tripura,Male,6.04K,,5.22K,-13.72%,5.63K,+7.91%,6.84K,+21.60%,7.30K,+6.64%,7.08K,-2.95%,7.17K,+1.30%,7.40K,+3.18%,8.33K,+12.54%,8.11K,-2.66%,8.32K,+2.56%
498,Hypertensive heart disease,Tripura,Female,4.10K,,3.62K,-11.63%,4.16K,+14.83%,5.33K,+28.10%,5.75K,+7.94%,5.65K,-1.69%,6.04K,+6.89%,6.48K,+7.14%,7.17K,+10.69%,7.54K,+5.12%,7.93K,+5.29%
498,Hypertensive heart disease,Uttar Pradesh,Male,349.55K,,343.35K,-1.77%,341.27K,-0.61%,349.15K,+2.31%,349.12K,-0.01%,327.67K,-6.14%,307.76K,-6.08%,295.56K,-3.97%,337.97K,+14.35%,319.87K,-5.35%,332.06K,+3.81%
498,Hypertensive heart disease,Uttar Pradesh,Female,189.07K,,212.33K,+12.30%,224.06K,+5.53%,229.39K,+2.38%,235.59K,+2.70%,230.09K,-2.34%,225.47K,-2.00%,221.60K,-1.72%,217.21K,-1.98%,268.68K,+23.69%,286.64K,+6.69%
498,Hypertensive heart disease,Uttarakhand,Male,24.42K,,24.89K,+1.95%,26.50K,+6.47%,28.32K,+6.86%,29.55K,+4.33%,28.73K,-2.76%,27.39K,-4.69%,28.29K,+3.31%,31.40K,+10.98%,28.86K,-8.11%,29.29K,+1.49%
498,Hypertensive heart disease,Uttarakhand,Female,14.65K,,16.36K,+11.70%,17.75K,+8.47%,18.84K,+6.13%,20.24K,+7.44%,20.54K,+1.50%,20.72K,+0.86%,21.52K,+3.86%,22.67K,+5.36%,23.60K,+4.11%,24.97K,+5.78%
498,Hypertensive heart disease,West Bengal,Male,131.56K,,131.43K,-0.10%,133.06K,+1.24%,140.33K,+5.47%,147.01K,+4.76%,147.76K,+0.51%,149.58K,+1.23%,163.39K,+9.24%,199.61K,+22.17%,163.69K,-18.00%,169.74K,+3.70%
498,Hypertensive heart disease,West Bengal,Female,85.08K,,95.44K,+12.18%,104.03K,+8.99%,110.32K,+6.05%,115.70K,+4.88%,116.31K,+0.53%,121.19K,+4.20%,138.60K,+14.36%,166.48K,+20.11%,145.37K,-12.68%,155.34K,+6.86%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Male,3.18K,,3.36K,+5.82%,2.97K,-11.70%,3.41K,+14.89%,3.68K,+7.81%,3.24K,-11.93%,4.24K,+30.97%,3.18K,-25.06%,3.29K,+3.47%,3.14K,-4.38%,3.61K,+14.87%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Female,480.87,,584.22,+21.49%,380.15,-34.93%,477.27,+25.55%,520.53,+9.06%,372.74,-28.39%,756.32,+102.91%,283.47,-62.52%,105.67,-62.72%,330.19,+212.47%,507.93,+53.83%
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Male,80.98,,80.30,-0.84%,82.94,+3.29%,87.62,+5.64%,89.51,+2.16%,93.85,+4.84%,93.64,-0.22%,97.05,+3.64%,120.42,+24.08%,-46.83,-138.89%,111.18,-337.40%
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Female,15.79,,16.75,+6.08%,17.87,+6.68%,19.05,+6.62%,19.89,+4.41%,22.42,+12.70%,23.07,+2.88%,23.83,+3.32%,28.87,+21.15%,-32.66,-213.10%,27.23,-183.38%
499,Cardiomyopathy and myocarditis,Assam,Male,2.58K,,2.40K,-6.95%,2.21K,-7.91%,2.31K,+4.30%,2.31K,+0.18%,2.42K,+4.54%,2.37K,-1.70%,2.40K,+1.07%,3.08K,+28.34%,2.71K,-11.91%,2.82K,+3.99%
499,Cardiomyopathy and myocarditis,Assam,Female,675.94,,712.36,+5.39%,711.51,-0.12%,793.84,+11.57%,838.94,+5.68%,965.65,+15.10%,975.99,+1.07%,934.43,-4.26%,946.79,+1.32%,1.14K,+19.92%,1.17K,+2.75%
499,Cardiomyopathy and myocarditis,Bihar,Male,10.77K,,12.16K,+12.94%,10.63K,-12.57%,11.21K,+5.47%,11.35K,+1.20%,12.13K,+6.87%,13.62K,+12.29%,11.38K,-16.45%,13.94K,+22.50%,13.87K,-0.46%,14.79K,+6.59%
499,Cardiomyopathy and myocarditis,Bihar,Female,3.22K,,4.36K,+35.62%,3.92K,-10.09%,4.19K,+6.76%,4.28K,+2.19%,4.87K,+13.89%,5.69K,+16.71%,4.51K,-20.65%,4.42K,-2.01%,5.79K,+30.79%,6.09K,+5.23%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Male,2.92K,,3.04K,+3.90%,2.70K,-11.21%,3.52K,+30.37%,3.71K,+5.38%,3.34K,-9.99%,3.96K,+18.79%,2.96K,-25.32%,3.57K,+20.50%,4.05K,+13.51%,3.45K,-14.76%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Female,848.46,,968.32,+14.13%,842.34,-13.01%,1.21K,+44.15%,1.32K,+8.87%,1.23K,-7.27%,1.61K,+31.03%,1.04K,-35.10%,1.10K,+5.12%,1.61K,+46.68%,1.25K,-21.96%
499,Cardiomyopathy and myocarditis,Delhi,Male,2.23K,,2.49K,+11.71%,2.23K,-10.53%,2.09K,-6.02%,2.09K,+0.13%,2.03K,-3.00%,2.22K,+9.35%,2.67K,+20.12%,2.93K,+9.88%,2.36K,-19.47%,1.99K,-15.81%
499,Cardiomyopathy and myocarditis,Delhi,Female,577.43,,705.29,+22.14%,623.15,-11.65%,596.39,-4.29%,633.45,+6.21%,641.81,+1.32%,756.59,+17.88%,924.71,+22.22%,916.06,-0.94%,836.31,-8.71%,669.23,-19.98%
499,Cardiomyopathy and myocarditis,Goa,Male,65.09,,60.89,-6.44%,55.30,-9.19%,67.70,+22.44%,57.26,-15.42%,62.22,+8.66%,57.44,-7.68%,59.63,+3.81%,73.73,+23.65%,64.15,-12.99%,47.54,-25.90%
499,Cardiomyopathy and myocarditis,Goa,Female,4.14,,2.96,-28.50%,1.22,-58.86%,3.79,+210.74%,1.31,-65.33%,2.70,+105.74%,1.83,-32.22%,1.39,-24.30%,1.07,-22.66%,2.84,+164.92%,-0.88,-131.02%
499,Cardiomyopathy and myocarditis,Gujarat,Male,4.86K,,5.55K,+14.17%,6.05K,+8.98%,5.78K,-4.45%,6.05K,+4.58%,6.04K,-0.05%,6.46K,+6.89%,7.12K,+10.26%,8.66K,+21.64%,6.09K,-29.65%,5.31K,-12.94%
499,Cardiomyopathy and myocarditis,Gujarat,Female,1.02K,,1.30K,+27.22%,1.45K,+11.44%,1.30K,-10.45%,1.38K,+6.42%,1.41K,+2.26%,1.57K,+11.34%,1.70K,+8.39%,1.68K,-1.43%,1.44K,-14.18%,1.14K,-20.99%
499,Cardiomyopathy and myocarditis,Haryana,Male,5.08K,,6.09K,+19.94%,5.79K,-5.05%,6.07K,+5.00%,6.70K,+10.32%,6.80K,+1.52%,7.64K,+12.29%,7.76K,+1.62%,8.43K,+8.54%,7.55K,-10.39%,6.42K,-14.96%
499,Cardiomyopathy and myocarditis,Haryana,Female,1.25K,,1.63K,+30.20%,1.47K,-9.69%,1.43K,-2.62%,1.53K,+6.99%,1.53K,-0.08%,1.76K,+14.94%,1.71K,-2.73%,1.63K,-4.68%,1.69K,+4.03%,1.41K,-16.98%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Male,637.84,,599.54,-6.00%,542.42,-9.53%,541.67,-0.14%,592.32,+9.35%,608.68,+2.76%,664.75,+9.21%,634.89,-4.49%,712.54,+12.23%,819.63,+15.03%,800.41,-2.34%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Female,145.39,,143.83,-1.07%,127.06,-11.66%,122.65,-3.48%,132.29,+7.86%,136.16,+2.92%,154.72,+13.63%,149.16,-3.59%,159.89,+7.19%,173.21,+8.33%,159.34,-8.01%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Male,1.18K,,1.25K,+5.74%,1.30K,+4.03%,1.38K,+6.57%,1.46K,+5.67%,1.49K,+1.65%,1.53K,+3.18%,1.40K,-8.51%,1.39K,-0.53%,1.63K,+16.73%,1.59K,-2.15%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Female,236.73,,262.26,+10.78%,270.30,+3.07%,276.34,+2.23%,292.69,+5.92%,312.82,+6.88%,345.39,+10.41%,347.94,+0.74%,406.67,+16.88%,369.86,-9.05%,366.85,-0.81%
499,Cardiomyopathy and myocarditis,Jharkhand,Male,2.55K,,3.12K,+22.08%,2.63K,-15.56%,3.37K,+28.10%,3.50K,+3.76%,3.66K,+4.48%,4.15K,+13.50%,3.33K,-19.70%,4.24K,+27.18%,4.30K,+1.52%,4.35K,+1.01%
499,Cardiomyopathy and myocarditis,Jharkhand,Female,780.58,,915.35,+17.26%,854.48,-6.65%,1.03K,+20.64%,1.05K,+1.38%,1.10K,+5.49%,1.28K,+16.15%,915.09,-28.53%,890.59,-2.68%,1.36K,+52.17%,1.37K,+0.90%
499,Cardiomyopathy and myocarditis,Karnataka,Male,3.47K,,3.23K,-6.98%,2.86K,-11.43%,3.87K,+35.24%,3.56K,-8.05%,3.18K,-10.53%,3.59K,+12.66%,3.67K,+2.26%,4.21K,+14.82%,3.42K,-18.84%,3.20K,-6.31%
499,Cardiomyopathy and myocarditis,Karnataka,Female,733.42,,732.89,-0.07%,583.68,-20.36%,999.19,+71.19%,813.57,-18.58%,673.46,-17.22%,839.11,+24.60%,737.73,-12.08%,718.09,-2.66%,747.44,+4.09%,639.14,-14.49%
499,Cardiomyopathy and myocarditis,Kerala,Male,1.03K,,898.74,-12.42%,772.14,-14.09%,1.14K,+47.47%,864.22,-24.10%,845.86,-2.12%,677.42,-19.91%,599.76,-11.46%,726.19,+21.08%,781.01,+7.55%,546.21,-30.06%
499,Cardiomyopathy and myocarditis,Kerala,Female,21.37,,-25.73,-220.42%,-72.27,+180.84%,39.62,-154.83%,-50.19,-226.67%,-34.00,-32.26%,-63.73,+87.44%,-59.00,-7.43%,-42.10,-28.65%,-28.13,-33.18%,-118.68,+321.88%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Male,8.30K,,9.13K,+10.01%,9.04K,-0.93%,9.29K,+2.78%,9.55K,+2.71%,9.47K,-0.84%,10.41K,+9.99%,9.33K,-10.36%,10.75K,+15.18%,10.60K,-1.39%,8.95K,-15.59%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Female,2.11K,,2.56K,+21.65%,2.53K,-1.35%,2.61K,+3.37%,2.81K,+7.44%,2.99K,+6.36%,3.52K,+17.91%,3.08K,-12.60%,3.17K,+3.01%,3.61K,+13.98%,2.83K,-21.62%
499,Cardiomyopathy and myocarditis,Maharashtra,Male,7.21K,,7.21K,-0.09%,6.58K,-8.70%,7.85K,+19.34%,7.14K,-9.09%,8.25K,+15.56%,7.58K,-8.14%,5.48K,-27.63%,5.47K,-0.26%,6.78K,+24.05%,5.82K,-14.18%
499,Cardiomyopathy and myocarditis,Maharashtra,Female,1.55K,,1.69K,+9.29%,1.50K,-11.44%,1.93K,+29.16%,1.42K,-26.80%,1.36K,-4.08%,1.38K,+1.95%,893.02,-35.50%,718.06,-19.59%,1.27K,+76.37%,964.39,-23.85%
499,Cardiomyopathy and myocarditis,Manipur,Male,180.62,,182.15,+0.85%,187.49,+2.93%,201.37,+7.41%,213.06,+5.80%,222.27,+4.32%,226.30,+1.81%,230.14,+1.70%,326.57,+41.90%,245.55,-24.81%,256.69,+4.54%
499,Cardiomyopathy and myocarditis,Manipur,Female,35.19,,38.31,+8.87%,40.77,+6.41%,43.83,+7.51%,47.43,+8.22%,52.24,+10.13%,55.54,+6.33%,56.49,+1.70%,75.62,+33.87%,58.81,-22.23%,61.84,+5.15%
499,Cardiomyopathy and myocarditis,Meghalaya,Male,182.77,,180.59,-1.19%,177.16,-1.90%,192.59,+8.71%,200.94,+4.33%,217.60,+8.29%,218.07,+0.22%,227.06,+4.12%,345.50,+52.16%,246.47,-28.66%,256.12,+3.92%
499,Cardiomyopathy and myocarditis,Meghalaya,Female,35.85,,37.01,+3.24%,35.82,-3.21%,40.76,+13.79%,45.01,+10.41%,54.34,+20.75%,57.01,+4.90%,59.94,+5.14%,86.06,+43.58%,64.37,-25.21%,67.01,+4.11%
499,Cardiomyopathy and myocarditis,Mizoram,Male,46.98,,43.55,-7.30%,43.41,-0.32%,50.83,+17.09%,52.16,+2.62%,53.23,+2.04%,54.24,+1.91%,54.84,+1.11%,73.19,+33.46%,56.41,-22.93%,58.54,+3.77%
499,Cardiomyopathy and myocarditis,Mizoram,Female,8.83,,8.60,-2.62%,8.69,+1.04%,10.55,+21.48%,11.15,+5.62%,12.48,+11.98%,13.35,+6.99%,14.33,+7.29%,18.38,+28.31%,13.80,-24.93%,13.70,-0.75%
499,Cardiomyopathy and myocarditis,Nagaland,Male,80.42,,77.26,-3.93%,76.48,-1.01%,77.96,+1.94%,78.71,+0.95%,83.06,+5.53%,81.44,-1.95%,85.14,+4.53%,123.75,+45.35%,87.07,-29.64%,87.17,+0.11%
499,Cardiomyopathy and myocarditis,Nagaland,Female,16.16,,16.47,+1.93%,16.80,+2.00%,17.20,+2.38%,17.82,+3.59%,20.54,+15.25%,21.02,+2.34%,22.38,+6.45%,29.88,+33.53%,22.02,-26.32%,22.28,+1.19%
499,Cardiomyopathy and myocarditis,Odisha,Male,2.83K,,2.74K,-3.40%,2.26K,-17.29%,2.69K,+18.75%,2.79K,+3.80%,2.49K,-10.61%,2.72K,+8.95%,2.26K,-16.94%,2.55K,+13.20%,2.69K,+5.27%,2.61K,-3.04%
499,Cardiomyopathy and myocarditis,Odisha,Female,662.84,,704.09,+6.22%,544.10,-22.72%,731.13,+34.38%,801.44,+9.62%,718.90,-10.30%,874.77,+21.68%,631.75,-27.78%,584.09,-7.54%,868.58,+48.71%,806.03,-7.20%
499,Cardiomyopathy and myocarditis,Other Union Territories,Male,188.46,,216.60,+14.94%,197.98,-8.60%,211.85,+7.01%,228.81,+8.00%,217.01,-5.16%,240.71,+10.92%,253.08,+5.14%,282.22,+11.51%,267.07,-5.37%,216.68,-18.87%
499,Cardiomyopathy and myocarditis,Other Union Territories,Female,38.04,,50.86,+33.70%,44.79,-11.95%,49.01,+9.43%,55.43,+13.11%,52.08,-6.05%,62.61,+20.22%,65.56,+4.72%,66.02,+0.70%,70.92,+7.42%,48.53,-31.58%
499,Cardiomyopathy and myocarditis,Punjab,Male,4.82K,,5.09K,+5.60%,4.53K,-11.16%,5.12K,+13.04%,5.55K,+8.56%,5.30K,-4.56%,5.85K,+10.38%,6.06K,+3.60%,6.36K,+4.93%,6.12K,-3.78%,5.20K,-15.09%
499,Cardiomyopathy and myocarditis,Punjab,Female,1.62K,,1.90K,+17.75%,1.74K,-8.43%,2.04K,+16.91%,2.25K,+10.40%,2.20K,-2.27%,2.58K,+17.46%,2.65K,+2.47%,2.53K,-4.27%,2.80K,+10.46%,2.36K,-15.55%
499,Cardiomyopathy and myocarditis,Rajasthan,Male,9.25K,,10.55K,+14.04%,10.97K,+3.96%,10.98K,+0.13%,12.10K,+10.19%,11.64K,-3.82%,12.84K,+10.28%,12.53K,-2.40%,12.30K,-1.85%,13.36K,+8.64%,10.91K,-18.35%
499,Cardiomyopathy and myocarditis,Rajasthan,Female,2.11K,,2.68K,+27.05%,2.86K,+6.46%,2.81K,-1.63%,3.14K,+11.62%,3.10K,-1.28%,3.57K,+15.25%,3.45K,-3.33%,3.12K,-9.49%,3.59K,+14.83%,2.81K,-21.65%
