Cause ID,Cause Name,State,Gender,2013 DALYs,2013 DALYs YoY %,2014 DALYs,2014 DALYs YoY %,2015 DALYs,2015 DALYs YoY %,2016 DALYs,2016 DALYs YoY %,2017 DALYs,2017 DALYs YoY %,2018 DALYs,2018 DALYs YoY %,2019 DALYs,2019 DALYs YoY %,2020 DALYs,2020 DALYs YoY %,2021 DALYs,2021 DALYs YoY %,2022 DALYs,2022 DALYs YoY %,2023 DALYs,2023 DALYs YoY %
494,Stroke,Maharashtra,Female,720.77K,,803.71K,+11.51%,835.84K,+4.00%,860.17K,+2.91%,848.29K,-1.38%,906.92K,+6.91%,768.26K,-15.29%,681.04K,-11.35%,811.46K,+19.15%,769.94K,-5.12%,788.74K,+2.44%
494,Stroke,Manipur,Male,38.05K,,38.23K,+0.46%,39.38K,+3.02%,42.58K,+8.12%,44.29K,+4.01%,44.69K,+0.90%,43.32K,-3.06%,42.37K,-2.20%,60.18K,+42.04%,46.38K,-22.93%,48.06K,+3.62%
494,Stroke,Manipur,Female,18.96K,,20.34K,+7.27%,21.43K,+5.36%,22.59K,+5.44%,23.11K,+2.28%,23.71K,+2.61%,23.53K,-0.75%,23.50K,-0.14%,33.17K,+41.13%,26.14K,-21.19%,27.07K,+3.57%
494,Stroke,Meghalaya,Male,16.33K,,15.78K,-3.40%,15.81K,+0.19%,17.42K,+10.23%,18.43K,+5.79%,18.80K,+2.01%,18.46K,-1.79%,18.42K,-0.24%,27.63K,+50.01%,19.69K,-28.74%,20.05K,+1.81%
494,Stroke,Meghalaya,Female,9.22K,,9.30K,+0.82%,9.37K,+0.74%,10.45K,+11.51%,11.22K,+7.37%,11.81K,+5.31%,11.94K,+1.12%,12.18K,+1.96%,17.94K,+47.28%,13.36K,-25.52%,13.82K,+3.42%
494,Stroke,Mizoram,Male,3.22K,,3.05K,-5.32%,3.17K,+4.08%,3.73K,+17.56%,3.93K,+5.51%,3.94K,+0.21%,3.83K,-2.83%,3.86K,+0.91%,4.94K,+27.94%,4.13K,-16.36%,4.19K,+1.26%
494,Stroke,Mizoram,Female,1.41K,,1.44K,+2.32%,1.54K,+6.37%,1.80K,+17.01%,1.91K,+6.00%,1.97K,+3.52%,1.99K,+0.82%,2.16K,+8.48%,2.86K,+32.45%,2.38K,-16.68%,2.36K,-0.88%
494,Stroke,Nagaland,Male,17.57K,,17.21K,-2.05%,17.23K,+0.07%,17.89K,+3.85%,18.24K,+1.93%,18.11K,-0.70%,17.26K,-4.66%,17.04K,-1.28%,24.69K,+44.84%,17.77K,-28.01%,18.14K,+2.08%
494,Stroke,Nagaland,Female,7.41K,,7.69K,+3.77%,7.80K,+1.48%,7.94K,+1.77%,8.00K,+0.83%,8.07K,+0.87%,7.89K,-2.22%,7.96K,+0.84%,11.17K,+40.35%,8.30K,-25.68%,8.43K,+1.48%
494,Stroke,Odisha,Male,596.84K,,567.35K,-4.94%,564.59K,-0.49%,625.54K,+10.80%,655.95K,+4.86%,651.83K,-0.63%,636.57K,-2.34%,624.27K,-1.93%,720.73K,+15.45%,649.63K,-9.86%,653.59K,+0.61%
494,Stroke,Odisha,Female,458.61K,,469.09K,+2.28%,480.32K,+2.39%,527.50K,+9.82%,558.81K,+5.94%,573.81K,+2.68%,576.46K,+0.46%,564.76K,-2.03%,603.46K,+6.85%,621.22K,+2.94%,626.28K,+0.81%
494,Stroke,Other Union Territories,Male,19.06K,,19.27K,+1.13%,19.75K,+2.48%,21.04K,+6.50%,21.71K,+3.18%,21.68K,-0.11%,21.30K,-1.74%,22.65K,+6.33%,27.54K,+21.56%,22.24K,-19.24%,22.16K,-0.34%
494,Stroke,Other Union Territories,Female,14.06K,,15.20K,+8.10%,15.82K,+4.05%,16.71K,+5.63%,17.07K,+2.17%,17.33K,+1.56%,17.37K,+0.23%,19.23K,+10.68%,24.38K,+26.78%,19.33K,-20.70%,19.32K,-0.09%
494,Stroke,Punjab,Male,200.95K,,198.78K,-1.08%,202.43K,+1.83%,220.24K,+8.80%,231.81K,+5.25%,232.80K,+0.43%,229.13K,-1.58%,236.44K,+3.19%,260.80K,+10.30%,230.61K,-11.58%,223.12K,-3.25%
494,Stroke,Punjab,Female,136.83K,,145.70K,+6.48%,152.12K,+4.41%,167.04K,+9.81%,174.56K,+4.50%,180.29K,+3.28%,184.75K,+2.47%,192.43K,+4.16%,207.76K,+7.97%,198.48K,-4.47%,196.57K,-0.96%
494,Stroke,Rajasthan,Male,368.43K,,383.68K,+4.14%,403.58K,+5.19%,436.28K,+8.10%,455.68K,+4.45%,450.83K,-1.07%,438.15K,-2.81%,425.09K,-2.98%,463.92K,+9.13%,442.04K,-4.72%,432.63K,-2.13%
494,Stroke,Rajasthan,Female,225.95K,,248.47K,+9.97%,261.98K,+5.44%,274.35K,+4.72%,277.38K,+1.11%,275.83K,-0.56%,269.99K,-2.11%,258.99K,-4.08%,280.33K,+8.24%,275.04K,-1.89%,275.73K,+0.25%
494,Stroke,Sikkim,Male,3.82K,,3.77K,-1.29%,3.72K,-1.21%,3.77K,+1.32%,3.66K,-2.92%,3.41K,-6.86%,3.06K,-10.23%,2.85K,-6.91%,3.24K,+13.79%,3.24K,-0.02%,3.30K,+1.64%
494,Stroke,Sikkim,Female,2.11K,,2.16K,+2.39%,2.12K,-1.87%,2.08K,-1.55%,2.01K,-3.43%,1.94K,-3.59%,1.83K,-5.73%,1.88K,+2.76%,2.33K,+23.86%,2.15K,-7.77%,2.20K,+2.25%
494,Stroke,Tamil Nadu,Male,714.97K,,752.25K,+5.21%,783.22K,+4.12%,856.93K,+9.41%,898.70K,+4.87%,893.95K,-0.53%,856.27K,-4.21%,863.64K,+0.86%,952.78K,+10.32%,774.83K,-18.68%,773.91K,-0.12%
494,Stroke,Tamil Nadu,Female,540.89K,,606.23K,+12.08%,638.34K,+5.30%,678.30K,+6.26%,683.85K,+0.82%,659.94K,-3.50%,620.75K,-5.94%,629.03K,+1.33%,681.99K,+8.42%,622.92K,-8.66%,643.59K,+3.32%
494,Stroke,Telangana,Male,466.65K,,455.39K,-2.41%,459.25K,+0.85%,488.94K,+6.46%,505.79K,+3.45%,505.53K,-0.05%,498.21K,-1.45%,493.57K,-0.93%,562.71K,+14.01%,470.30K,-16.42%,455.15K,-3.22%
494,Stroke,Telangana,Female,322.34K,,329.65K,+2.27%,329.85K,+0.06%,343.77K,+4.22%,346.65K,+0.84%,338.86K,-2.25%,324.15K,-4.34%,301.38K,-7.02%,297.80K,-1.19%,323.86K,+8.75%,315.94K,-2.45%
494,Stroke,Tripura,Male,72.59K,,61.11K,-15.82%,63.17K,+3.38%,75.54K,+19.59%,78.22K,+3.54%,74.98K,-4.15%,73.00K,-2.64%,72.21K,-1.08%,79.86K,+10.60%,76.17K,-4.63%,77.84K,+2.19%
494,Stroke,Tripura,Female,40.81K,,34.13K,-16.35%,36.41K,+6.67%,45.47K,+24.87%,47.20K,+3.80%,45.47K,-3.67%,45.55K,+0.17%,45.85K,+0.67%,49.55K,+8.07%,49.86K,+0.62%,51.49K,+3.27%
494,Stroke,Uttar Pradesh,Male,1.70M,,1.84M,+7.87%,1.95M,+6.15%,2.19M,+12.08%,2.27M,+3.68%,2.28M,+0.63%,2.20M,-3.47%,2.10M,-4.73%,2.50M,+18.98%,2.33M,-6.73%,2.32M,-0.40%
494,Stroke,Uttar Pradesh,Female,1.34M,,1.63M,+21.29%,1.78M,+9.50%,1.99M,+11.41%,2.06M,+3.66%,2.13M,+3.45%,2.09M,-1.76%,1.95M,-6.94%,1.97M,+1.40%,2.36M,+19.78%,2.35M,-0.42%
494,Stroke,Uttarakhand,Male,130.13K,,130.88K,+0.58%,135.13K,+3.25%,142.97K,+5.81%,143.29K,+0.22%,136.84K,-4.50%,124.59K,-8.96%,122.10K,-2.00%,135.23K,+10.76%,122.49K,-9.43%,120.95K,-1.26%
494,Stroke,Uttarakhand,Female,73.19K,,79.10K,+8.07%,81.43K,+2.94%,84.88K,+4.24%,85.55K,+0.78%,83.71K,-2.14%,77.82K,-7.04%,74.00K,-4.91%,77.15K,+4.26%,78.68K,+1.98%,78.30K,-0.48%
494,Stroke,West Bengal,Male,1.91M,,1.86M,-2.54%,1.79M,-3.98%,1.84M,+2.83%,1.84M,+0.09%,1.81M,-1.44%,1.74M,-3.74%,1.79M,+2.73%,2.14M,+19.62%,1.74M,-19.07%,1.77M,+2.28%
494,Stroke,West Bengal,Female,1.17M,,1.23M,+5.67%,1.22M,-0.77%,1.25M,+1.91%,1.22M,-2.00%,1.19M,-2.79%,1.14M,-3.58%,1.19M,+4.43%,1.41M,+18.24%,1.19M,-15.91%,1.24M,+4.02%
498,Hypertensive heart disease,Andhra Pradesh,Male,106.96K,,106.96K,+0.01%,112.16K,+4.86%,122.08K,+8.84%,130.19K,+6.65%,128.23K,-1.51%,127.81K,-0.32%,132.83K,+3.93%,157.56K,+18.62%,130.32K,-17.29%,132.64K,+1.78%
498,Hypertensive heart disease,Andhra Pradesh,Female,83.54K,,91.92K,+10.03%,100.75K,+9.61%,106.92K,+6.12%,112.43K,+5.15%,114.28K,+1.65%,116.24K,+1.71%,124.25K,+6.89%,129.40K,+4.14%,133.52K,+3.18%,140.39K,+5.15%
498,Hypertensive heart disease,Arunachal Pradesh,Male,1.31K,,1.33K,+0.84%,1.40K,+5.41%,1.52K,+8.46%,1.60K,+5.64%,1.62K,+1.15%,1.62K,+0.11%,1.69K,+4.30%,2.10K,+24.00%,1.76K,-15.90%,2.01K,+13.91%
498,Hypertensive heart disease,Arunachal Pradesh,Female,704.77,,775.66,+10.06%,855.00,+10.23%,926.86,+8.40%,983.00,+6.06%,1.03K,+4.61%,1.08K,+4.58%,1.16K,+7.60%,1.45K,+25.15%,1.28K,-11.93%,1.50K,+17.42%
498,Hypertensive heart disease,Assam,Male,40.91K,,39.53K,-3.37%,39.83K,+0.75%,41.71K,+4.74%,43.22K,+3.62%,43.40K,+0.41%,43.33K,-0.16%,43.98K,+1.49%,55.83K,+26.96%,48.90K,-12.41%,50.81K,+3.91%
498,Hypertensive heart disease,Assam,Female,23.78K,,26.68K,+12.23%,29.83K,+11.79%,32.65K,+9.46%,35.22K,+7.86%,37.17K,+5.55%,38.23K,+2.85%,37.78K,-1.19%,39.84K,+5.47%,48.09K,+20.70%,51.19K,+6.45%
498,Hypertensive heart disease,Bihar,Male,157.85K,,154.79K,-1.94%,155.29K,+0.32%,167.13K,+7.63%,176.96K,+5.88%,179.00K,+1.15%,183.00K,+2.24%,184.99K,+1.08%,231.53K,+25.16%,194.20K,-16.12%,203.28K,+4.67%
498,Hypertensive heart disease,Bihar,Female,97.68K,,113.63K,+16.33%,123.46K,+8.65%,134.50K,+8.95%,145.95K,+8.51%,155.93K,+6.84%,166.70K,+6.91%,174.72K,+4.81%,185.88K,+6.39%,193.22K,+3.95%,204.32K,+5.74%
498,Hypertensive heart disease,Chhattisgarh,Male,48.22K,,49.23K,+2.09%,52.01K,+5.65%,58.48K,+12.42%,62.97K,+7.69%,62.80K,-0.28%,63.84K,+1.65%,65.24K,+2.20%,86.11K,+31.99%,69.73K,-19.03%,70.75K,+1.46%
498,Hypertensive heart disease,Chhattisgarh,Female,26.58K,,30.05K,+13.04%,33.69K,+12.10%,38.60K,+14.58%,42.82K,+10.95%,45.96K,+7.33%,49.67K,+8.07%,52.21K,+5.11%,67.46K,+29.21%,58.30K,-13.58%,60.20K,+3.27%
498,Hypertensive heart disease,Delhi,Male,19.54K,,19.25K,-1.52%,19.64K,+2.03%,19.49K,-0.74%,19.32K,-0.86%,18.35K,-5.07%,18.17K,-0.98%,24.91K,+37.10%,28.55K,+14.64%,19.53K,-31.59%,19.90K,+1.88%
498,Hypertensive heart disease,Delhi,Female,11.81K,,12.81K,+8.44%,13.48K,+5.21%,13.86K,+2.85%,14.47K,+4.33%,14.44K,-0.16%,15.56K,+7.76%,22.60K,+45.21%,24.78K,+9.65%,18.80K,-24.14%,19.63K,+4.41%
498,Hypertensive heart disease,Goa,Male,3.08K,,3.11K,+0.77%,3.20K,+3.12%,3.30K,+3.01%,3.35K,+1.46%,3.31K,-1.17%,3.24K,-1.93%,3.41K,+4.96%,4.27K,+25.52%,3.46K,-19.04%,3.43K,-0.87%
498,Hypertensive heart disease,Goa,Female,1.46K,,1.58K,+7.98%,1.69K,+7.57%,1.74K,+2.52%,1.77K,+1.60%,1.80K,+1.89%,1.83K,+1.88%,1.90K,+3.68%,2.22K,+16.78%,2.08K,-6.26%,2.15K,+3.61%
498,Hypertensive heart disease,Gujarat,Male,100.23K,,103.64K,+3.40%,110.87K,+6.98%,119.45K,+7.73%,126.60K,+5.99%,126.27K,-0.26%,127.65K,+1.10%,139.88K,+9.58%,201.28K,+43.90%,132.88K,-33.98%,135.98K,+2.33%
498,Hypertensive heart disease,Gujarat,Female,62.54K,,68.47K,+9.49%,73.33K,+7.10%,76.40K,+4.19%,79.34K,+3.85%,79.85K,+0.64%,82.98K,+3.92%,93.29K,+12.42%,131.92K,+41.41%,94.62K,-28.28%,101.63K,+7.42%
498,Hypertensive heart disease,Haryana,Male,41.49K,,43.76K,+5.47%,47.01K,+7.44%,51.97K,+10.54%,56.32K,+8.37%,57.46K,+2.03%,58.08K,+1.09%,62.42K,+7.46%,72.20K,+15.68%,57.27K,-20.68%,57.42K,+0.26%
498,Hypertensive heart disease,Haryana,Female,24.91K,,27.86K,+11.82%,29.23K,+4.94%,30.12K,+3.04%,31.30K,+3.93%,31.86K,+1.78%,33.35K,+4.68%,36.66K,+9.93%,41.02K,+11.88%,36.29K,-11.53%,37.95K,+4.57%
498,Hypertensive heart disease,Himachal Pradesh,Male,10.60K,,9.71K,-8.37%,9.55K,-1.68%,9.93K,+3.96%,10.84K,+9.16%,11.37K,+4.95%,11.67K,+2.67%,11.68K,+0.08%,14.01K,+19.88%,14.58K,+4.08%,15.36K,+5.37%
498,Hypertensive heart disease,Himachal Pradesh,Female,6.66K,,6.43K,-3.53%,6.43K,-0.06%,6.46K,+0.55%,6.87K,+6.33%,7.31K,+6.38%,7.77K,+6.28%,8.33K,+7.27%,10.47K,+25.68%,9.96K,-4.93%,10.55K,+5.99%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Male,16.75K,,17.27K,+3.14%,18.80K,+8.81%,20.67K,+10.00%,22.23K,+7.54%,22.44K,+0.92%,22.26K,-0.77%,21.20K,-4.78%,21.96K,+3.61%,24.14K,+9.91%,24.65K,+2.11%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Female,10.01K,,10.75K,+7.39%,11.92K,+10.85%,12.84K,+7.68%,13.83K,+7.73%,14.68K,+6.17%,15.86K,+8.05%,17.44K,+9.90%,22.12K,+26.86%,19.03K,-13.97%,20.40K,+7.22%
498,Hypertensive heart disease,Jharkhand,Male,40.60K,,42.50K,+4.70%,40.70K,-4.25%,47.95K,+17.83%,52.31K,+9.09%,53.55K,+2.37%,53.91K,+0.67%,54.79K,+1.63%,70.39K,+28.48%,57.36K,-18.51%,60.05K,+4.69%
498,Hypertensive heart disease,Jharkhand,Female,25.14K,,25.60K,+1.80%,29.28K,+14.40%,32.73K,+11.77%,36.23K,+10.69%,38.46K,+6.17%,39.90K,+3.75%,40.77K,+2.16%,42.87K,+5.15%,47.62K,+11.09%,51.49K,+8.13%
498,Hypertensive heart disease,Karnataka,Male,94.16K,,93.25K,-0.97%,97.24K,+4.29%,104.37K,+7.33%,108.86K,+4.30%,107.63K,-1.13%,106.53K,-1.02%,119.22K,+11.90%,146.04K,+22.50%,113.27K,-22.44%,115.42K,+1.90%
498,Hypertensive heart disease,Karnataka,Female,65.56K,,72.71K,+10.91%,79.27K,+9.01%,83.52K,+5.36%,84.06K,+0.65%,83.53K,-0.63%,83.09K,-0.53%,89.98K,+8.29%,108.09K,+20.13%,95.76K,-11.41%,100.86K,+5.33%
498,Hypertensive heart disease,Kerala,Male,58.04K,,59.02K,+1.69%,61.15K,+3.60%,65.46K,+7.04%,68.41K,+4.51%,66.22K,-3.19%,62.59K,-5.48%,55.90K,-10.69%,63.16K,+12.99%,63.72K,+0.88%,64.41K,+1.09%
498,Hypertensive heart disease,Kerala,Female,46.41K,,45.76K,-1.40%,48.79K,+6.62%,52.17K,+6.94%,54.38K,+4.24%,53.76K,-1.15%,52.08K,-3.13%,48.06K,-7.73%,50.06K,+4.17%,60.08K,+20.01%,64.43K,+7.25%
498,Hypertensive heart disease,Madhya Pradesh,Male,106.22K,,107.05K,+0.78%,111.56K,+4.21%,118.33K,+6.07%,122.86K,+3.83%,120.82K,-1.65%,121.71K,+0.73%,127.04K,+4.37%,157.81K,+24.22%,128.50K,-18.57%,132.15K,+2.84%
498,Hypertensive heart disease,Madhya Pradesh,Female,61.50K,,66.58K,+8.26%,70.45K,+5.80%,74.82K,+6.20%,79.83K,+6.70%,83.19K,+4.21%,88.55K,+6.45%,96.54K,+9.02%,118.34K,+22.58%,100.47K,-15.10%,107.18K,+6.68%
498,Hypertensive heart disease,Maharashtra,Male,192.00K,,195.81K,+1.99%,199.25K,+1.76%,200.15K,+0.45%,207.59K,+3.72%,248.95K,+19.92%,199.07K,-20.04%,177.10K,-11.03%,215.15K,+21.48%,194.60K,-9.55%,202.67K,+4.15%
498,Hypertensive heart disease,Maharashtra,Female,108.77K,,119.70K,+10.06%,124.25K,+3.80%,124.54K,+0.24%,120.21K,-3.48%,126.64K,+5.35%,108.89K,-14.02%,99.95K,-8.21%,119.41K,+19.46%,117.45K,-1.64%,126.38K,+7.61%
498,Hypertensive heart disease,Manipur,Male,3.83K,,3.90K,+1.85%,4.14K,+6.20%,4.56K,+10.31%,4.90K,+7.32%,5.03K,+2.65%,5.07K,+0.80%,5.20K,+2.55%,7.63K,+46.88%,5.93K,-22.30%,6.21K,+4.64%
498,Hypertensive heart disease,Manipur,Female,2.53K,,2.84K,+12.22%,3.19K,+12.23%,3.50K,+9.76%,3.77K,+7.75%,4.00K,+6.04%,4.26K,+6.34%,4.57K,+7.36%,6.82K,+49.24%,5.53K,-18.93%,5.91K,+6.84%
498,Hypertensive heart disease,Meghalaya,Male,2.70K,,2.67K,-1.23%,2.76K,+3.36%,3.08K,+11.41%,3.31K,+7.54%,3.39K,+2.53%,3.41K,+0.45%,3.53K,+3.66%,5.55K,+57.08%,3.95K,-28.75%,4.09K,+3.54%
498,Hypertensive heart disease,Meghalaya,Female,1.79K,,1.91K,+6.69%,2.03K,+6.78%,2.32K,+14.18%,2.57K,+10.41%,2.75K,+7.02%,2.91K,+5.96%,3.15K,+8.32%,4.97K,+57.60%,3.77K,-23.98%,4.08K,+8.04%
498,Hypertensive heart disease,Mizoram,Male,756.95,,704.12,-6.98%,736.39,+4.58%,889.52,+20.79%,937.97,+5.45%,916.68,-2.27%,883.63,-3.61%,902.35,+2.12%,1.23K,+36.11%,985.81,-19.74%,1.00K,+1.65%
498,Hypertensive heart disease,Mizoram,Female,478.01,,505.54,+5.76%,551.67,+9.12%,656.82,+19.06%,689.13,+4.92%,690.76,+0.24%,693.05,+0.33%,769.80,+11.07%,1.09K,+41.15%,852.96,-21.50%,865.86,+1.51%
498,Hypertensive heart disease,Nagaland,Male,1.53K,,1.52K,-0.84%,1.57K,+3.20%,1.66K,+5.85%,1.73K,+4.59%,1.75K,+0.67%,1.72K,-1.58%,1.78K,+3.50%,2.68K,+50.69%,1.93K,-27.80%,1.97K,+2.08%
498,Hypertensive heart disease,Nagaland,Female,959.18,,1.04K,+8.14%,1.12K,+7.62%,1.18K,+5.57%,1.24K,+5.39%,1.29K,+4.23%,1.35K,+4.13%,1.46K,+8.33%,2.16K,+48.12%,1.69K,-22.10%,1.78K,+5.89%
498,Hypertensive heart disease,Odisha,Male,64.03K,,60.13K,-6.08%,59.60K,-0.89%,64.97K,+9.00%,67.84K,+4.42%,66.38K,-2.15%,65.19K,-1.80%,65.46K,+0.42%,77.58K,+18.51%,68.91K,-11.18%,71.73K,+4.10%
498,Hypertensive heart disease,Odisha,Female,36.38K,,38.06K,+4.62%,40.57K,+6.60%,45.05K,+11.02%,48.72K,+8.15%,50.31K,+3.27%,52.17K,+3.71%,54.16K,+3.80%,58.10K,+7.29%,61.15K,+5.25%,65.43K,+6.99%
498,Hypertensive heart disease,Other Union Territories,Male,4.73K,,4.83K,+2.16%,5.07K,+5.10%,5.48K,+7.97%,5.79K,+5.65%,5.84K,+0.95%,5.92K,+1.23%,6.56K,+10.92%,8.20K,+25.03%,6.58K,-19.80%,6.66K,+1.18%
498,Hypertensive heart disease,Other Union Territories,Female,2.96K,,3.31K,+11.88%,3.63K,+9.80%,3.95K,+8.73%,4.19K,+6.13%,4.37K,+4.10%,4.63K,+6.01%,5.46K,+18.06%,7.16K,+31.12%,5.73K,-19.96%,5.92K,+3.21%
498,Hypertensive heart disease,Punjab,Male,49.36K,,48.91K,-0.91%,51.01K,+4.29%,56.00K,+9.78%,61.06K,+9.05%,61.93K,+1.42%,63.61K,+2.72%,68.49K,+7.67%,75.53K,+10.28%,66.79K,-11.57%,66.19K,-0.91%
498,Hypertensive heart disease,Punjab,Female,36.11K,,39.90K,+10.50%,44.00K,+10.27%,49.28K,+11.98%,54.17K,+9.93%,57.19K,+5.58%,63.09K,+10.32%,70.19K,+11.25%,76.36K,+8.79%,73.91K,-3.20%,76.78K,+3.89%
498,Hypertensive heart disease,Rajasthan,Male,89.14K,,94.05K,+5.50%,101.90K,+8.35%,111.38K,+9.30%,120.31K,+8.01%,120.04K,-0.23%,121.06K,+0.85%,123.20K,+1.77%,135.15K,+9.70%,130.84K,-3.19%,131.69K,+0.65%
498,Hypertensive heart disease,Rajasthan,Female,56.02K,,63.84K,+13.96%,70.80K,+10.90%,75.99K,+7.32%,81.01K,+6.60%,82.56K,+1.91%,86.02K,+4.19%,89.43K,+3.97%,97.52K,+9.05%,98.40K,+0.89%,103.99K,+5.69%
498,Hypertensive heart disease,Sikkim,Male,832.20,,825.83,-0.77%,836.40,+1.28%,858.64,+2.66%,845.34,-1.55%,787.69,-6.82%,710.87,-9.75%,679.96,-4.35%,795.44,+16.98%,804.01,+1.08%,819.80,+1.96%
498,Hypertensive heart disease,Sikkim,Female,483.17,,508.51,+5.24%,524.50,+3.15%,524.99,+0.09%,515.39,-1.83%,499.35,-3.11%,481.94,-3.49%,526.19,+9.18%,685.63,+30.30%,627.61,-8.46%,645.58,+2.86%
498,Hypertensive heart disease,Tamil Nadu,Male,146.36K,,153.22K,+4.69%,160.15K,+4.52%,172.85K,+7.93%,180.91K,+4.66%,177.86K,-1.69%,170.20K,-4.31%,178.31K,+4.76%,199.92K,+12.12%,166.30K,-16.82%,171.86K,+3.35%
498,Hypertensive heart disease,Tamil Nadu,Female,95.81K,,107.70K,+12.41%,114.87K,+6.65%,120.02K,+4.48%,120.66K,+0.53%,116.08K,-3.79%,111.43K,-4.01%,116.06K,+4.15%,125.60K,+8.22%,117.16K,-6.72%,129.11K,+10.20%
498,Hypertensive heart disease,Telangana,Male,91.62K,,90.58K,-1.13%,93.50K,+3.22%,101.20K,+8.24%,108.24K,+6.95%,111.10K,+2.64%,114.18K,+2.77%,120.03K,+5.13%,140.89K,+17.38%,119.25K,-15.36%,119.92K,+0.56%
498,Hypertensive heart disease,Telangana,Female,62.32K,,65.96K,+5.84%,68.61K,+4.02%,73.39K,+6.96%,77.89K,+6.13%,79.74K,+2.38%,81.60K,+2.33%,82.23K,+0.77%,83.52K,+1.58%,94.20K,+12.78%,97.67K,+3.68%
498,Hypertensive heart disease,Tripura,Male,5.28K,,4.56K,-13.65%,4.91K,+7.82%,5.96K,+21.41%,6.36K,+6.59%,6.18K,-2.77%,6.26K,+1.37%,6.47K,+3.27%,7.29K,+12.64%,7.10K,-2.50%,7.30K,+2.80%
498,Hypertensive heart disease,Tripura,Female,3.73K,,3.31K,-11.38%,3.79K,+14.47%,4.82K,+27.42%,5.20K,+7.80%,5.13K,-1.39%,5.48K,+6.96%,5.88K,+7.28%,6.52K,+10.80%,6.86K,+5.28%,7.24K,+5.47%
498,Hypertensive heart disease,Uttar Pradesh,Male,299.57K,,295.08K,-1.50%,293.23K,-0.63%,299.91K,+2.28%,300.25K,+0.11%,282.69K,-5.85%,266.55K,-5.71%,256.64K,-3.72%,293.79K,+14.48%,278.62K,-5.17%,289.30K,+3.83%
498,Hypertensive heart disease,Uttar Pradesh,Female,171.16K,,192.05K,+12.20%,202.34K,+5.36%,207.08K,+2.34%,212.85K,+2.79%,208.54K,-2.03%,204.89K,-1.75%,201.74K,-1.54%,198.25K,-1.73%,244.29K,+23.22%,260.28K,+6.55%
498,Hypertensive heart disease,Uttarakhand,Male,21.69K,,22.13K,+2.01%,23.55K,+6.42%,25.17K,+6.85%,26.27K,+4.38%,25.58K,-2.61%,24.42K,-4.54%,25.28K,+3.53%,28.14K,+11.30%,25.85K,-8.13%,26.29K,+1.68%
498,Hypertensive heart disease,Uttarakhand,Female,13.55K,,15.13K,+11.63%,16.39K,+8.36%,17.39K,+6.11%,18.69K,+7.43%,19.01K,+1.72%,19.22K,+1.10%,20.00K,+4.09%,21.11K,+5.54%,21.97K,+4.07%,23.25K,+5.82%
498,Hypertensive heart disease,West Bengal,Male,115.83K,,115.84K,+0.01%,117.14K,+1.13%,123.61K,+5.52%,129.56K,+4.81%,130.49K,+0.72%,132.31K,+1.40%,144.65K,+9.33%,176.54K,+22.05%,145.53K,-17.57%,151.13K,+3.85%
498,Hypertensive heart disease,West Bengal,Female,78.60K,,88.05K,+12.02%,95.80K,+8.81%,101.63K,+6.08%,106.66K,+4.96%,107.48K,+0.77%,112.12K,+4.32%,128.15K,+14.29%,153.46K,+19.75%,134.82K,-12.14%,144.06K,+6.85%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Male,2.44K,,2.63K,+7.66%,2.22K,-15.54%,2.61K,+17.54%,2.83K,+8.61%,2.42K,-14.52%,3.41K,+40.78%,2.32K,-32.01%,2.26K,-2.51%,2.33K,+2.84%,2.78K,+19.78%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Female,417.96,,514.25,+23.04%,307.74,-40.16%,403.17,+31.01%,446.77,+10.81%,300.52,-32.74%,684.61,+127.81%,217.93,-68.17%,41.73,-80.85%,263.59,+531.72%,441.96,+67.67%
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Male,68.30,,67.50,-1.18%,69.66,+3.20%,73.53,+5.56%,74.96,+1.95%,79.36,+5.87%,79.19,-0.21%,82.02,+3.57%,102.07,+24.44%,-62.81,-161.53%,94.75,-250.86%
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Female,14.25,,15.10,+5.97%,16.13,+6.78%,17.19,+6.62%,17.88,+3.97%,20.24,+13.22%,20.82,+2.85%,21.50,+3.29%,26.10,+21.41%,-35.07,-234.33%,24.79,-170.70%
499,Cardiomyopathy and myocarditis,Assam,Male,2.22K,,2.06K,-7.02%,1.89K,-8.25%,1.99K,+5.34%,2.00K,+0.45%,2.12K,+5.57%,2.08K,-1.56%,2.11K,+1.21%,2.70K,+28.14%,2.40K,-11.26%,2.49K,+3.97%
499,Cardiomyopathy and myocarditis,Assam,Female,632.45,,664.69,+5.10%,659.97,-0.71%,740.75,+12.24%,783.57,+5.78%,906.22,+15.65%,916.14,+1.09%,878.83,-4.07%,890.24,+1.30%,1.07K,+20.45%,1.10K,+2.75%
499,Cardiomyopathy and myocarditis,Bihar,Male,9.87K,,11.28K,+14.35%,9.81K,-13.10%,10.36K,+5.69%,10.50K,+1.28%,11.30K,+7.70%,12.78K,+13.06%,10.57K,-17.29%,12.91K,+22.17%,13.00K,+0.69%,13.86K,+6.60%
