Cause ID,Cause Name,State,Gender,2013 DALYs,2013 DALYs YoY %,2014 DALYs,2014 DALYs YoY %,2015 DALYs,2015 DALYs YoY %,2016 DALYs,2016 DALYs YoY %,2017 DALYs,2017 DALYs YoY %,2018 DALYs,2018 DALYs YoY %,2019 DALYs,2019 DALYs YoY %,2020 DALYs,2020 DALYs YoY %,2021 DALYs,2021 DALYs YoY %,2022 DALYs,2022 DALYs YoY %,2023 DALYs,2023 DALYs YoY %
499,Cardiomyopathy and myocarditis,Bihar,Female,3.10K,,4.23K,+36.39%,3.79K,-10.41%,4.05K,+6.94%,4.15K,+2.30%,4.73K,+14.09%,5.54K,+17.07%,4.37K,-21.09%,4.27K,-2.35%,5.64K,+32.09%,5.93K,+5.21%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Male,2.60K,,2.71K,+4.04%,2.36K,-12.78%,3.16K,+33.78%,3.34K,+5.63%,2.97K,-10.98%,3.59K,+20.82%,2.60K,-27.55%,3.09K,+18.76%,3.68K,+19.14%,3.08K,-16.32%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Female,800.82,,915.12,+14.27%,785.42,-14.17%,1.15K,+46.37%,1.25K,+8.96%,1.15K,-8.01%,1.53K,+32.52%,970.47,-36.45%,1.01K,+4.08%,1.53K,+51.74%,1.18K,-22.91%
499,Cardiomyopathy and myocarditis,Delhi,Male,2.08K,,2.34K,+12.57%,2.08K,-10.97%,1.96K,-5.96%,1.97K,+0.59%,1.92K,-2.67%,2.11K,+10.04%,2.54K,+20.30%,2.78K,+9.76%,2.25K,-19.02%,1.88K,-16.74%
499,Cardiomyopathy and myocarditis,Delhi,Female,556.08,,682.95,+22.81%,602.26,-11.82%,576.53,-4.27%,613.60,+6.43%,622.25,+1.41%,736.31,+18.33%,902.11,+22.52%,892.76,-1.04%,817.92,-8.38%,651.21,-20.38%
499,Cardiomyopathy and myocarditis,Goa,Male,45.03,,40.48,-10.10%,34.31,-15.24%,46.31,+34.96%,35.79,-22.72%,40.98,+14.51%,36.27,-11.50%,36.70,+1.19%,44.69,+21.76%,42.43,-5.06%,26.29,-38.04%
499,Cardiomyopathy and myocarditis,Goa,Female,2.58,,1.38,-46.30%,-0.35,-124.98%,2.29,-762.24%,-0.14,-106.28%,1.24,-964.50%,0.40,-68.16%,-0.04,-110.90%,-0.44,+926.75%,1.55,-449.56%,-2.14,-238.38%
499,Cardiomyopathy and myocarditis,Gujarat,Male,4.12K,,4.79K,+16.43%,5.26K,+9.85%,4.98K,-5.42%,5.24K,+5.32%,5.29K,+0.86%,5.71K,+8.03%,6.33K,+10.85%,7.56K,+19.31%,5.38K,-28.82%,4.57K,-15.12%
499,Cardiomyopathy and myocarditis,Gujarat,Female,942.29,,1.22K,+29.21%,1.36K,+11.87%,1.21K,-11.46%,1.29K,+6.58%,1.32K,+2.94%,1.48K,+12.03%,1.62K,+8.96%,1.58K,-2.09%,1.36K,-13.92%,1.06K,-22.26%
499,Cardiomyopathy and myocarditis,Haryana,Male,4.72K,,5.70K,+20.82%,5.39K,-5.56%,5.66K,+4.98%,6.26K,+10.73%,6.36K,+1.64%,7.19K,+12.97%,7.29K,+1.44%,7.88K,+8.10%,7.14K,-9.51%,5.99K,-16.01%
499,Cardiomyopathy and myocarditis,Haryana,Female,1.21K,,1.58K,+30.57%,1.42K,-9.80%,1.39K,-2.55%,1.49K,+7.14%,1.49K,-0.13%,1.71K,+15.29%,1.67K,-2.65%,1.59K,-4.70%,1.66K,+4.39%,1.37K,-17.36%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Male,562.05,,531.64,-5.41%,479.13,-9.88%,479.35,+0.05%,526.80,+9.90%,541.89,+2.86%,597.00,+10.17%,567.84,-4.88%,633.68,+11.59%,735.03,+16.00%,712.28,-3.09%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Female,137.67,,136.81,-0.62%,120.78,-11.72%,116.72,-3.35%,126.24,+8.15%,129.73,+2.77%,148.10,+14.16%,142.66,-3.68%,152.94,+7.21%,166.47,+8.85%,152.14,-8.61%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Male,1.05K,,1.11K,+6.52%,1.16K,+4.06%,1.24K,+6.77%,1.31K,+6.06%,1.34K,+2.18%,1.39K,+3.82%,1.28K,-8.40%,1.27K,-0.35%,1.48K,+16.54%,1.45K,-2.42%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Female,224.13,,249.22,+11.19%,256.94,+3.10%,262.90,+2.32%,278.94,+6.10%,298.80,+7.12%,331.29,+10.87%,334.28,+0.90%,391.83,+17.22%,355.49,-9.27%,352.11,-0.95%
499,Cardiomyopathy and myocarditis,Jharkhand,Male,2.28K,,2.82K,+23.31%,2.34K,-17.05%,3.02K,+29.16%,3.12K,+3.35%,3.27K,+4.91%,3.76K,+14.79%,2.94K,-21.71%,3.73K,+26.82%,3.91K,+4.89%,3.94K,+0.77%
499,Cardiomyopathy and myocarditis,Jharkhand,Female,743.33,,878.80,+18.22%,814.78,-7.29%,988.16,+21.28%,1.00K,+1.21%,1.06K,+5.52%,1.23K,+16.76%,871.08,-29.31%,846.67,-2.80%,1.31K,+54.51%,1.32K,+0.85%
499,Cardiomyopathy and myocarditis,Karnataka,Male,2.87K,,2.65K,-7.75%,2.28K,-13.88%,3.27K,+43.30%,2.96K,-9.39%,2.62K,-11.28%,3.04K,+15.70%,3.07K,+1.07%,3.49K,+13.75%,2.87K,-17.93%,2.63K,-8.20%
499,Cardiomyopathy and myocarditis,Karnataka,Female,668.47,,663.94,-0.68%,514.40,-22.52%,930.12,+80.82%,749.06,-19.47%,611.22,-18.40%,779.01,+27.45%,677.73,-13.00%,651.02,-3.94%,689.61,+5.93%,579.85,-15.92%
499,Cardiomyopathy and myocarditis,Kerala,Male,666.94,,535.09,-19.77%,407.05,-23.93%,767.94,+88.66%,501.08,-34.75%,509.40,+1.66%,367.75,-27.81%,324.24,-11.83%,417.04,+28.62%,476.83,+14.33%,237.02,-50.29%
499,Cardiomyopathy and myocarditis,Kerala,Female,-10.81,,-56.67,+424.14%,-104.64,+84.64%,6.47,-106.19%,-82.10,-1368.06%,-64.22,-21.78%,-91.11,+41.87%,-82.50,-9.45%,-64.17,-22.22%,-54.41,-15.21%,-145.37,+167.18%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Male,7.50K,,8.35K,+11.31%,8.24K,-1.29%,8.47K,+2.81%,8.73K,+3.10%,8.71K,-0.29%,9.65K,+10.86%,8.58K,-11.13%,9.80K,+14.22%,9.88K,+0.86%,8.18K,-17.21%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Female,2.01K,,2.46K,+22.39%,2.43K,-1.38%,2.51K,+3.36%,2.70K,+7.47%,2.87K,+6.29%,3.39K,+18.26%,2.95K,-13.07%,3.03K,+2.65%,3.49K,+15.37%,2.71K,-22.45%
499,Cardiomyopathy and myocarditis,Maharashtra,Male,6.09K,,6.10K,+0.07%,5.46K,-10.41%,6.72K,+23.08%,6.03K,-10.40%,6.99K,+16.02%,6.54K,-6.47%,4.59K,-29.78%,4.48K,-2.52%,5.85K,+30.70%,4.85K,-17.13%
499,Cardiomyopathy and myocarditis,Maharashtra,Female,1.39K,,1.51K,+8.70%,1.31K,-13.64%,1.76K,+34.60%,1.29K,-26.46%,1.26K,-2.91%,1.30K,+3.34%,820.71,-36.82%,646.60,-21.21%,1.19K,+83.67%,882.57,-25.69%
499,Cardiomyopathy and myocarditis,Manipur,Male,148.70,,149.63,+0.63%,153.78,+2.77%,165.48,+7.61%,175.74,+6.20%,184.79,+5.15%,188.89,+2.22%,192.06,+1.68%,271.66,+41.44%,204.94,-24.56%,215.19,+5.00%
499,Cardiomyopathy and myocarditis,Manipur,Female,31.18,,33.94,+8.86%,36.14,+6.49%,38.96,+7.78%,42.19,+8.30%,46.67,+10.61%,49.80,+6.72%,50.72,+1.84%,67.73,+33.55%,52.93,-21.86%,56.08,+5.96%
499,Cardiomyopathy and myocarditis,Meghalaya,Male,151.10,,149.07,-1.34%,145.19,-2.61%,157.80,+8.68%,164.61,+4.32%,180.78,+9.82%,181.14,+0.20%,188.69,+4.17%,288.36,+52.82%,206.47,-28.40%,215.05,+4.15%
499,Cardiomyopathy and myocarditis,Meghalaya,Female,32.09,,33.14,+3.28%,31.94,-3.64%,36.33,+13.74%,39.94,+9.95%,48.65,+21.82%,50.95,+4.72%,53.55,+5.10%,77.04,+43.86%,57.91,-24.83%,60.53,+4.54%
499,Cardiomyopathy and myocarditis,Mizoram,Male,39.66,,36.75,-7.33%,36.43,-0.87%,42.64,+17.03%,43.75,+2.62%,45.09,+3.05%,46.35,+2.79%,46.65,+0.66%,62.06,+33.03%,48.24,-22.26%,50.11,+3.88%
499,Cardiomyopathy and myocarditis,Mizoram,Female,8.11,,7.86,-3.05%,7.91,+0.69%,9.61,+21.44%,10.11,+5.14%,11.38,+12.57%,12.22,+7.40%,13.06,+6.92%,16.76,+28.30%,12.62,-24.68%,12.58,-0.34%
499,Cardiomyopathy and myocarditis,Nagaland,Male,66.87,,63.97,-4.33%,63.31,-1.03%,64.55,+1.95%,65.16,+0.95%,69.74,+7.04%,68.37,-1.97%,71.48,+4.55%,103.63,+44.97%,73.00,-29.56%,73.24,+0.33%
499,Cardiomyopathy and myocarditis,Nagaland,Female,14.33,,14.56,+1.64%,14.88,+2.16%,15.24,+2.47%,15.74,+3.25%,18.31,+16.33%,18.72,+2.27%,19.95,+6.54%,26.56,+33.15%,19.67,-25.96%,19.95,+1.43%
499,Cardiomyopathy and myocarditis,Odisha,Male,2.42K,,2.35K,-3.12%,1.89K,-19.51%,2.30K,+21.78%,2.40K,+4.42%,2.13K,-11.43%,2.36K,+10.90%,1.90K,-19.24%,2.14K,+12.17%,2.34K,+9.55%,2.25K,-4.00%
499,Cardiomyopathy and myocarditis,Odisha,Female,608.86,,652.86,+7.23%,494.68,-24.23%,677.97,+37.05%,745.27,+9.93%,662.53,-11.10%,818.08,+23.48%,577.86,-29.36%,530.54,-8.19%,815.66,+53.74%,751.71,-7.84%
499,Cardiomyopathy and myocarditis,Other Union Territories,Male,155.52,,183.10,+17.74%,164.04,-10.41%,176.57,+7.64%,192.72,+9.15%,181.41,-5.87%,204.66,+12.82%,214.12,+4.62%,233.63,+9.11%,229.93,-1.58%,179.66,-21.86%
499,Cardiomyopathy and myocarditis,Other Union Territories,Female,33.50,,45.88,+36.96%,39.73,-13.42%,43.78,+10.21%,49.93,+14.04%,46.39,-7.08%,56.73,+22.30%,59.18,+4.31%,58.34,-1.42%,65.21,+11.79%,43.12,-33.88%
499,Cardiomyopathy and myocarditis,Punjab,Male,4.53K,,4.81K,+6.08%,4.25K,-11.67%,4.82K,+13.63%,5.25K,+8.85%,5.01K,-4.62%,5.55K,+10.83%,5.74K,+3.46%,6.01K,+4.60%,5.83K,-2.97%,4.90K,-15.89%
499,Cardiomyopathy and myocarditis,Punjab,Female,1.57K,,1.86K,+18.09%,1.70K,-8.55%,1.99K,+17.26%,2.20K,+10.58%,2.15K,-2.26%,2.54K,+17.76%,2.60K,+2.54%,2.49K,-4.26%,2.76K,+10.67%,2.32K,-15.80%
499,Cardiomyopathy and myocarditis,Rajasthan,Male,8.53K,,9.81K,+14.94%,10.18K,+3.78%,10.17K,-0.11%,11.27K,+10.84%,10.85K,-3.71%,12.05K,+11.01%,11.76K,-2.41%,11.47K,-2.46%,12.57K,+9.64%,10.09K,-19.77%
499,Cardiomyopathy and myocarditis,Rajasthan,Female,2.05K,,2.61K,+27.42%,2.78K,+6.42%,2.73K,-1.73%,3.05K,+11.88%,3.01K,-1.39%,3.48K,+15.54%,3.36K,-3.36%,3.03K,-9.80%,3.50K,+15.53%,2.72K,-22.26%
499,Cardiomyopathy and myocarditis,Sikkim,Male,34.78,,35.38,+1.72%,35.03,-0.98%,33.03,-5.70%,31.62,-4.27%,31.54,-0.27%,27.89,-11.57%,27.10,-2.83%,30.88,+13.94%,28.79,-6.75%,32.10,+11.50%
499,Cardiomyopathy and myocarditis,Sikkim,Female,8.60,,9.25,+7.58%,9.23,-0.28%,8.36,-9.40%,8.12,-2.88%,8.72,+7.36%,7.98,-8.51%,8.55,+7.24%,10.15,+18.70%,8.40,-17.25%,9.68,+15.15%
499,Cardiomyopathy and myocarditis,Tamil Nadu,Male,1.82K,,2.61K,+43.08%,1.32K,-49.49%,1.67K,+26.83%,2.06K,+23.21%,1.47K,-28.82%,2.46K,+67.47%,1.39K,-43.22%,1.41K,+1.06%,806.94,-42.75%,1.14K,+41.38%
499,Cardiomyopathy and myocarditis,Tamil Nadu,Female,72.91,,337.12,+362.41%,-193.22,-157.31%,-107.00,-44.62%,-2.37,-97.79%,-191.04,+7974.97%,164.22,-185.96%,-210.01,-227.89%,-266.89,+27.08%,-341.89,+28.10%,-265.60,-22.31%
499,Cardiomyopathy and myocarditis,Telangana,Male,3.63K,,3.25K,-10.54%,2.66K,-18.28%,4.06K,+53.02%,3.91K,-3.72%,3.72K,-4.94%,5.09K,+36.78%,3.75K,-26.25%,3.40K,-9.40%,4.36K,+28.26%,3.59K,-17.59%
499,Cardiomyopathy and myocarditis,Telangana,Female,998.78,,905.97,-9.29%,649.57,-28.30%,1.19K,+82.54%,1.06K,-10.22%,946.98,-11.04%,1.40K,+47.38%,794.32,-43.09%,491.29,-38.15%,1.11K,+125.42%,819.97,-25.96%
499,Cardiomyopathy and myocarditis,Tripura,Male,323.71,,285.71,-11.74%,269.59,-5.64%,327.21,+21.37%,326.05,-0.35%,340.10,+4.31%,379.59,+11.61%,373.10,-1.71%,412.36,+10.52%,396.02,-3.96%,417.68,+5.47%
499,Cardiomyopathy and myocarditis,Tripura,Female,84.88,,74.60,-12.11%,70.22,-5.87%,93.12,+32.60%,94.23,+1.19%,102.96,+9.26%,123.91,+20.35%,119.86,-3.27%,123.37,+2.92%,126.06,+2.18%,133.69,+6.06%
499,Cardiomyopathy and myocarditis,Uttar Pradesh,Male,26.46K,,29.89K,+12.97%,27.23K,-8.89%,25.87K,-5.01%,26.08K,+0.84%,24.96K,-4.32%,25.38K,+1.71%,21.09K,-16.92%,22.38K,+6.11%,26.81K,+19.83%,23.78K,-11.33%
499,Cardiomyopathy and myocarditis,Uttar Pradesh,Female,7.64K,,10.14K,+32.62%,9.76K,-3.69%,9.34K,-4.29%,9.99K,+6.93%,10.00K,+0.05%,10.68K,+6.79%,8.66K,-18.86%,7.29K,-15.81%,11.77K,+61.39%,10.13K,-13.94%
499,Cardiomyopathy and myocarditis,Uttarakhand,Male,1.19K,,1.33K,+11.24%,1.30K,-2.07%,1.28K,-1.75%,1.36K,+6.03%,1.35K,-0.10%,1.46K,+7.79%,1.39K,-4.97%,1.44K,+3.60%,1.55K,+7.96%,1.38K,-11.24%
499,Cardiomyopathy and myocarditis,Uttarakhand,Female,350.03,,435.68,+24.47%,419.25,-3.77%,392.85,-6.30%,428.81,+9.15%,445.22,+3.83%,507.14,+13.91%,453.46,-10.58%,414.26,-8.65%,527.11,+27.24%,451.78,-14.29%
499,Cardiomyopathy and myocarditis,West Bengal,Male,7.13K,,8.16K,+14.55%,6.82K,-16.44%,7.29K,+6.84%,7.38K,+1.32%,7.13K,-3.46%,7.72K,+8.30%,7.84K,+1.54%,9.10K,+16.12%,8.33K,-8.50%,8.80K,+5.69%
499,Cardiomyopathy and myocarditis,West Bengal,Female,1.68K,,2.22K,+32.09%,1.83K,-17.55%,1.99K,+8.70%,2.01K,+1.00%,1.92K,-4.61%,2.17K,+12.75%,2.22K,+2.56%,2.41K,+8.67%,2.35K,-2.56%,2.50K,+6.25%
500,Atrial fibrillation and flutter,Andhra Pradesh,Male,3.53K,,3.56K,+1.06%,3.69K,+3.47%,3.90K,+5.76%,4.08K,+4.49%,4.12K,+1.01%,4.14K,+0.60%,4.32K,+4.21%,4.75K,+9.99%,4.40K,-7.38%,4.50K,+2.39%
500,Atrial fibrillation and flutter,Andhra Pradesh,Female,2.81K,,2.97K,+5.67%,3.14K,+5.72%,3.28K,+4.44%,3.41K,+4.01%,3.48K,+1.94%,3.54K,+1.82%,3.72K,+5.06%,3.86K,+3.56%,3.93K,+1.99%,4.05K,+3.04%
500,Atrial fibrillation and flutter,Arunachal Pradesh,Male,59.62,,60.89,+2.13%,63.15,+3.70%,67.07,+6.22%,70.04,+4.43%,72.08,+2.91%,74.38,+3.20%,78.17,+5.09%,86.91,+11.19%,86.24,-0.77%,90.82,+5.31%
500,Atrial fibrillation and flutter,Arunachal Pradesh,Female,29.43,,30.52,+3.71%,31.95,+4.68%,33.30,+4.23%,34.18,+2.65%,35.54,+3.97%,37.01,+4.15%,39.26,+6.08%,43.72,+11.34%,44.66,+2.16%,47.38,+6.09%
500,Atrial fibrillation and flutter,Assam,Male,1.52K,,1.51K,-0.45%,1.54K,+1.72%,1.60K,+3.82%,1.66K,+3.74%,1.69K,+1.64%,1.73K,+2.48%,1.77K,+2.72%,1.98K,+11.67%,1.92K,-3.29%,2.00K,+4.09%
500,Atrial fibrillation and flutter,Assam,Female,919.33,,944.63,+2.75%,982.46,+4.00%,1.03K,+5.34%,1.08K,+4.28%,1.11K,+2.58%,1.14K,+2.61%,1.16K,+1.76%,1.20K,+3.76%,1.33K,+10.57%,1.40K,+5.34%
500,Atrial fibrillation and flutter,Bihar,Male,4.20K,,4.16K,-1.02%,4.20K,+1.03%,4.34K,+3.40%,4.46K,+2.66%,4.51K,+1.20%,4.59K,+1.69%,4.70K,+2.31%,5.24K,+11.57%,4.90K,-6.48%,5.10K,+4.14%
500,Atrial fibrillation and flutter,Bihar,Female,3.08K,,3.22K,+4.66%,3.36K,+4.08%,3.50K,+4.19%,3.62K,+3.53%,3.74K,+3.18%,3.85K,+3.14%,3.97K,+3.16%,4.11K,+3.29%,4.21K,+2.67%,4.37K,+3.64%
500,Atrial fibrillation and flutter,Chhattisgarh,Male,1.27K,,1.29K,+1.19%,1.34K,+4.31%,1.44K,+7.32%,1.53K,+5.98%,1.56K,+2.57%,1.62K,+3.63%,1.71K,+5.34%,2.00K,+16.97%,1.81K,-9.28%,1.89K,+4.19%
500,Atrial fibrillation and flutter,Chhattisgarh,Female,867.20,,913.20,+5.30%,983.47,+7.69%,1.07K,+8.82%,1.15K,+7.56%,1.22K,+6.12%,1.30K,+6.21%,1.38K,+6.38%,1.62K,+17.09%,1.50K,-7.01%,1.57K,+4.63%
500,Atrial fibrillation and flutter,Delhi,Male,876.89,,899.39,+2.57%,940.84,+4.61%,990.33,+5.26%,1.03K,+4.37%,1.07K,+3.09%,1.11K,+4.58%,1.30K,+16.73%,1.42K,+9.24%,1.27K,-10.73%,1.33K,+4.86%
500,Atrial fibrillation and flutter,Delhi,Female,542.45,,582.77,+7.43%,619.83,+6.36%,662.68,+6.91%,707.62,+6.78%,742.66,+4.95%,788.65,+6.19%,942.37,+19.49%,1.02K,+8.51%,955.98,-6.52%,1.01K,+5.82%
500,Atrial fibrillation and flutter,Goa,Male,116.75,,118.85,+1.80%,123.00,+3.49%,127.76,+3.87%,131.42,+2.87%,133.54,+1.61%,135.02,+1.11%,139.86,+3.58%,158.03,+13.00%,147.15,-6.89%,151.35,+2.86%
500,Atrial fibrillation and flutter,Goa,Female,80.03,,84.37,+5.41%,88.50,+4.90%,92.60,+4.63%,95.49,+3.13%,98.59,+3.24%,101.72,+3.17%,106.02,+4.23%,114.95,+8.42%,115.60,+0.56%,120.57,+4.31%
500,Atrial fibrillation and flutter,Gujarat,Male,3.19K,,3.29K,+3.10%,3.45K,+4.98%,3.66K,+6.02%,3.85K,+5.04%,3.94K,+2.38%,4.06K,+3.05%,4.33K,+6.63%,5.24K,+21.03%,4.41K,-15.82%,4.60K,+4.26%
500,Atrial fibrillation and flutter,Gujarat,Female,2.20K,,2.32K,+5.15%,2.43K,+4.76%,2.56K,+5.32%,2.68K,+4.73%,2.77K,+3.31%,2.88K,+4.08%,3.12K,+8.39%,3.77K,+20.71%,3.31K,-12.18%,3.49K,+5.30%
500,Atrial fibrillation and flutter,Haryana,Male,1.51K,,1.58K,+4.14%,1.67K,+6.17%,1.81K,+8.34%,1.92K,+6.05%,2.00K,+4.13%,2.07K,+3.44%,2.22K,+7.20%,2.44K,+10.14%,2.22K,-8.98%,2.30K,+3.47%
500,Atrial fibrillation and flutter,Haryana,Female,986.95,,1.05K,+6.13%,1.10K,+4.87%,1.15K,+4.46%,1.18K,+2.59%,1.22K,+3.28%,1.27K,+4.38%,1.36K,+6.85%,1.46K,+7.75%,1.40K,-3.87%,1.48K,+5.12%
500,Atrial fibrillation and flutter,Himachal Pradesh,Male,513.34,,509.83,-0.68%,522.83,+2.55%,546.58,+4.54%,578.21,+5.79%,608.05,+5.16%,627.41,+3.19%,644.09,+2.66%,702.60,+9.08%,719.99,+2.48%,755.12,+4.88%
500,Atrial fibrillation and flutter,Himachal Pradesh,Female,298.48,,302.07,+1.20%,311.43,+3.10%,321.49,+3.23%,336.86,+4.78%,355.94,+5.66%,376.95,+5.90%,399.92,+6.10%,447.56,+11.91%,452.76,+1.16%,476.04,+5.14%
500,Atrial fibrillation and flutter,Jammu & Kashmir and Ladakh,Male,641.20,,660.85,+3.06%,700.30,+5.97%,748.30,+6.85%,790.07,+5.58%,817.26,+3.44%,840.71,+2.87%,853.29,+1.50%,897.06,+5.13%,949.54,+5.85%,983.39,+3.57%
500,Atrial fibrillation and flutter,Jammu & Kashmir and Ladakh,Female,375.79,,392.04,+4.32%,416.48,+6.23%,441.01,+5.89%,465.59,+5.57%,491.29,+5.52%,521.16,+6.08%,562.88,+8.01%,642.83,+14.20%,609.69,-5.16%,643.08,+5.48%
500,Atrial fibrillation and flutter,Jharkhand,Male,1.37K,,1.41K,+3.35%,1.43K,+1.48%,1.58K,+10.13%,1.68K,+6.73%,1.75K,+4.09%,1.81K,+3.49%,1.90K,+4.48%,2.14K,+13.07%,1.99K,-7.30%,2.08K,+4.74%
500,Atrial fibrillation and flutter,Jharkhand,Female,960.44,,967.76,+0.76%,1.02K,+5.75%,1.09K,+6.26%,1.15K,+5.87%,1.20K,+4.00%,1.24K,+3.86%,1.29K,+3.53%,1.34K,+3.73%,1.41K,+5.52%,1.48K,+4.84%
500,Atrial fibrillation and flutter,Karnataka,Male,3.47K,,3.51K,+1.06%,3.59K,+2.21%,3.72K,+3.78%,3.83K,+2.78%,3.88K,+1.49%,3.93K,+1.12%,4.18K,+6.51%,4.63K,+10.56%,4.22K,-8.72%,4.36K,+3.27%
500,Atrial fibrillation and flutter,Karnataka,Female,2.66K,,2.79K,+5.13%,2.92K,+4.57%,3.03K,+3.51%,3.07K,+1.56%,3.13K,+1.77%,3.18K,+1.80%,3.33K,+4.58%,3.65K,+9.57%,3.52K,-3.41%,3.67K,+4.30%
500,Atrial fibrillation and flutter,Kerala,Male,2.86K,,2.93K,+2.46%,3.03K,+3.47%,3.18K,+4.95%,3.32K,+4.40%,3.34K,+0.59%,3.35K,+0.18%,3.26K,-2.51%,3.44K,+5.57%,3.50K,+1.66%,3.58K,+2.21%
500,Atrial fibrillation and flutter,Kerala,Female,2.13K,,2.18K,+2.09%,2.29K,+5.26%,2.42K,+5.89%,2.54K,+4.77%,2.61K,+2.83%,2.67K,+2.06%,2.68K,+0.60%,2.82K,+5.05%,3.04K,+7.92%,3.19K,+5.07%
500,Atrial fibrillation and flutter,Madhya Pradesh,Male,3.14K,,3.16K,+0.56%,3.24K,+2.77%,3.38K,+4.16%,3.48K,+3.04%,3.55K,+2.00%,3.64K,+2.43%,3.82K,+5.10%,4.26K,+11.48%,3.99K,-6.27%,4.20K,+5.23%
500,Atrial fibrillation and flutter,Madhya Pradesh,Female,2.07K,,2.16K,+3.96%,2.22K,+2.81%,2.30K,+3.99%,2.41K,+4.52%,2.48K,+3.14%,2.60K,+4.52%,2.77K,+6.73%,3.06K,+10.41%,2.95K,-3.72%,3.11K,+5.61%
500,Atrial fibrillation and flutter,Maharashtra,Male,6.12K,,6.18K,+0.89%,6.21K,+0.57%,6.30K,+1.41%,6.51K,+3.33%,7.12K,+9.34%,6.60K,-7.34%,6.48K,-1.72%,7.13K,+10.05%,6.99K,-2.00%,7.35K,+5.06%
500,Atrial fibrillation and flutter,Maharashtra,Female,4.05K,,4.23K,+4.45%,4.33K,+2.39%,4.43K,+2.48%,4.51K,+1.70%,4.71K,+4.40%,4.61K,-2.14%,4.60K,-0.15%,5.00K,+8.69%,5.04K,+0.81%,5.29K,+5.03%
500,Atrial fibrillation and flutter,Manipur,Male,154.14,,159.96,+3.78%,168.64,+5.43%,181.08,+7.38%,191.90,+5.97%,200.35,+4.41%,207.90,+3.77%,217.93,+4.82%,264.46,+21.36%,242.45,-8.32%,255.36,+5.33%
500,Atrial fibrillation and flutter,Manipur,Female,89.76,,94.64,+5.43%,100.79,+6.49%,106.78,+5.94%,112.65,+5.51%,118.68,+5.35%,126.01,+6.18%,134.73,+6.92%,165.36,+22.74%,156.69,-5.25%,166.56,+6.30%
500,Atrial fibrillation and flutter,Meghalaya,Male,123.77,,125.97,+1.78%,130.44,+3.55%,139.40,+6.87%,147.31,+5.68%,152.31,+3.39%,156.72,+2.89%,163.58,+4.38%,205.22,+25.45%,179.57,-12.50%,188.73,+5.10%
500,Atrial fibrillation and flutter,Meghalaya,Female,65.19,,68.37,+4.87%,71.63,+4.77%,77.54,+8.26%,82.22,+6.03%,86.70,+5.46%,91.39,+5.41%,97.44,+6.62%,120.98,+24.15%,111.24,-8.04%,118.69,+6.69%
500,Atrial fibrillation and flutter,Mizoram,Male,45.59,,45.77,+0.39%,47.21,+3.16%,50.67,+7.33%,52.28,+3.17%,53.06,+1.49%,54.17,+2.10%,55.99,+3.35%,62.97,+12.46%,60.36,-4.14%,62.48,+3.52%
500,Atrial fibrillation and flutter,Mizoram,Female,26.38,,27.37,+3.76%,28.64,+4.62%,30.50,+6.50%,31.32,+2.70%,32.19,+2.77%,33.24,+3.25%,35.64,+7.22%,40.80,+14.48%,39.82,-2.40%,41.54,+4.33%
500,Atrial fibrillation and flutter,Nagaland,Male,81.41,,81.17,-0.30%,82.23,+1.31%,84.39,+2.62%,86.50,+2.50%,87.28,+0.91%,88.08,+0.91%,90.32,+2.54%,108.17,+19.77%,96.12,-11.14%,98.73,+2.71%
500,Atrial fibrillation and flutter,Nagaland,Female,42.16,,43.61,+3.44%,45.18,+3.60%,46.73,+3.43%,48.12,+2.98%,49.74,+3.36%,51.57,+3.69%,54.06,+4.84%,63.75,+17.91%,60.07,-5.76%,62.70,+4.37%
500,Atrial fibrillation and flutter,Odisha,Male,2.04K,,2.00K,-2.24%,2.01K,+0.89%,2.10K,+4.21%,2.17K,+3.28%,2.19K,+1.22%,2.23K,+1.69%,2.29K,+2.68%,2.48K,+8.09%,2.43K,-1.82%,2.52K,+3.56%
500,Atrial fibrillation and flutter,Odisha,Female,1.42K,,1.43K,+0.47%,1.47K,+2.96%,1.55K,+5.28%,1.60K,+3.30%,1.65K,+3.07%,1.70K,+3.29%,1.78K,+4.55%,1.87K,+4.75%,1.95K,+4.33%,2.05K,+5.23%
500,Atrial fibrillation and flutter,Other Union Territories,Male,170.00,,175.93,+3.49%,187.10,+6.34%,201.84,+7.88%,214.90,+6.47%,224.54,+4.49%,234.03,+4.22%,253.65,+8.39%,286.73,+13.04%,266.67,-7.00%,277.49,+4.06%
500,Atrial fibrillation and flutter,Other Union Territories,Female,116.19,,125.48,+7.99%,134.89,+7.50%,146.93,+8.93%,156.70,+6.65%,165.67,+5.73%,176.53,+6.55%,196.54,+11.34%,226.21,+15.10%,212.46,-6.08%,222.81,+4.87%
