Cause ID,Cause Name,State,Gender,2013 YLDs,2013 YLDs YoY %,2014 YLDs,2014 YLDs YoY %,2015 YLDs,2015 YLDs YoY %,2016 YLDs,2016 YLDs YoY %,2017 YLDs,2017 YLDs YoY %,2018 YLDs,2018 YLDs YoY %,2019 YLDs,2019 YLDs YoY %,2020 YLDs,2020 YLDs YoY %,2021 YLDs,2021 YLDs YoY %,2022 YLDs,2022 YLDs YoY %,2023 YLDs,2023 YLDs YoY %
494,Stroke,Jharkhand,Female,23.76K,,24.71K,+4.00%,25.41K,+2.84%,26.18K,+3.03%,26.89K,+2.69%,27.49K,+2.24%,28.26K,+2.80%,28.94K,+2.41%,29.77K,+2.85%,30.74K,+3.27%,31.40K,+2.17%
494,Stroke,Karnataka,Male,65.25K,,65.59K,+0.53%,66.25K,+1.00%,66.76K,+0.77%,67.43K,+1.00%,68.09K,+0.98%,69.05K,+1.42%,69.72K,+0.97%,70.24K,+0.74%,71.07K,+1.19%,72.14K,+1.50%
494,Stroke,Karnataka,Female,41.49K,,42.18K,+1.66%,42.79K,+1.46%,43.41K,+1.45%,44.03K,+1.41%,44.46K,+0.99%,45.28K,+1.84%,45.95K,+1.48%,47.21K,+2.73%,48.86K,+3.50%,49.77K,+1.87%
494,Stroke,Kerala,Male,58.74K,,59.78K,+1.77%,60.68K,+1.51%,61.62K,+1.55%,62.20K,+0.94%,62.76K,+0.90%,63.04K,+0.44%,63.47K,+0.67%,63.84K,+0.59%,64.73K,+1.38%,64.48K,-0.38%
494,Stroke,Kerala,Female,41.01K,,42.16K,+2.79%,43.10K,+2.22%,43.94K,+1.95%,44.55K,+1.40%,45.07K,+1.18%,45.94K,+1.91%,46.70K,+1.67%,48.24K,+3.30%,49.69K,+2.99%,50.48K,+1.59%
494,Stroke,Madhya Pradesh,Male,70.01K,,71.04K,+1.47%,72.40K,+1.91%,74.21K,+2.50%,75.71K,+2.02%,77.45K,+2.30%,79.58K,+2.75%,82.23K,+3.33%,84.03K,+2.19%,86.39K,+2.80%,89.28K,+3.34%
494,Stroke,Madhya Pradesh,Female,47.46K,,48.76K,+2.75%,50.10K,+2.74%,51.42K,+2.63%,52.54K,+2.18%,54.02K,+2.83%,55.55K,+2.82%,57.41K,+3.36%,59.52K,+3.66%,61.78K,+3.79%,64.21K,+3.94%
494,Stroke,Maharashtra,Male,134.38K,,136.78K,+1.78%,140.01K,+2.36%,142.16K,+1.54%,145.41K,+2.28%,148.16K,+1.89%,151.49K,+2.25%,154.62K,+2.07%,158.71K,+2.64%,162.77K,+2.56%,167.28K,+2.77%
494,Stroke,Maharashtra,Female,82.75K,,86.86K,+4.96%,89.65K,+3.21%,91.85K,+2.46%,94.25K,+2.61%,96.65K,+2.55%,99.13K,+2.56%,101.92K,+2.82%,107.07K,+5.05%,112.29K,+4.87%,115.86K,+3.18%
494,Stroke,Manipur,Male,3.63K,,3.74K,+3.17%,3.88K,+3.66%,4.01K,+3.22%,4.14K,+3.27%,4.29K,+3.71%,4.42K,+3.10%,4.55K,+2.91%,4.61K,+1.38%,4.70K,+1.85%,4.87K,+3.59%
494,Stroke,Manipur,Female,2.29K,,2.40K,+4.39%,2.49K,+4.00%,2.56K,+2.91%,2.63K,+2.70%,2.72K,+3.15%,2.80K,+3.14%,2.89K,+3.17%,3.00K,+3.67%,3.11K,+3.95%,3.24K,+4.10%
494,Stroke,Meghalaya,Male,2.28K,,2.34K,+2.52%,2.40K,+2.92%,2.49K,+3.55%,2.55K,+2.64%,2.62K,+2.73%,2.70K,+2.93%,2.77K,+2.66%,2.84K,+2.36%,2.89K,+1.74%,2.99K,+3.52%
494,Stroke,Meghalaya,Female,1.60K,,1.67K,+4.33%,1.72K,+3.07%,1.77K,+3.25%,1.83K,+3.04%,1.88K,+2.74%,1.94K,+3.06%,1.99K,+3.06%,2.07K,+3.79%,2.15K,+3.93%,2.24K,+4.27%
494,Stroke,Mizoram,Male,880.84,,907.51,+3.03%,932.47,+2.75%,956.89,+2.62%,980.43,+2.46%,1.01K,+2.74%,1.03K,+2.74%,1.06K,+2.87%,1.09K,+1.98%,1.11K,+1.92%,1.14K,+3.16%
494,Stroke,Mizoram,Female,639.37,,660.79,+3.35%,679.73,+2.87%,693.79,+2.07%,708.38,+2.10%,728.10,+2.78%,748.20,+2.76%,773.02,+3.32%,806.72,+4.36%,836.77,+3.72%,873.44,+4.38%
494,Stroke,Nagaland,Male,2.29K,,2.29K,-0.32%,2.28K,-0.45%,2.28K,+0.19%,2.29K,+0.42%,2.29K,-0.04%,2.30K,+0.57%,2.31K,+0.15%,2.29K,-0.52%,2.30K,+0.32%,2.35K,+1.97%
494,Stroke,Nagaland,Female,1.13K,,1.13K,-0.48%,1.12K,-0.21%,1.12K,-0.08%,1.12K,-0.61%,1.12K,+0.69%,1.12K,+0.03%,1.13K,+0.17%,1.15K,+1.91%,1.17K,+2.05%,1.19K,+1.24%
494,Stroke,Odisha,Male,52.45K,,53.29K,+1.59%,54.26K,+1.82%,55.49K,+2.26%,56.64K,+2.08%,57.84K,+2.11%,59.18K,+2.32%,60.48K,+2.19%,61.02K,+0.90%,61.48K,+0.76%,63.19K,+2.78%
494,Stroke,Odisha,Female,35.20K,,36.13K,+2.67%,36.75K,+1.70%,37.51K,+2.08%,38.29K,+2.07%,39.09K,+2.07%,40.05K,+2.47%,40.96K,+2.27%,42.04K,+2.64%,43.10K,+2.52%,44.60K,+3.48%
494,Stroke,Other Union Territories,Male,2.65K,,2.71K,+2.29%,2.80K,+3.14%,2.89K,+3.11%,2.99K,+3.48%,3.08K,+3.01%,3.18K,+3.28%,3.28K,+3.11%,3.31K,+1.03%,3.37K,+1.77%,3.46K,+2.89%
494,Stroke,Other Union Territories,Female,1.87K,,1.95K,+4.15%,2.03K,+3.82%,2.10K,+3.59%,2.17K,+3.35%,2.24K,+3.36%,2.32K,+3.48%,2.40K,+3.37%,2.48K,+3.29%,2.59K,+4.40%,2.65K,+2.53%
494,Stroke,Punjab,Male,28.59K,,29.08K,+1.70%,29.74K,+2.28%,30.31K,+1.93%,30.81K,+1.64%,31.41K,+1.94%,31.87K,+1.48%,32.34K,+1.47%,32.39K,+0.17%,32.51K,+0.36%,32.91K,+1.24%
494,Stroke,Punjab,Female,19.63K,,20.21K,+2.96%,20.76K,+2.71%,21.21K,+2.15%,21.57K,+1.70%,22.08K,+2.35%,22.60K,+2.37%,23.05K,+2.01%,23.43K,+1.63%,23.97K,+2.30%,24.49K,+2.19%
494,Stroke,Rajasthan,Male,53.32K,,54.47K,+2.16%,55.55K,+1.98%,56.69K,+2.04%,58.12K,+2.53%,59.74K,+2.78%,61.36K,+2.72%,62.91K,+2.52%,64.33K,+2.26%,65.70K,+2.13%,67.55K,+2.82%
494,Stroke,Rajasthan,Female,37.32K,,38.59K,+3.40%,39.70K,+2.88%,40.58K,+2.20%,41.65K,+2.64%,42.76K,+2.68%,44.05K,+3.01%,45.38K,+3.00%,47.51K,+4.70%,49.55K,+4.29%,51.05K,+3.03%
494,Stroke,Sikkim,Male,615.74,,628.91,+2.14%,643.58,+2.33%,657.84,+2.22%,674.17,+2.48%,689.47,+2.27%,706.55,+2.48%,721.46,+2.11%,729.62,+1.13%,740.94,+1.55%,765.47,+3.31%
494,Stroke,Sikkim,Female,372.25,,387.14,+4.00%,399.46,+3.18%,413.37,+3.48%,427.02,+3.30%,440.99,+3.27%,454.81,+3.14%,470.54,+3.46%,490.18,+4.17%,510.67,+4.18%,534.13,+4.59%
494,Stroke,Tamil Nadu,Male,84.00K,,86.22K,+2.65%,88.46K,+2.59%,90.74K,+2.58%,92.43K,+1.87%,94.82K,+2.59%,96.75K,+2.03%,98.97K,+2.30%,100.96K,+2.01%,103.87K,+2.88%,104.80K,+0.89%
494,Stroke,Tamil Nadu,Female,60.97K,,63.38K,+3.95%,65.28K,+3.00%,66.84K,+2.39%,68.54K,+2.54%,70.61K,+3.02%,72.62K,+2.84%,74.43K,+2.50%,77.80K,+4.52%,81.57K,+4.84%,82.93K,+1.67%
494,Stroke,Telangana,Male,31.25K,,31.56K,+0.98%,31.79K,+0.72%,32.09K,+0.94%,32.40K,+0.96%,32.67K,+0.84%,32.80K,+0.39%,33.14K,+1.04%,33.09K,-0.16%,33.47K,+1.15%,33.62K,+0.44%
494,Stroke,Telangana,Female,20.65K,,21.02K,+1.81%,21.37K,+1.65%,21.58K,+0.99%,21.73K,+0.69%,22.13K,+1.86%,22.44K,+1.37%,22.75K,+1.42%,23.29K,+2.36%,23.90K,+2.62%,24.26K,+1.52%
494,Stroke,Tripura,Male,6.09K,,6.17K,+1.30%,6.25K,+1.36%,6.39K,+2.24%,6.53K,+2.11%,6.68K,+2.28%,6.78K,+1.58%,6.91K,+1.80%,6.95K,+0.64%,7.00K,+0.68%,7.20K,+2.85%
494,Stroke,Tripura,Female,3.67K,,3.78K,+2.82%,3.86K,+2.19%,3.94K,+2.02%,4.00K,+1.68%,4.07K,+1.74%,4.15K,+1.97%,4.24K,+2.09%,4.34K,+2.45%,4.50K,+3.50%,4.63K,+3.00%
494,Stroke,Uttar Pradesh,Male,189.49K,,197.29K,+4.12%,203.74K,+3.27%,209.45K,+2.80%,215.66K,+2.97%,221.75K,+2.82%,228.71K,+3.14%,235.64K,+3.03%,246.02K,+4.41%,256.05K,+4.08%,263.41K,+2.87%
494,Stroke,Uttar Pradesh,Female,159.85K,,169.88K,+6.27%,176.70K,+4.02%,181.86K,+2.92%,186.28K,+2.43%,192.44K,+3.31%,198.49K,+3.14%,205.01K,+3.28%,215.89K,+5.31%,228.12K,+5.66%,233.85K,+2.51%
494,Stroke,Uttarakhand,Male,12.37K,,12.61K,+1.95%,12.85K,+1.89%,13.21K,+2.84%,13.47K,+1.99%,13.79K,+2.37%,14.16K,+2.67%,14.40K,+1.68%,14.59K,+1.34%,14.82K,+1.55%,15.23K,+2.81%
494,Stroke,Uttarakhand,Female,7.23K,,7.48K,+3.43%,7.70K,+2.91%,7.88K,+2.39%,8.10K,+2.80%,8.29K,+2.24%,8.53K,+2.98%,8.75K,+2.57%,9.05K,+3.35%,9.33K,+3.15%,9.65K,+3.44%
494,Stroke,West Bengal,Male,159.00K,,161.19K,+1.38%,164.19K,+1.86%,168.18K,+2.43%,171.18K,+1.79%,175.08K,+2.28%,178.00K,+1.67%,181.09K,+1.73%,181.02K,-0.04%,181.45K,+0.24%,185.11K,+2.02%
494,Stroke,West Bengal,Female,105.72K,,109.45K,+3.53%,112.57K,+2.85%,115.35K,+2.47%,117.75K,+2.08%,120.58K,+2.40%,123.41K,+2.35%,126.29K,+2.33%,130.00K,+2.94%,134.00K,+3.08%,138.11K,+3.07%
498,Hypertensive heart disease,Andhra Pradesh,Male,719.68,,723.79,+0.57%,739.61,+2.19%,757.45,+2.41%,771.99,+1.92%,789.43,+2.26%,802.03,+1.60%,819.57,+2.19%,863.03,+5.30%,890.48,+3.18%,883.71,-0.76%
498,Hypertensive heart disease,Andhra Pradesh,Female,1.56K,,1.60K,+2.51%,1.65K,+3.33%,1.71K,+3.70%,1.76K,+2.87%,1.81K,+2.90%,1.86K,+2.74%,1.90K,+2.25%,1.96K,+2.92%,2.01K,+2.27%,2.01K,+0.15%
498,Hypertensive heart disease,Arunachal Pradesh,Male,24.83,,26.15,+5.33%,26.76,+2.33%,27.98,+4.55%,29.34,+4.88%,30.40,+3.61%,31.61,+3.98%,32.99,+4.35%,34.46,+4.44%,35.69,+3.58%,36.77,+3.03%
498,Hypertensive heart disease,Arunachal Pradesh,Female,34.63,,36.65,+5.83%,38.88,+6.08%,40.64,+4.53%,42.48,+4.54%,44.80,+5.46%,47.07,+5.06%,49.46,+5.09%,51.31,+3.74%,53.06,+3.40%,54.36,+2.44%
498,Hypertensive heart disease,Assam,Male,751.63,,781.39,+3.96%,798.53,+2.19%,828.46,+3.75%,861.12,+3.94%,895.24,+3.96%,918.26,+2.57%,953.75,+3.86%,990.99,+3.90%,1.01K,+1.72%,1.02K,+0.70%
498,Hypertensive heart disease,Assam,Female,857.63,,908.71,+5.96%,950.87,+4.64%,986.00,+3.69%,1.03K,+4.21%,1.07K,+4.29%,1.12K,+4.10%,1.15K,+3.17%,1.17K,+1.87%,1.21K,+2.85%,1.21K,+0.69%
498,Hypertensive heart disease,Bihar,Male,1.85K,,1.91K,+3.19%,1.97K,+2.93%,2.05K,+3.99%,2.11K,+2.97%,2.16K,+2.38%,2.24K,+4.03%,2.31K,+2.84%,2.34K,+1.26%,2.42K,+3.62%,2.41K,-0.55%
498,Hypertensive heart disease,Bihar,Female,2.66K,,2.78K,+4.71%,2.89K,+3.75%,3.05K,+5.80%,3.15K,+2.95%,3.28K,+4.28%,3.39K,+3.50%,3.48K,+2.43%,3.54K,+1.71%,3.56K,+0.75%,3.56K,-0.04%
498,Hypertensive heart disease,Chhattisgarh,Male,524.41,,550.98,+5.07%,573.94,+4.17%,593.31,+3.38%,617.41,+4.06%,642.38,+4.04%,666.46,+3.75%,690.38,+3.59%,709.97,+2.84%,733.60,+3.33%,739.43,+0.79%
498,Hypertensive heart disease,Chhattisgarh,Female,784.19,,818.22,+4.34%,850.74,+3.97%,885.81,+4.12%,930.45,+5.04%,960.40,+3.22%,998.85,+4.00%,1.03K,+2.91%,1.06K,+2.67%,1.07K,+1.32%,1.07K,+0.44%
498,Hypertensive heart disease,Delhi,Male,305.00,,318.13,+4.31%,329.27,+3.50%,344.66,+4.67%,353.04,+2.43%,369.54,+4.67%,382.47,+3.50%,396.77,+3.74%,412.37,+3.93%,430.67,+4.44%,439.51,+2.05%
498,Hypertensive heart disease,Delhi,Female,436.87,,458.48,+4.95%,484.37,+5.65%,506.34,+4.54%,527.16,+4.11%,554.03,+5.10%,586.58,+5.88%,611.83,+4.30%,632.87,+3.44%,664.22,+4.95%,675.45,+1.69%
498,Hypertensive heart disease,Goa,Male,33.48,,33.93,+1.36%,35.12,+3.49%,35.99,+2.48%,36.87,+2.43%,37.51,+1.74%,38.53,+2.71%,39.53,+2.62%,40.41,+2.21%,41.02,+1.51%,41.27,+0.62%
498,Hypertensive heart disease,Goa,Female,56.55,,58.14,+2.81%,60.85,+4.67%,62.11,+2.06%,64.01,+3.06%,66.35,+3.66%,68.43,+3.13%,70.86,+3.55%,73.19,+3.29%,75.21,+2.76%,75.83,+0.83%
498,Hypertensive heart disease,Gujarat,Male,897.34,,932.93,+3.97%,969.03,+3.87%,1.01K,+4.35%,1.06K,+4.86%,1.10K,+3.68%,1.15K,+4.68%,1.21K,+5.07%,1.25K,+3.61%,1.30K,+4.15%,1.32K,+0.81%
498,Hypertensive heart disease,Gujarat,Female,1.78K,,1.84K,+3.84%,1.91K,+3.79%,2.01K,+4.89%,2.09K,+4.10%,2.17K,+3.93%,2.26K,+4.10%,2.36K,+4.56%,2.43K,+2.78%,2.48K,+2.02%,2.52K,+1.60%
498,Hypertensive heart disease,Haryana,Male,388.17,,394.30,+1.58%,402.76,+2.14%,419.44,+4.14%,436.99,+4.18%,460.29,+5.33%,471.05,+2.34%,490.74,+4.18%,503.77,+2.66%,519.70,+3.16%,525.73,+1.16%
498,Hypertensive heart disease,Haryana,Female,716.39,,733.99,+2.46%,766.51,+4.43%,800.55,+4.44%,831.07,+3.81%,858.81,+3.34%,887.64,+3.36%,925.16,+4.23%,958.82,+3.64%,984.07,+2.63%,986.68,+0.27%
498,Hypertensive heart disease,Himachal Pradesh,Male,129.47,,132.26,+2.15%,135.46,+2.42%,142.52,+5.21%,146.95,+3.11%,153.70,+4.59%,159.34,+3.67%,165.77,+4.04%,173.55,+4.69%,180.08,+3.76%,184.65,+2.54%
498,Hypertensive heart disease,Himachal Pradesh,Female,240.80,,249.05,+3.43%,258.59,+3.83%,273.84,+5.89%,284.32,+3.83%,299.78,+5.44%,312.16,+4.13%,330.32,+5.82%,338.54,+2.49%,352.48,+4.12%,356.16,+1.04%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Male,216.97,,222.27,+2.44%,227.38,+2.30%,233.31,+2.61%,241.53,+3.53%,248.24,+2.78%,254.44,+2.49%,263.49,+3.56%,271.94,+3.21%,279.93,+2.94%,280.97,+0.37%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Female,301.16,,311.97,+3.59%,324.32,+3.96%,332.83,+2.62%,346.13,+4.00%,357.89,+3.40%,370.57,+3.54%,387.39,+4.54%,399.37,+3.09%,409.85,+2.62%,415.27,+1.32%
498,Hypertensive heart disease,Jharkhand,Male,541.45,,553.16,+2.16%,569.83,+3.01%,591.24,+3.76%,615.50,+4.10%,638.20,+3.69%,663.39,+3.95%,686.80,+3.53%,707.40,+3.00%,725.39,+2.54%,731.05,+0.78%
498,Hypertensive heart disease,Jharkhand,Female,818.43,,863.89,+5.55%,900.28,+4.21%,945.75,+5.05%,981.91,+3.82%,1.02K,+4.27%,1.06K,+3.59%,1.10K,+3.68%,1.13K,+2.77%,1.15K,+1.98%,1.15K,-0.01%
498,Hypertensive heart disease,Karnataka,Male,988.48,,1.02K,+3.29%,1.04K,+1.98%,1.08K,+3.59%,1.11K,+2.62%,1.14K,+3.04%,1.16K,+1.49%,1.19K,+3.08%,1.24K,+4.07%,1.28K,+3.25%,1.30K,+1.13%
498,Hypertensive heart disease,Karnataka,Female,1.78K,,1.82K,+2.19%,1.86K,+2.10%,1.92K,+3.50%,1.99K,+3.65%,2.07K,+3.91%,2.12K,+2.44%,2.21K,+4.02%,2.26K,+2.43%,2.35K,+4.23%,2.35K,-0.30%
498,Hypertensive heart disease,Kerala,Male,585.41,,604.81,+3.31%,618.88,+2.33%,646.79,+4.51%,667.66,+3.23%,695.40,+4.15%,714.19,+2.70%,740.58,+3.70%,751.71,+1.50%,776.91,+3.35%,774.27,-0.34%
498,Hypertensive heart disease,Kerala,Female,1.66K,,1.72K,+3.74%,1.77K,+3.18%,1.84K,+4.00%,1.91K,+3.40%,2.01K,+5.42%,2.07K,+3.08%,2.16K,+4.16%,2.20K,+2.07%,2.25K,+2.05%,2.26K,+0.63%
498,Hypertensive heart disease,Madhya Pradesh,Male,978.65,,1.01K,+3.36%,1.04K,+2.80%,1.08K,+3.88%,1.12K,+3.64%,1.17K,+4.11%,1.22K,+4.67%,1.28K,+4.82%,1.32K,+3.27%,1.39K,+5.40%,1.39K,-0.27%
498,Hypertensive heart disease,Madhya Pradesh,Female,2.15K,,2.25K,+4.34%,2.35K,+4.43%,2.47K,+5.20%,2.56K,+3.50%,2.68K,+4.74%,2.77K,+3.51%,2.87K,+3.60%,2.97K,+3.55%,3.05K,+2.73%,3.06K,+0.34%
498,Hypertensive heart disease,Maharashtra,Male,1.99K,,2.06K,+3.25%,2.10K,+2.21%,2.16K,+2.73%,2.26K,+4.85%,2.33K,+2.87%,2.41K,+3.35%,2.48K,+3.04%,2.62K,+5.50%,2.73K,+4.28%,2.77K,+1.75%
498,Hypertensive heart disease,Maharashtra,Female,3.73K,,3.83K,+2.92%,3.98K,+3.86%,4.13K,+3.58%,4.28K,+3.86%,4.45K,+3.96%,4.63K,+3.96%,4.76K,+2.75%,4.89K,+2.69%,5.01K,+2.44%,5.09K,+1.64%
498,Hypertensive heart disease,Manipur,Male,62.84,,65.59,+4.37%,68.98,+5.18%,73.13,+6.01%,76.91,+5.17%,79.60,+3.50%,84.30,+5.90%,87.78,+4.13%,91.11,+3.80%,93.94,+3.11%,95.82,+2.00%
498,Hypertensive heart disease,Manipur,Female,95.07,,101.21,+6.46%,107.56,+6.27%,114.27,+6.24%,121.83,+6.62%,128.45,+5.44%,135.24,+5.29%,143.78,+6.31%,148.34,+3.17%,153.54,+3.50%,158.26,+3.08%
498,Hypertensive heart disease,Meghalaya,Male,47.54,,49.62,+4.39%,51.38,+3.55%,53.57,+4.26%,55.92,+4.39%,57.96,+3.64%,60.27,+3.99%,63.53,+5.41%,65.76,+3.51%,67.73,+2.98%,69.81,+3.07%
498,Hypertensive heart disease,Meghalaya,Female,75.54,,79.38,+5.08%,83.14,+4.74%,87.45,+5.18%,91.61,+4.76%,96.66,+5.51%,102.05,+5.57%,107.22,+5.07%,110.77,+3.32%,113.30,+2.29%,116.29,+2.64%
498,Hypertensive heart disease,Mizoram,Male,24.12,,24.95,+3.46%,25.96,+4.03%,27.09,+4.36%,28.24,+4.23%,29.58,+4.75%,30.95,+4.63%,32.13,+3.81%,33.45,+4.12%,34.80,+4.05%,34.93,+0.36%
498,Hypertensive heart disease,Mizoram,Female,41.27,,43.79,+6.11%,46.54,+6.28%,49.01,+5.29%,51.71,+5.53%,54.59,+5.56%,57.18,+4.74%,59.61,+4.26%,62.11,+4.20%,63.60,+2.39%,65.01,+2.23%
498,Hypertensive heart disease,Nagaland,Male,33.52,,33.94,+1.24%,34.33,+1.16%,34.96,+1.85%,35.93,+2.78%,36.40,+1.31%,37.38,+2.69%,38.41,+2.73%,38.51,+0.27%,39.49,+2.56%,39.26,-0.60%
498,Hypertensive heart disease,Nagaland,Female,41.67,,42.80,+2.71%,44.24,+3.35%,45.49,+2.83%,47.05,+3.44%,48.43,+2.93%,50.14,+3.53%,51.93,+3.57%,53.16,+2.37%,53.87,+1.33%,54.85,+1.82%
498,Hypertensive heart disease,Odisha,Male,1.19K,,1.24K,+4.06%,1.29K,+4.01%,1.35K,+4.67%,1.39K,+3.08%,1.43K,+2.97%,1.49K,+3.68%,1.54K,+3.57%,1.59K,+3.03%,1.63K,+2.46%,1.64K,+1.02%
498,Hypertensive heart disease,Odisha,Female,1.55K,,1.62K,+4.59%,1.69K,+4.19%,1.77K,+5.05%,1.85K,+4.33%,1.92K,+3.72%,1.99K,+3.94%,2.05K,+2.99%,2.11K,+2.76%,2.15K,+1.75%,2.16K,+0.38%
498,Hypertensive heart disease,Other Union Territories,Male,58.60,,60.47,+3.20%,62.78,+3.82%,66.75,+6.32%,69.16,+3.61%,72.29,+4.53%,75.14,+3.94%,78.34,+4.26%,80.72,+3.04%,83.86,+3.88%,85.10,+1.48%
498,Hypertensive heart disease,Other Union Territories,Female,103.09,,108.06,+4.82%,112.33,+3.95%,118.59,+5.57%,124.23,+4.75%,129.06,+3.89%,133.93,+3.77%,141.44,+5.61%,144.81,+2.38%,150.68,+4.06%,153.04,+1.56%
498,Hypertensive heart disease,Punjab,Male,506.45,,511.32,+0.96%,526.13,+2.90%,545.33,+3.65%,561.91,+3.04%,581.27,+3.44%,603.57,+3.84%,618.00,+2.39%,630.51,+2.02%,645.44,+2.37%,646.15,+0.11%
498,Hypertensive heart disease,Punjab,Female,734.85,,760.19,+3.45%,782.78,+2.97%,809.22,+3.38%,838.66,+3.64%,868.56,+3.57%,907.85,+4.52%,945.95,+4.20%,968.37,+2.37%,1.01K,+4.13%,1.01K,+0.51%
498,Hypertensive heart disease,Rajasthan,Male,863.82,,880.12,+1.89%,906.38,+2.98%,938.29,+3.52%,984.43,+4.92%,1.03K,+4.77%,1.06K,+2.51%,1.11K,+4.75%,1.15K,+3.96%,1.20K,+4.28%,1.22K,+1.42%
498,Hypertensive heart disease,Rajasthan,Female,1.78K,,1.84K,+3.43%,1.90K,+3.39%,1.96K,+2.83%,2.04K,+4.12%,2.13K,+4.62%,2.23K,+4.43%,2.30K,+3.17%,2.38K,+3.70%,2.43K,+2.12%,2.46K,+1.38%
498,Hypertensive heart disease,Sikkim,Male,12.15,,12.50,+2.87%,12.92,+3.32%,13.31,+3.05%,13.91,+4.47%,14.40,+3.52%,14.95,+3.84%,15.58,+4.24%,16.10,+3.29%,16.73,+3.94%,16.91,+1.09%
498,Hypertensive heart disease,Sikkim,Female,15.39,,16.00,+3.92%,16.76,+4.75%,17.55,+4.76%,18.40,+4.81%,19.33,+5.06%,20.36,+5.36%,21.42,+5.16%,22.43,+4.72%,23.29,+3.84%,23.88,+2.52%
498,Hypertensive heart disease,Tamil Nadu,Male,1.21K,,1.25K,+3.73%,1.28K,+2.12%,1.33K,+3.83%,1.38K,+4.21%,1.43K,+3.53%,1.49K,+4.42%,1.55K,+3.72%,1.64K,+5.78%,1.69K,+3.38%,1.71K,+0.66%
498,Hypertensive heart disease,Tamil Nadu,Female,2.38K,,2.44K,+2.68%,2.52K,+3.12%,2.62K,+4.05%,2.74K,+4.35%,2.83K,+3.46%,2.99K,+5.48%,3.12K,+4.49%,3.24K,+3.82%,3.35K,+3.38%,3.39K,+1.26%
498,Hypertensive heart disease,Telangana,Male,542.57,,548.04,+1.01%,558.33,+1.88%,573.68,+2.75%,581.58,+1.38%,593.29,+2.01%,601.33,+1.36%,607.70,+1.06%,622.76,+2.48%,643.88,+3.39%,637.80,-0.94%
498,Hypertensive heart disease,Telangana,Female,1.05K,,1.08K,+3.16%,1.12K,+3.62%,1.15K,+2.13%,1.18K,+3.28%,1.21K,+2.66%,1.26K,+3.53%,1.29K,+2.77%,1.32K,+1.93%,1.34K,+2.06%,1.35K,+0.07%
498,Hypertensive heart disease,Tripura,Male,59.66,,61.02,+2.28%,63.38,+3.87%,65.72,+3.69%,68.56,+4.31%,70.81,+3.29%,73.68,+4.04%,75.71,+2.75%,79.16,+4.56%,80.37,+1.53%,81.16,+0.99%
498,Hypertensive heart disease,Tripura,Female,100.06,,103.94,+3.88%,110.03,+5.86%,114.45,+4.02%,119.50,+4.42%,124.88,+4.50%,131.08,+4.97%,136.45,+4.10%,139.85,+2.49%,143.53,+2.63%,145.92,+1.67%
498,Hypertensive heart disease,Uttar Pradesh,Male,3.66K,,3.82K,+4.22%,3.91K,+2.51%,4.01K,+2.55%,4.14K,+3.17%,4.24K,+2.34%,4.45K,+5.00%,4.52K,+1.67%,4.72K,+4.24%,4.86K,+3.05%,5.01K,+3.04%
498,Hypertensive heart disease,Uttar Pradesh,Female,5.56K,,5.77K,+3.70%,5.99K,+3.84%,6.23K,+3.99%,6.44K,+3.36%,6.67K,+3.61%,6.91K,+3.52%,7.10K,+2.79%,7.33K,+3.24%,7.49K,+2.24%,7.50K,+0.13%
498,Hypertensive heart disease,Uttarakhand,Male,161.40,,163.49,+1.30%,170.37,+4.21%,174.91,+2.66%,182.24,+4.19%,188.69,+3.54%,194.79,+3.23%,201.85,+3.62%,209.51,+3.80%,214.84,+2.54%,218.11,+1.52%
498,Hypertensive heart disease,Uttarakhand,Female,291.31,,303.27,+4.11%,314.86,+3.82%,329.84,+4.76%,341.82,+3.63%,357.33,+4.54%,372.53,+4.25%,386.74,+3.81%,397.04,+2.66%,409.06,+3.03%,412.82,+0.92%
498,Hypertensive heart disease,West Bengal,Male,1.49K,,1.54K,+3.95%,1.61K,+4.44%,1.67K,+3.39%,1.71K,+2.76%,1.77K,+3.29%,1.83K,+3.23%,1.89K,+3.35%,1.98K,+4.77%,2.04K,+3.00%,2.07K,+1.63%
498,Hypertensive heart disease,West Bengal,Female,2.42K,,2.52K,+4.04%,2.63K,+4.30%,2.73K,+3.86%,2.86K,+4.90%,3.00K,+4.78%,3.11K,+3.71%,3.30K,+6.09%,3.35K,+1.43%,3.44K,+2.70%,3.45K,+0.19%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Male,35.56,,36.26,+1.97%,36.95,+1.93%,37.84,+2.41%,38.84,+2.62%,39.90,+2.74%,40.97,+2.68%,41.96,+2.40%,42.67,+1.70%,43.38,+1.66%,44.14,+1.75%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Female,5.92,,6.03,+1.92%,6.14,+1.73%,6.25,+1.80%,6.35,+1.68%,6.45,+1.56%,6.54,+1.42%,6.63,+1.26%,6.67,+0.66%,6.73,+0.88%,6.86,+1.91%
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Male,1.47,,1.53,+4.22%,1.59,+3.76%,1.64,+3.50%,1.70,+3.36%,1.75,+3.31%,1.81,+3.30%,1.87,+3.32%,1.93,+3.06%,1.99,+3.11%,2.06,+3.42%
