Cause ID,Cause Name,State,Gender,2013 YLDs,2013 YLDs YoY %,2014 YLDs,2014 YLDs YoY %,2015 YLDs,2015 YLDs YoY %,2016 YLDs,2016 YLDs YoY %,2017 YLDs,2017 YLDs YoY %,2018 YLDs,2018 YLDs YoY %,2019 YLDs,2019 YLDs YoY %,2020 YLDs,2020 YLDs YoY %,2021 YLDs,2021 YLDs YoY %,2022 YLDs,2022 YLDs YoY %,2023 YLDs,2023 YLDs YoY %
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Female,0.21,,0.22,+4.59%,0.23,+4.03%,0.23,+3.52%,0.24,+3.16%,0.25,+2.99%,0.26,+2.99%,0.26,+3.18%,0.27,+3.96%,0.29,+4.24%,0.30,+4.10%
499,Cardiomyopathy and myocarditis,Assam,Male,29.41,,30.57,+3.96%,31.61,+3.39%,32.59,+3.10%,33.54,+2.93%,34.49,+2.83%,35.44,+2.74%,36.39,+2.67%,36.91,+1.43%,37.44,+1.45%,38.46,+2.71%
499,Cardiomyopathy and myocarditis,Assam,Female,4.37,,4.59,+5.15%,4.77,+3.89%,4.89,+2.55%,4.98,+1.69%,5.04,+1.24%,5.10,+1.23%,5.18,+1.65%,5.28,+1.95%,5.41,+2.39%,5.60,+3.40%
499,Cardiomyopathy and myocarditis,Bihar,Male,85.47,,89.31,+4.49%,92.84,+3.95%,96.40,+3.84%,99.92,+3.64%,103.41,+3.50%,106.86,+3.34%,110.23,+3.15%,112.01,+1.61%,113.96,+1.74%,117.52,+3.12%
499,Cardiomyopathy and myocarditis,Bihar,Female,12.62,,13.14,+4.13%,13.64,+3.77%,14.14,+3.71%,14.64,+3.53%,15.15,+3.45%,15.67,+3.47%,16.23,+3.57%,16.87,+3.93%,17.57,+4.13%,18.27,+4.01%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Male,20.21,,21.11,+4.46%,21.92,+3.86%,22.71,+3.56%,23.46,+3.34%,24.24,+3.29%,25.04,+3.32%,25.87,+3.32%,26.89,+3.93%,27.96,+3.98%,28.83,+3.11%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Female,2.97,,3.11,+4.85%,3.24,+4.09%,3.36,+3.62%,3.47,+3.35%,3.58,+3.17%,3.69,+3.07%,3.80,+2.98%,3.93,+3.41%,4.08,+3.68%,4.22,+3.59%
499,Cardiomyopathy and myocarditis,Delhi,Male,12.55,,13.05,+3.97%,13.47,+3.24%,13.84,+2.70%,14.17,+2.41%,14.50,+2.30%,14.83,+2.30%,15.16,+2.21%,15.39,+1.53%,15.66,+1.75%,16.05,+2.48%
499,Cardiomyopathy and myocarditis,Delhi,Female,1.74,,1.78,+2.37%,1.82,+2.20%,1.86,+2.17%,1.90,+1.99%,1.93,+1.88%,1.97,+1.83%,2.00,+1.76%,2.03,+1.53%,2.07,+1.83%,2.13,+2.66%
499,Cardiomyopathy and myocarditis,Goa,Male,1.31,,1.33,+2.14%,1.36,+1.74%,1.38,+1.50%,1.40,+1.37%,1.41,+1.31%,1.43,+1.26%,1.45,+1.14%,1.46,+0.80%,1.47,+0.71%,1.48,+0.84%
499,Cardiomyopathy and myocarditis,Goa,Female,0.18,,0.19,+1.15%,0.19,+0.87%,0.19,+0.69%,0.19,+0.56%,0.19,+0.49%,0.19,+0.46%,0.19,+0.46%,0.19,-0.14%,0.19,+0.01%,0.19,+1.16%
499,Cardiomyopathy and myocarditis,Gujarat,Male,40.05,,41.25,+3.01%,42.40,+2.78%,43.63,+2.90%,44.86,+2.82%,46.11,+2.79%,47.38,+2.75%,48.63,+2.64%,49.53,+1.84%,50.49,+1.95%,51.77,+2.53%
499,Cardiomyopathy and myocarditis,Gujarat,Female,6.30,,6.44,+2.22%,6.57,+2.05%,6.69,+1.82%,6.78,+1.31%,6.85,+1.02%,6.91,+0.93%,6.98,+1.04%,7.02,+0.60%,7.11,+1.17%,7.31,+2.86%
499,Cardiomyopathy and myocarditis,Haryana,Male,16.28,,16.57,+1.76%,16.92,+2.15%,17.39,+2.74%,17.86,+2.74%,18.38,+2.89%,18.95,+3.07%,19.56,+3.23%,20.41,+4.36%,21.27,+4.21%,21.82,+2.56%
499,Cardiomyopathy and myocarditis,Haryana,Female,2.77,,2.82,+1.55%,2.86,+1.73%,2.92,+1.96%,2.97,+1.78%,3.02,+1.73%,3.08,+1.78%,3.14,+1.95%,3.22,+2.56%,3.31,+2.88%,3.41,+2.85%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Male,6.46,,6.60,+2.23%,6.76,+2.39%,6.94,+2.67%,7.11,+2.47%,7.28,+2.38%,7.45,+2.37%,7.63,+2.43%,7.82,+2.48%,8.02,+2.47%,8.18,+2.07%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Female,1.02,,1.05,+2.72%,1.07,+2.08%,1.09,+1.73%,1.11,+1.47%,1.12,+1.33%,1.14,+1.28%,1.15,+1.34%,1.16,+1.01%,1.18,+1.22%,1.20,+2.16%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Male,10.44,,10.72,+2.64%,10.98,+2.49%,11.25,+2.42%,11.50,+2.23%,11.76,+2.22%,12.03,+2.30%,12.32,+2.42%,12.65,+2.70%,13.02,+2.91%,13.38,+2.82%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Female,1.41,,1.45,+3.07%,1.49,+2.68%,1.52,+2.42%,1.56,+2.30%,1.59,+2.22%,1.63,+2.17%,1.66,+2.17%,1.70,+1.85%,1.73,+2.20%,1.79,+3.29%
499,Cardiomyopathy and myocarditis,Jharkhand,Male,22.53,,23.47,+4.13%,24.35,+3.75%,25.28,+3.84%,26.22,+3.73%,27.18,+3.64%,28.13,+3.51%,29.06,+3.31%,29.75,+2.35%,30.46,+2.41%,31.36,+2.93%
499,Cardiomyopathy and myocarditis,Jharkhand,Female,3.47,,3.64,+5.15%,3.81,+4.41%,3.96,+4.03%,4.11,+3.77%,4.26,+3.63%,4.41,+3.62%,4.57,+3.70%,4.76,+4.08%,4.96,+4.13%,5.13,+3.52%
499,Cardiomyopathy and myocarditis,Karnataka,Male,40.82,,41.85,+2.54%,42.82,+2.30%,43.81,+2.33%,44.80,+2.25%,45.80,+2.23%,46.81,+2.21%,47.80,+2.12%,48.74,+1.97%,49.79,+2.16%,50.91,+2.25%
499,Cardiomyopathy and myocarditis,Karnataka,Female,6.03,,6.01,-0.23%,6.03,+0.29%,6.07,+0.63%,6.10,+0.42%,6.12,+0.41%,6.16,+0.59%,6.22,+0.93%,6.32,+1.62%,6.45,+2.16%,6.62,+2.60%
499,Cardiomyopathy and myocarditis,Kerala,Male,32.59,,33.30,+2.18%,33.86,+1.68%,34.38,+1.53%,34.80,+1.22%,35.14,+0.96%,35.41,+0.78%,35.66,+0.70%,35.43,-0.63%,35.26,-0.50%,35.49,+0.67%
499,Cardiomyopathy and myocarditis,Kerala,Female,5.97,,5.93,-0.64%,5.93,+0.02%,5.98,+0.85%,6.04,+1.06%,6.11,+1.13%,6.18,+1.05%,6.23,+0.85%,6.20,-0.54%,6.17,-0.40%,6.25,+1.23%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Male,54.08,,55.94,+3.43%,57.78,+3.29%,59.79,+3.48%,61.74,+3.27%,63.73,+3.22%,65.79,+3.23%,67.97,+3.30%,70.38,+3.55%,72.97,+3.67%,75.22,+3.09%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Female,8.91,,9.31,+4.49%,9.66,+3.75%,9.99,+3.37%,10.30,+3.12%,10.60,+2.96%,10.91,+2.89%,11.23,+2.91%,11.60,+3.32%,12.02,+3.64%,12.47,+3.69%
499,Cardiomyopathy and myocarditis,Maharashtra,Male,86.60,,89.17,+2.97%,91.44,+2.54%,93.61,+2.38%,95.58,+2.10%,97.42,+1.93%,99.32,+1.94%,101.41,+2.11%,103.88,+2.44%,106.83,+2.84%,109.63,+2.62%
499,Cardiomyopathy and myocarditis,Maharashtra,Female,12.76,,12.95,+1.45%,13.13,+1.40%,13.30,+1.29%,13.42,+0.91%,13.52,+0.72%,13.62,+0.75%,13.76,+1.03%,13.93,+1.24%,14.18,+1.77%,14.56,+2.68%
499,Cardiomyopathy and myocarditis,Manipur,Male,3.66,,3.83,+4.67%,3.99,+4.21%,4.15,+4.01%,4.30,+3.63%,4.45,+3.41%,4.60,+3.33%,4.75,+3.31%,4.85,+2.19%,4.96,+2.33%,5.13,+3.35%
499,Cardiomyopathy and myocarditis,Manipur,Female,0.47,,0.49,+3.99%,0.51,+3.60%,0.53,+3.45%,0.54,+3.27%,0.56,+3.12%,0.58,+3.03%,0.59,+2.96%,0.61,+2.32%,0.62,+2.49%,0.65,+3.58%
499,Cardiomyopathy and myocarditis,Meghalaya,Male,3.12,,3.24,+3.84%,3.36,+3.61%,3.48,+3.68%,3.61,+3.70%,3.75,+3.72%,3.89,+3.70%,4.03,+3.58%,4.14,+2.73%,4.25,+2.83%,4.41,+3.62%
499,Cardiomyopathy and myocarditis,Meghalaya,Female,0.45,,0.47,+4.69%,0.49,+4.07%,0.51,+3.70%,0.52,+3.55%,0.54,+3.46%,0.56,+3.42%,0.58,+3.40%,0.60,+3.06%,0.62,+3.25%,0.64,+4.13%
499,Cardiomyopathy and myocarditis,Mizoram,Male,1.78,,1.85,+3.66%,1.91,+3.21%,1.96,+2.58%,2.00,+2.05%,2.03,+1.88%,2.07,+2.00%,2.12,+2.40%,2.19,+3.00%,2.26,+3.12%,2.32,+2.93%
499,Cardiomyopathy and myocarditis,Mizoram,Female,0.26,,0.27,+3.65%,0.27,+2.94%,0.28,+2.22%,0.28,+1.75%,0.29,+1.53%,0.29,+1.56%,0.30,+1.81%,0.30,+1.87%,0.31,+2.28%,0.32,+3.38%
499,Cardiomyopathy and myocarditis,Nagaland,Male,2.46,,2.48,+0.71%,2.50,+0.74%,2.50,+0.05%,2.47,-1.14%,2.43,-1.55%,2.40,-1.10%,2.41,+0.27%,2.47,+2.31%,2.53,+2.69%,2.58,+1.94%
499,Cardiomyopathy and myocarditis,Nagaland,Female,0.28,,0.28,+1.35%,0.28,+1.07%,0.29,+0.87%,0.29,+0.75%,0.29,+0.72%,0.29,+0.77%,0.30,+0.90%,0.30,+0.94%,0.30,+1.20%,0.31,+1.81%
499,Cardiomyopathy and myocarditis,Odisha,Male,43.50,,45.10,+3.68%,46.49,+3.06%,47.86,+2.95%,49.19,+2.77%,50.50,+2.67%,51.80,+2.57%,53.04,+2.40%,53.60,+1.06%,54.19,+1.10%,55.32,+2.07%
499,Cardiomyopathy and myocarditis,Odisha,Female,6.17,,6.39,+3.63%,6.59,+3.02%,6.77,+2.77%,6.94,+2.55%,7.11,+2.40%,7.27,+2.32%,7.44,+2.28%,7.59,+1.98%,7.75,+2.12%,7.95,+2.66%
499,Cardiomyopathy and myocarditis,Other Union Territories,Male,2.87,,2.97,+3.35%,3.06,+3.01%,3.15,+2.96%,3.23,+2.74%,3.32,+2.64%,3.41,+2.59%,3.49,+2.45%,3.55,+1.77%,3.62,+1.99%,3.71,+2.50%
499,Cardiomyopathy and myocarditis,Other Union Territories,Female,0.42,,0.43,+3.50%,0.44,+2.94%,0.46,+2.65%,0.47,+2.40%,0.48,+2.22%,0.49,+2.11%,0.50,+2.03%,0.50,+1.64%,0.51,+1.91%,0.53,+2.56%
499,Cardiomyopathy and myocarditis,Punjab,Male,16.71,,16.97,+1.54%,17.28,+1.86%,17.72,+2.51%,18.14,+2.39%,18.58,+2.41%,19.03,+2.46%,19.49,+2.42%,19.97,+2.45%,20.49,+2.58%,20.91,+2.06%
499,Cardiomyopathy and myocarditis,Punjab,Female,2.67,,2.67,+0.28%,2.70,+0.96%,2.75,+1.81%,2.80,+1.92%,2.86,+1.97%,2.91,+1.93%,2.96,+1.77%,3.01,+1.51%,3.06,+1.68%,3.12,+2.03%
499,Cardiomyopathy and myocarditis,Rajasthan,Male,51.41,,52.47,+2.07%,53.67,+2.29%,55.06,+2.58%,56.48,+2.59%,58.00,+2.68%,59.63,+2.81%,61.37,+2.93%,64.50,+5.09%,67.80,+5.12%,69.77,+2.91%
499,Cardiomyopathy and myocarditis,Rajasthan,Female,7.74,,7.85,+1.46%,8.00,+1.87%,8.16,+2.03%,8.30,+1.67%,8.43,+1.59%,8.58,+1.76%,8.77,+2.20%,9.10,+3.83%,9.49,+4.27%,9.82,+3.51%
499,Cardiomyopathy and myocarditis,Sikkim,Male,0.62,,0.64,+2.87%,0.66,+2.78%,0.68,+2.92%,0.70,+2.98%,0.72,+3.08%,0.74,+3.11%,0.77,+3.00%,0.78,+2.01%,0.80,+1.96%,0.82,+2.74%
499,Cardiomyopathy and myocarditis,Sikkim,Female,0.08,,0.09,+1.53%,0.09,+1.63%,0.09,+1.61%,0.09,+1.30%,0.09,+1.16%,0.09,+1.18%,0.09,+1.33%,0.09,+1.32%,0.09,+1.59%,0.10,+2.31%
499,Cardiomyopathy and myocarditis,Tamil Nadu,Male,46.24,,47.63,+3.00%,48.95,+2.77%,50.45,+3.06%,52.01,+3.09%,53.62,+3.09%,55.22,+2.98%,56.74,+2.77%,58.03,+2.27%,59.32,+2.22%,60.51,+2.00%
499,Cardiomyopathy and myocarditis,Tamil Nadu,Female,7.37,,7.53,+2.14%,7.66,+1.76%,7.78,+1.55%,7.88,+1.22%,7.96,+1.06%,8.04,+1.04%,8.14,+1.18%,8.18,+0.55%,8.26,+0.92%,8.44,+2.21%
499,Cardiomyopathy and myocarditis,Telangana,Male,23.35,,24.04,+2.92%,24.62,+2.44%,25.21,+2.40%,25.74,+2.10%,26.25,+1.96%,26.75,+1.90%,27.23,+1.83%,27.55,+1.17%,27.89,+1.24%,28.33,+1.56%
499,Cardiomyopathy and myocarditis,Telangana,Female,3.76,,3.84,+2.26%,3.91,+1.79%,3.97,+1.41%,4.01,+0.93%,4.03,+0.70%,4.06,+0.70%,4.10,+0.91%,4.14,+1.00%,4.20,+1.40%,4.28,+2.03%
499,Cardiomyopathy and myocarditis,Tripura,Male,3.94,,4.06,+2.97%,4.17,+2.83%,4.29,+2.82%,4.41,+2.77%,4.53,+2.75%,4.65,+2.63%,4.76,+2.38%,4.82,+1.17%,4.87,+1.20%,4.99,+2.28%
499,Cardiomyopathy and myocarditis,Tripura,Female,0.56,,0.58,+2.95%,0.59,+2.53%,0.61,+2.30%,0.62,+2.19%,0.63,+2.07%,0.65,+1.91%,0.66,+1.72%,0.66,+0.37%,0.66,+0.45%,0.68,+2.39%
499,Cardiomyopathy and myocarditis,Uttar Pradesh,Male,141.51,,146.68,+3.65%,151.40,+3.21%,155.81,+2.91%,159.75,+2.53%,163.61,+2.41%,167.72,+2.52%,172.52,+2.86%,180.01,+4.34%,188.26,+4.58%,194.25,+3.18%
499,Cardiomyopathy and myocarditis,Uttar Pradesh,Female,20.69,,21.42,+3.50%,22.14,+3.37%,22.86,+3.25%,23.53,+2.94%,24.20,+2.85%,24.92,+2.98%,25.76,+3.36%,26.96,+4.65%,28.25,+4.81%,29.32,+3.79%
499,Cardiomyopathy and myocarditis,Uttarakhand,Male,5.71,,5.90,+3.40%,6.10,+3.30%,6.30,+3.38%,6.52,+3.41%,6.75,+3.53%,6.99,+3.64%,7.24,+3.56%,7.53,+3.98%,7.82,+3.87%,8.06,+3.00%
499,Cardiomyopathy and myocarditis,Uttarakhand,Female,0.97,,1.00,+3.25%,1.03,+2.90%,1.06,+2.71%,1.08,+2.60%,1.11,+2.53%,1.14,+2.48%,1.17,+2.40%,1.20,+2.67%,1.23,+2.89%,1.27,+2.98%
499,Cardiomyopathy and myocarditis,West Bengal,Male,99.09,,102.78,+3.73%,105.85,+2.98%,108.58,+2.58%,111.12,+2.34%,113.54,+2.19%,115.90,+2.07%,118.14,+1.93%,118.51,+0.31%,119.01,+0.42%,121.52,+2.11%
499,Cardiomyopathy and myocarditis,West Bengal,Female,12.19,,12.45,+2.11%,12.68,+1.92%,12.93,+1.93%,13.17,+1.83%,13.39,+1.71%,13.60,+1.60%,13.81,+1.52%,13.81,+0.02%,13.85,+0.26%,14.22,+2.69%
500,Atrial fibrillation and flutter,Andhra Pradesh,Male,2.93K,,2.95K,+0.58%,2.98K,+1.05%,3.02K,+1.49%,3.05K,+0.74%,3.08K,+1.19%,3.11K,+0.82%,3.16K,+1.72%,3.14K,-0.53%,3.19K,+1.48%,3.26K,+2.09%
500,Atrial fibrillation and flutter,Andhra Pradesh,Female,1.92K,,1.98K,+2.67%,2.01K,+1.98%,2.06K,+2.05%,2.10K,+2.09%,2.12K,+1.08%,2.16K,+2.02%,2.18K,+0.93%,2.21K,+1.31%,2.27K,+2.40%,2.30K,+1.30%
500,Atrial fibrillation and flutter,Arunachal Pradesh,Male,63.29,,64.76,+2.32%,66.22,+2.26%,68.63,+3.64%,70.47,+2.69%,72.56,+2.95%,74.89,+3.22%,77.82,+3.91%,79.34,+1.94%,81.59,+2.85%,85.35,+4.61%
500,Atrial fibrillation and flutter,Arunachal Pradesh,Female,27.86,,28.39,+1.88%,29.22,+2.92%,30.02,+2.74%,30.65,+2.10%,31.89,+4.05%,33.14,+3.90%,34.69,+4.69%,36.03,+3.85%,37.69,+4.62%,39.32,+4.33%
500,Atrial fibrillation and flutter,Assam,Male,1.54K,,1.55K,+0.81%,1.57K,+1.48%,1.60K,+1.87%,1.64K,+2.31%,1.66K,+1.37%,1.70K,+2.31%,1.73K,+1.64%,1.75K,+1.16%,1.78K,+1.84%,1.82K,+2.49%
500,Atrial fibrillation and flutter,Assam,Female,763.09,,762.88,-0.03%,770.64,+1.02%,792.37,+2.82%,810.64,+2.31%,823.18,+1.55%,846.01,+2.77%,872.55,+3.14%,892.65,+2.30%,925.77,+3.71%,957.37,+3.41%
500,Atrial fibrillation and flutter,Bihar,Male,3.90K,,3.91K,+0.18%,3.93K,+0.44%,3.94K,+0.22%,3.94K,+0.09%,3.96K,+0.53%,3.97K,+0.31%,4.02K,+1.20%,4.04K,+0.40%,4.09K,+1.34%,4.21K,+2.86%
500,Atrial fibrillation and flutter,Bihar,Female,2.49K,,2.48K,-0.45%,2.50K,+0.98%,2.53K,+0.90%,2.54K,+0.51%,2.57K,+1.19%,2.60K,+1.15%,2.63K,+1.40%,2.65K,+0.77%,2.68K,+1.03%,2.72K,+1.51%
500,Atrial fibrillation and flutter,Chhattisgarh,Male,1.15K,,1.15K,+0.70%,1.17K,+1.42%,1.19K,+1.94%,1.23K,+2.66%,1.26K,+2.66%,1.30K,+3.30%,1.34K,+2.96%,1.34K,+0.11%,1.37K,+2.39%,1.42K,+3.34%
500,Atrial fibrillation and flutter,Chhattisgarh,Female,651.70,,659.95,+1.27%,683.30,+3.54%,709.81,+3.88%,731.59,+3.07%,757.68,+3.57%,788.73,+4.10%,821.89,+4.20%,843.02,+2.57%,865.55,+2.67%,893.16,+3.19%
500,Atrial fibrillation and flutter,Delhi,Male,900.33,,923.48,+2.57%,949.24,+2.79%,990.69,+4.37%,1.03K,+3.94%,1.07K,+4.02%,1.12K,+4.48%,1.16K,+3.36%,1.19K,+3.13%,1.23K,+3.46%,1.28K,+3.67%
500,Atrial fibrillation and flutter,Delhi,Female,455.36,,483.29,+6.13%,508.81,+5.28%,541.17,+6.36%,575.19,+6.29%,609.95,+6.04%,639.49,+4.84%,676.16,+5.73%,710.43,+5.07%,750.27,+5.61%,784.19,+4.52%
500,Atrial fibrillation and flutter,Goa,Male,90.90,,92.28,+1.52%,94.38,+2.28%,96.13,+1.86%,97.58,+1.51%,99.91,+2.39%,101.92,+2.01%,103.49,+1.55%,104.72,+1.18%,105.85,+1.08%,109.27,+3.23%
500,Atrial fibrillation and flutter,Goa,Female,65.11,,67.57,+3.78%,69.46,+2.80%,72.49,+4.36%,74.51,+2.78%,76.76,+3.03%,79.08,+3.02%,81.90,+3.55%,84.47,+3.14%,87.33,+3.38%,90.30,+3.41%
500,Atrial fibrillation and flutter,Gujarat,Male,2.95K,,3.03K,+2.57%,3.12K,+3.09%,3.21K,+2.81%,3.31K,+3.04%,3.40K,+2.65%,3.50K,+3.16%,3.59K,+2.60%,3.61K,+0.44%,3.69K,+2.11%,3.81K,+3.48%
500,Atrial fibrillation and flutter,Gujarat,Female,1.72K,,1.78K,+3.49%,1.84K,+3.10%,1.92K,+4.49%,2.00K,+4.47%,2.08K,+3.93%,2.16K,+3.50%,2.25K,+4.27%,2.33K,+3.65%,2.43K,+4.16%,2.50K,+2.83%
500,Atrial fibrillation and flutter,Haryana,Male,1.46K,,1.49K,+2.22%,1.53K,+2.49%,1.58K,+3.44%,1.62K,+2.33%,1.66K,+2.84%,1.71K,+2.68%,1.75K,+2.26%,1.76K,+0.95%,1.79K,+1.72%,1.85K,+3.17%
500,Atrial fibrillation and flutter,Haryana,Female,795.58,,823.78,+3.55%,853.06,+3.55%,882.43,+3.44%,898.01,+1.77%,928.48,+3.39%,963.12,+3.73%,989.39,+2.73%,1.01K,+2.55%,1.04K,+2.57%,1.08K,+3.74%
500,Atrial fibrillation and flutter,Himachal Pradesh,Male,520.60,,532.83,+2.35%,549.92,+3.21%,567.14,+3.13%,583.02,+2.80%,604.75,+3.73%,616.32,+1.91%,633.57,+2.80%,642.75,+1.45%,651.96,+1.43%,676.63,+3.79%
500,Atrial fibrillation and flutter,Himachal Pradesh,Female,257.30,,265.01,+2.99%,274.89,+3.73%,284.86,+3.63%,295.45,+3.72%,308.60,+4.45%,324.21,+5.06%,338.43,+4.38%,352.57,+4.18%,368.96,+4.65%,384.05,+4.09%
500,Atrial fibrillation and flutter,Jammu & Kashmir and Ladakh,Male,647.65,,661.18,+2.09%,679.49,+2.77%,697.94,+2.72%,712.88,+2.14%,734.59,+3.05%,754.66,+2.73%,775.20,+2.72%,791.03,+2.04%,813.36,+2.82%,834.90,+2.65%
500,Atrial fibrillation and flutter,Jammu & Kashmir and Ladakh,Female,336.89,,346.14,+2.75%,357.57,+3.30%,370.64,+3.65%,382.73,+3.26%,397.52,+3.86%,411.19,+3.44%,430.53,+4.70%,443.08,+2.92%,457.05,+3.15%,472.83,+3.45%
500,Atrial fibrillation and flutter,Jharkhand,Male,1.35K,,1.38K,+2.42%,1.41K,+2.49%,1.47K,+3.68%,1.50K,+2.18%,1.54K,+2.68%,1.58K,+2.49%,1.62K,+3.01%,1.63K,+0.21%,1.66K,+1.79%,1.70K,+2.74%
500,Atrial fibrillation and flutter,Jharkhand,Female,796.60,,812.34,+1.98%,830.69,+2.26%,859.97,+3.52%,887.07,+3.15%,910.69,+2.66%,944.42,+3.70%,972.09,+2.93%,990.84,+1.93%,1.01K,+2.35%,1.04K,+2.32%
500,Atrial fibrillation and flutter,Karnataka,Male,3.49K,,3.55K,+1.72%,3.57K,+0.61%,3.63K,+1.47%,3.67K,+1.12%,3.73K,+1.75%,3.77K,+0.92%,3.82K,+1.54%,3.86K,+0.99%,3.91K,+1.22%,4.01K,+2.58%
500,Atrial fibrillation and flutter,Karnataka,Female,2.13K,,2.17K,+2.00%,2.21K,+1.68%,2.25K,+2.06%,2.29K,+1.81%,2.35K,+2.47%,2.42K,+2.89%,2.46K,+1.75%,2.51K,+2.09%,2.59K,+2.92%,2.66K,+2.69%
500,Atrial fibrillation and flutter,Kerala,Male,2.63K,,2.70K,+2.65%,2.77K,+2.65%,2.83K,+2.12%,2.89K,+2.13%,2.93K,+1.25%,2.99K,+1.94%,3.02K,+1.22%,3.01K,-0.42%,3.03K,+0.74%,3.08K,+1.69%
500,Atrial fibrillation and flutter,Kerala,Female,1.70K,,1.75K,+3.23%,1.82K,+3.73%,1.90K,+4.35%,1.96K,+3.51%,2.03K,+3.62%,2.11K,+3.69%,2.18K,+3.52%,2.26K,+3.60%,2.33K,+3.18%,2.40K,+2.85%
500,Atrial fibrillation and flutter,Madhya Pradesh,Male,3.16K,,3.16K,+0.13%,3.21K,+1.58%,3.27K,+1.83%,3.32K,+1.58%,3.41K,+2.58%,3.48K,+2.19%,3.58K,+2.87%,3.64K,+1.59%,3.72K,+2.20%,3.87K,+4.01%
500,Atrial fibrillation and flutter,Madhya Pradesh,Female,1.67K,,1.72K,+2.81%,1.75K,+1.59%,1.80K,+2.75%,1.86K,+3.57%,1.92K,+2.95%,1.99K,+4.03%,2.08K,+4.21%,2.13K,+2.60%,2.22K,+4.25%,2.29K,+3.20%
500,Atrial fibrillation and flutter,Maharashtra,Male,5.67K,,5.63K,-0.61%,5.62K,-0.27%,5.72K,+1.78%,5.83K,+1.95%,5.88K,+0.77%,5.96K,+1.41%,6.07K,+1.90%,6.15K,+1.24%,6.30K,+2.57%,6.49K,+2.91%
500,Atrial fibrillation and flutter,Maharashtra,Female,3.28K,,3.34K,+1.92%,3.42K,+2.26%,3.53K,+3.20%,3.61K,+2.31%,3.69K,+2.37%,3.83K,+3.69%,3.92K,+2.28%,4.02K,+2.62%,4.14K,+3.12%,4.27K,+2.95%
500,Atrial fibrillation and flutter,Manipur,Male,160.49,,167.13,+4.14%,174.23,+4.24%,181.80,+4.35%,189.45,+4.21%,197.63,+4.32%,204.77,+3.62%,214.30,+4.65%,218.50,+1.96%,224.92,+2.94%,234.41,+4.22%
500,Atrial fibrillation and flutter,Manipur,Female,81.74,,83.99,+2.76%,87.30,+3.94%,90.49,+3.65%,94.78,+4.74%,99.09,+4.55%,104.14,+5.10%,109.76,+5.39%,115.18,+4.94%,121.09,+5.13%,126.08,+4.12%
500,Atrial fibrillation and flutter,Meghalaya,Male,129.46,,133.01,+2.74%,137.42,+3.32%,141.77,+3.16%,147.33,+3.92%,152.33,+3.39%,157.11,+3.14%,162.67,+3.54%,165.20,+1.56%,169.18,+2.40%,176.68,+4.43%
500,Atrial fibrillation and flutter,Meghalaya,Female,56.48,,58.97,+4.40%,61.11,+3.63%,64.12,+4.92%,66.60,+3.86%,69.90,+4.97%,73.49,+5.13%,77.10,+4.91%,80.32,+4.17%,83.90,+4.46%,87.72,+4.55%
500,Atrial fibrillation and flutter,Mizoram,Male,55.24,,56.61,+2.48%,58.27,+2.94%,60.02,+3.00%,61.69,+2.78%,63.33,+2.67%,65.50,+3.42%,67.59,+3.19%,69.16,+2.32%,70.75,+2.30%,72.94,+3.09%
500,Atrial fibrillation and flutter,Mizoram,Female,29.80,,30.70,+3.04%,31.73,+3.36%,32.54,+2.55%,33.29,+2.29%,34.44,+3.47%,35.80,+3.95%,37.73,+5.39%,39.46,+4.58%,41.49,+5.15%,43.25,+4.24%
500,Atrial fibrillation and flutter,Nagaland,Male,84.56,,84.07,-0.58%,84.01,-0.08%,83.88,-0.15%,84.33,+0.54%,84.45,+0.13%,85.28,+0.98%,86.13,+1.01%,86.76,+0.73%,87.47,+0.81%,88.91,+1.65%
500,Atrial fibrillation and flutter,Nagaland,Female,36.83,,37.43,+1.62%,38.10,+1.79%,38.84,+1.96%,39.55,+1.83%,40.73,+2.96%,42.03,+3.20%,43.25,+2.89%,44.76,+3.49%,46.28,+3.40%,47.58,+2.81%
500,Atrial fibrillation and flutter,Odisha,Male,2.00K,,2.01K,+0.55%,2.04K,+1.39%,2.07K,+1.46%,2.12K,+2.28%,2.15K,+1.78%,2.20K,+2.16%,2.24K,+1.91%,2.27K,+1.26%,2.33K,+2.56%,2.37K,+1.68%
500,Atrial fibrillation and flutter,Odisha,Female,1.16K,,1.16K,+0.13%,1.18K,+1.81%,1.22K,+3.12%,1.23K,+1.33%,1.27K,+2.83%,1.31K,+2.88%,1.36K,+3.93%,1.39K,+2.41%,1.43K,+3.22%,1.47K,+2.80%
500,Atrial fibrillation and flutter,Other Union Territories,Male,160.82,,165.27,+2.77%,172.77,+4.54%,181.86,+5.26%,189.88,+4.41%,198.10,+4.33%,205.77,+3.87%,213.92,+3.96%,219.13,+2.43%,223.55,+2.02%,233.34,+4.38%
