Cause ID,Cause Name,State,Gender,2013 Deaths,2013 Deaths YoY %,2014 Deaths,2014 Deaths YoY %,2015 Deaths,2015 Deaths YoY %,2016 Deaths,2016 Deaths YoY %,2017 Deaths,2017 Deaths YoY %,2018 Deaths,2018 Deaths YoY %,2019 Deaths,2019 Deaths YoY %,2020 Deaths,2020 Deaths YoY %,2021 Deaths,2021 Deaths YoY %,2022 Deaths,2022 Deaths YoY %,2023 Deaths,2023 Deaths YoY %
499,Cardiomyopathy and myocarditis,Haryana,Male,129.03,,153.45,+18.93%,146.02,-4.85%,154.84,+6.04%,172.20,+11.21%,174.79,+1.50%,197.13,+12.78%,201.40,+2.17%,216.62,+7.56%,195.19,-9.90%,165.00,-15.47%
499,Cardiomyopathy and myocarditis,Haryana,Female,33.69,,43.56,+29.28%,39.42,-9.50%,38.72,-1.79%,41.67,+7.62%,41.65,-0.03%,48.31,+15.99%,47.91,-0.83%,46.26,-3.45%,47.24,+2.13%,39.11,-17.21%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Male,16.94,,15.98,-5.71%,14.59,-8.65%,14.75,+1.09%,16.28,+10.35%,16.79,+3.13%,18.43,+9.76%,17.60,-4.47%,19.71,+11.98%,22.46,+13.96%,21.77,-3.10%
499,Cardiomyopathy and myocarditis,Himachal Pradesh,Female,3.93,,3.90,-0.81%,3.48,-10.83%,3.38,-2.84%,3.67,+8.65%,3.78,+3.13%,4.33,+14.49%,4.23,-2.37%,4.65,+9.92%,4.92,+5.85%,4.51,-8.39%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Male,29.73,,31.42,+5.69%,32.77,+4.28%,35.06,+6.99%,37.25,+6.25%,37.95,+1.87%,39.27,+3.48%,36.17,-7.90%,36.37,+0.56%,41.76,+14.82%,40.84,-2.19%
499,Cardiomyopathy and myocarditis,Jammu & Kashmir and Ladakh,Female,6.18,,6.83,+10.57%,7.06,+3.32%,7.26,+2.78%,7.74,+6.64%,8.30,+7.33%,9.27,+11.61%,9.50,+2.53%,11.39,+19.89%,9.95,-12.64%,9.89,-0.58%
499,Cardiomyopathy and myocarditis,Jharkhand,Male,66.68,,80.75,+21.11%,67.96,-15.83%,87.91,+29.35%,91.97,+4.61%,96.02,+4.41%,109.22,+13.74%,87.76,-19.64%,110.94,+26.40%,112.94,+1.81%,114.11,+1.03%
499,Cardiomyopathy and myocarditis,Jharkhand,Female,21.15,,24.89,+17.68%,23.21,-6.74%,28.18,+21.41%,28.62,+1.55%,30.09,+5.13%,34.99,+16.30%,25.05,-28.42%,24.33,-2.84%,37.04,+52.21%,37.42,+1.02%
499,Cardiomyopathy and myocarditis,Karnataka,Male,90.26,,83.93,-7.02%,74.69,-11.01%,102.46,+37.18%,94.73,-7.54%,84.80,-10.48%,95.63,+12.77%,97.46,+1.92%,110.48,+13.36%,90.85,-17.77%,84.77,-6.70%
499,Cardiomyopathy and myocarditis,Karnataka,Female,20.45,,20.46,+0.02%,16.34,-20.11%,28.51,+74.47%,23.36,-18.08%,19.34,-17.19%,24.30,+25.61%,21.38,-12.02%,20.95,-1.98%,21.51,+2.67%,18.34,-14.76%
499,Cardiomyopathy and myocarditis,Kerala,Male,26.54,,22.95,-13.51%,19.60,-14.62%,29.75,+51.80%,22.51,-24.34%,22.24,-1.21%,17.74,-20.23%,15.74,-11.24%,19.23,+22.13%,20.85,+8.45%,14.12,-32.31%
499,Cardiomyopathy and myocarditis,Kerala,Female,0.44,,-0.86,-295.99%,-2.17,+150.92%,0.98,-145.27%,-1.58,-260.68%,-1.12,-29.12%,-1.99,+77.59%,-1.85,-7.13%,-1.37,-25.86%,-0.94,-31.31%,-3.65,+288.69%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Male,215.76,,236.75,+9.73%,235.09,-0.70%,243.96,+3.77%,252.61,+3.55%,250.51,-0.83%,275.60,+10.02%,246.70,-10.48%,279.54,+13.31%,281.82,+0.82%,237.37,-15.77%
499,Cardiomyopathy and myocarditis,Madhya Pradesh,Female,57.87,,70.47,+21.77%,69.71,-1.09%,72.28,+3.69%,77.64,+7.41%,81.90,+5.49%,96.12,+17.36%,83.89,-12.73%,86.44,+3.04%,98.56,+14.02%,77.19,-21.68%
499,Cardiomyopathy and myocarditis,Maharashtra,Male,187.10,,188.09,+0.53%,171.68,-8.72%,204.84,+19.31%,186.80,-8.81%,218.20,+16.81%,199.46,-8.59%,145.15,-27.23%,145.79,+0.44%,179.91,+23.40%,153.86,-14.48%
499,Cardiomyopathy and myocarditis,Maharashtra,Female,40.71,,44.26,+8.73%,38.66,-12.67%,50.75,+31.28%,38.85,-23.44%,38.57,-0.73%,39.35,+2.03%,25.36,-35.57%,20.97,-17.29%,35.75,+70.47%,27.10,-24.20%
499,Cardiomyopathy and myocarditis,Manipur,Male,4.77,,4.80,+0.61%,4.96,+3.25%,5.36,+8.20%,5.70,+6.31%,5.94,+4.25%,6.05,+1.88%,6.12,+1.09%,8.60,+40.52%,6.57,-23.57%,6.88,+4.74%
499,Cardiomyopathy and myocarditis,Manipur,Female,0.95,,1.03,+8.50%,1.10,+6.65%,1.19,+7.75%,1.28,+7.97%,1.40,+9.69%,1.49,+6.40%,1.52,+1.89%,2.03,+33.14%,1.60,-21.10%,1.69,+5.86%
499,Cardiomyopathy and myocarditis,Meghalaya,Male,4.48,,4.41,-1.55%,4.34,-1.61%,4.75,+9.49%,4.99,+4.90%,5.39,+8.03%,5.39,+0.03%,5.58,+3.55%,8.51,+52.40%,6.09,-28.41%,6.32,+3.74%
499,Cardiomyopathy and myocarditis,Meghalaya,Female,0.90,,0.93,+2.94%,0.90,-3.02%,1.02,+13.58%,1.12,+9.67%,1.34,+19.77%,1.40,+4.42%,1.48,+5.25%,2.13,+44.66%,1.60,-24.90%,1.67,+4.48%
499,Cardiomyopathy and myocarditis,Mizoram,Male,1.23,,1.14,-7.54%,1.14,-0.33%,1.34,+17.89%,1.38,+2.95%,1.40,+1.60%,1.43,+1.68%,1.43,-0.09%,1.88,+32.15%,1.48,-21.68%,1.53,+3.41%
499,Cardiomyopathy and myocarditis,Mizoram,Female,0.24,,0.23,-2.89%,0.23,+0.77%,0.28,+21.37%,0.30,+4.63%,0.33,+10.02%,0.34,+5.94%,0.36,+5.87%,0.47,+28.67%,0.35,-24.43%,0.35,-0.13%
499,Cardiomyopathy and myocarditis,Nagaland,Male,2.00,,1.91,-4.42%,1.90,-0.80%,1.95,+2.65%,1.97,+1.29%,2.08,+5.27%,2.03,-2.13%,2.11,+3.81%,3.07,+45.25%,2.18,-29.03%,2.18,+0.30%
499,Cardiomyopathy and myocarditis,Nagaland,Female,0.41,,0.42,+1.51%,0.43,+2.19%,0.44,+2.69%,0.45,+2.95%,0.52,+14.40%,0.53,+1.97%,0.56,+5.92%,0.75,+33.29%,0.56,-25.25%,0.57,+1.58%
499,Cardiomyopathy and myocarditis,Odisha,Male,74.63,,71.59,-4.07%,59.17,-17.36%,71.09,+20.16%,74.24,+4.42%,66.27,-10.73%,72.41,+9.26%,60.00,-17.14%,67.27,+12.12%,71.99,+7.01%,69.78,-3.07%
499,Cardiomyopathy and myocarditis,Odisha,Female,17.76,,18.87,+6.30%,14.53,-23.04%,19.61,+35.03%,21.53,+9.77%,19.27,-10.52%,23.53,+22.15%,16.98,-27.85%,15.68,-7.64%,23.61,+50.53%,21.94,-7.05%
499,Cardiomyopathy and myocarditis,Other Union Territories,Male,4.70,,5.39,+14.72%,4.94,-8.30%,5.33,+7.89%,5.81,+8.94%,5.52,-5.04%,6.13,+11.10%,6.46,+5.33%,7.13,+10.37%,6.84,-4.09%,5.54,-18.96%
499,Cardiomyopathy and myocarditis,Other Union Territories,Female,0.97,,1.31,+33.98%,1.15,-11.81%,1.27,+9.96%,1.44,+13.37%,1.34,-6.31%,1.62,+20.83%,1.71,+5.47%,1.72,+0.14%,1.87,+9.11%,1.28,-31.53%
499,Cardiomyopathy and myocarditis,Punjab,Male,125.10,,132.26,+5.73%,118.83,-10.15%,136.38,+14.76%,149.65,+9.74%,143.59,-4.05%,159.12,+10.82%,164.58,+3.43%,170.23,+3.44%,166.36,-2.27%,140.61,-15.48%
499,Cardiomyopathy and myocarditis,Punjab,Female,43.49,,51.45,+18.31%,47.58,-7.52%,56.44,+18.62%,63.06,+11.73%,62.19,-1.39%,73.96,+18.93%,76.90,+3.98%,74.38,-3.28%,80.86,+8.71%,68.28,-15.55%
499,Cardiomyopathy and myocarditis,Rajasthan,Male,240.21,,274.82,+14.41%,287.72,+4.69%,292.46,+1.65%,326.83,+11.75%,316.23,-3.24%,350.35,+10.79%,343.65,-1.91%,334.68,-2.61%,366.09,+9.38%,297.48,-18.74%
499,Cardiomyopathy and myocarditis,Rajasthan,Female,58.51,,74.24,+26.89%,79.27,+6.77%,78.31,-1.21%,87.91,+12.27%,86.33,-1.81%,99.52,+15.28%,96.36,-3.17%,86.90,-9.82%,100.56,+15.71%,78.67,-21.76%
499,Cardiomyopathy and myocarditis,Sikkim,Male,1.02,,1.04,+1.44%,1.03,-0.20%,0.99,-4.06%,0.96,-3.52%,0.94,-1.36%,0.84,-11.44%,0.81,-3.63%,0.91,+13.41%,0.87,-4.80%,0.96,+10.02%
499,Cardiomyopathy and myocarditis,Sikkim,Female,0.23,,0.25,+7.43%,0.25,+0.29%,0.23,-8.33%,0.23,-2.78%,0.24,+6.18%,0.22,-8.30%,0.24,+7.33%,0.28,+19.88%,0.24,-16.54%,0.27,+14.36%
499,Cardiomyopathy and myocarditis,Tamil Nadu,Male,70.05,,91.58,+30.72%,58.00,-36.66%,68.74,+18.51%,79.80,+16.09%,62.97,-21.09%,88.30,+40.22%,61.09,-30.81%,63.22,+3.48%,43.04,-31.93%,52.32,+21.56%
499,Cardiomyopathy and myocarditis,Tamil Nadu,Female,4.31,,11.79,+173.71%,-2.73,-123.17%,-0.43,-84.15%,2.42,-659.87%,-2.90,-219.73%,6.86,-336.25%,-3.74,-154.49%,-5.44,+45.75%,-7.62,+40.02%,-5.45,-28.49%
499,Cardiomyopathy and myocarditis,Telangana,Male,112.64,,101.96,-9.49%,86.14,-15.51%,124.94,+45.04%,122.26,-2.15%,117.52,-3.87%,154.61,+31.56%,119.58,-22.66%,112.96,-5.54%,133.89,+18.53%,113.77,-15.02%
499,Cardiomyopathy and myocarditis,Telangana,Female,30.14,,27.44,-8.96%,20.08,-26.80%,35.73,+77.88%,32.55,-8.89%,29.18,-10.37%,42.44,+45.46%,24.85,-41.45%,15.81,-36.35%,33.91,+114.39%,25.44,-24.95%
499,Cardiomyopathy and myocarditis,Tripura,Male,9.44,,8.29,-12.11%,7.96,-3.99%,9.70,+21.81%,9.77,+0.75%,10.09,+3.23%,11.16,+10.63%,11.02,-1.32%,12.13,+10.09%,11.73,-3.27%,12.32,+5.06%
499,Cardiomyopathy and myocarditis,Tripura,Female,2.39,,2.09,-12.49%,1.99,-4.85%,2.63,+32.22%,2.66,+1.38%,2.88,+8.09%,3.44,+19.56%,3.35,-2.58%,3.46,+3.25%,3.56,+2.73%,3.77,+6.04%
499,Cardiomyopathy and myocarditis,Uttar Pradesh,Male,743.48,,825.75,+11.06%,753.76,-8.72%,721.94,-4.22%,731.33,+1.30%,696.82,-4.72%,705.99,+1.32%,592.66,-16.05%,627.52,+5.88%,737.89,+17.59%,659.60,-10.61%
499,Cardiomyopathy and myocarditis,Uttar Pradesh,Female,210.72,,276.58,+31.26%,265.22,-4.11%,253.10,-4.57%,269.72,+6.57%,268.28,-0.54%,286.41,+6.76%,234.01,-18.29%,198.82,-15.04%,313.85,+57.86%,271.92,-13.36%
499,Cardiomyopathy and myocarditis,Uttarakhand,Male,35.26,,38.73,+9.84%,38.42,-0.80%,38.23,-0.50%,40.46,+5.83%,40.06,-0.99%,42.53,+6.18%,40.60,-4.55%,41.64,+2.56%,44.75,+7.47%,40.22,-10.12%
499,Cardiomyopathy and myocarditis,Uttarakhand,Female,9.96,,12.32,+23.69%,12.01,-2.54%,11.40,-5.05%,12.47,+9.31%,12.86,+3.19%,14.61,+13.55%,13.12,-10.14%,11.87,-9.53%,15.20,+28.01%,13.18,-13.30%
499,Cardiomyopathy and myocarditis,West Bengal,Male,210.55,,238.77,+13.40%,204.34,-14.42%,218.97,+7.16%,224.11,+2.35%,218.51,-2.50%,236.20,+8.10%,242.89,+2.83%,283.04,+16.53%,254.72,-10.00%,268.45,+5.39%
499,Cardiomyopathy and myocarditis,West Bengal,Female,47.72,,62.98,+31.99%,52.70,-16.32%,57.41,+8.93%,58.45,+1.82%,56.13,-3.98%,63.43,+13.01%,65.66,+3.53%,71.85,+9.42%,69.70,-2.99%,73.87,+5.98%
500,Atrial fibrillation and flutter,Andhra Pradesh,Male,55.89,,56.26,+0.65%,59.51,+5.79%,66.00,+10.91%,71.66,+8.57%,71.86,+0.27%,71.84,-0.03%,76.54,+6.55%,91.80,+19.94%,77.99,-15.05%,79.71,+2.21%
500,Atrial fibrillation and flutter,Andhra Pradesh,Female,43.95,,47.85,+8.87%,52.66,+10.06%,56.54,+7.37%,60.19,+6.46%,62.01,+3.02%,63.01,+1.62%,68.93,+9.40%,72.97,+5.85%,73.19,+0.30%,76.28,+4.23%
500,Atrial fibrillation and flutter,Arunachal Pradesh,Male,0.67,,0.68,+1.26%,0.72,+6.35%,0.80,+10.98%,0.86,+7.22%,0.88,+1.90%,0.89,+2.10%,0.95,+6.11%,1.20,+26.40%,1.13,-5.84%,1.20,+5.92%
500,Atrial fibrillation and flutter,Arunachal Pradesh,Female,0.29,,0.31,+7.19%,0.34,+8.37%,0.37,+7.43%,0.38,+3.76%,0.39,+2.46%,0.40,+3.70%,0.44,+8.15%,0.55,+25.57%,0.53,-2.83%,0.58,+8.56%
500,Atrial fibrillation and flutter,Assam,Male,17.63,,16.95,-3.88%,17.22,+1.62%,18.57,+7.84%,19.79,+6.56%,20.26,+2.36%,20.80,+2.69%,21.79,+4.76%,28.25,+29.62%,25.37,-10.20%,26.76,+5.49%
500,Atrial fibrillation and flutter,Assam,Female,10.56,,11.38,+7.77%,12.46,+9.47%,13.73,+10.14%,14.81,+7.89%,15.42,+4.12%,15.79,+2.39%,15.68,-0.66%,16.52,+5.31%,20.03,+21.29%,21.48,+7.20%
500,Atrial fibrillation and flutter,Bihar,Male,56.59,,54.60,-3.51%,55.83,+2.24%,61.21,+9.64%,65.75,+7.41%,66.96,+1.85%,69.15,+3.26%,71.84,+3.90%,90.03,+25.31%,76.57,-14.94%,80.52,+5.16%
500,Atrial fibrillation and flutter,Bihar,Female,42.34,,48.11,+13.62%,52.38,+8.86%,57.28,+9.35%,62.02,+8.28%,65.57,+5.73%,69.19,+5.52%,72.71,+5.09%,76.06,+4.61%,79.41,+4.40%,83.52,+5.17%
500,Atrial fibrillation and flutter,Chhattisgarh,Male,17.32,,17.62,+1.75%,19.15,+8.67%,22.10,+15.40%,24.39,+10.34%,24.79,+1.63%,25.67,+3.58%,27.72,+7.96%,37.53,+35.42%,29.98,-20.11%,31.37,+4.64%
500,Atrial fibrillation and flutter,Chhattisgarh,Female,11.91,,13.25,+11.25%,14.99,+13.13%,17.28,+15.34%,19.54,+13.07%,21.27,+8.85%,23.04,+8.31%,24.96,+8.32%,32.54,+30.36%,27.68,-14.93%,29.25,+5.68%
500,Atrial fibrillation and flutter,Delhi,Male,9.38,,9.40,+0.18%,10.05,+6.90%,10.61,+5.62%,10.99,+3.57%,10.88,-1.06%,11.20,+2.96%,16.76,+49.62%,19.89,+18.68%,13.21,-33.59%,14.05,+6.35%
500,Atrial fibrillation and flutter,Delhi,Female,5.42,,5.92,+9.31%,6.39,+7.97%,6.88,+7.52%,7.38,+7.36%,7.52,+1.89%,8.24,+9.58%,12.67,+53.71%,14.49,+14.39%,10.63,-26.66%,11.51,+8.28%
500,Atrial fibrillation and flutter,Goa,Male,1.75,,1.78,+1.83%,1.87,+5.15%,1.99,+6.48%,2.08,+4.28%,2.08,+0.24%,2.07,-0.70%,2.17,+5.01%,2.72,+25.33%,2.35,-13.57%,2.40,+2.32%
500,Atrial fibrillation and flutter,Goa,Female,0.85,,0.92,+8.51%,1.01,+9.38%,1.06,+5.05%,1.10,+3.69%,1.13,+3.41%,1.17,+3.22%,1.23,+5.46%,1.47,+18.84%,1.40,-4.70%,1.47,+5.32%
500,Atrial fibrillation and flutter,Gujarat,Male,41.02,,42.22,+2.93%,45.41,+7.54%,50.46,+11.13%,54.63,+8.25%,55.54,+1.67%,57.10,+2.81%,64.40,+12.78%,95.42,+48.17%,64.50,-32.40%,67.67,+4.91%
500,Atrial fibrillation and flutter,Gujarat,Female,27.07,,28.97,+7.01%,31.23,+7.80%,33.49,+7.23%,35.38,+5.66%,36.17,+2.22%,38.26,+5.79%,44.43,+16.12%,65.94,+48.42%,45.00,-31.74%,49.12,+9.13%
500,Atrial fibrillation and flutter,Haryana,Male,19.61,,20.66,+5.34%,22.91,+10.91%,26.42,+15.30%,29.38,+11.20%,30.92,+5.26%,32.19,+4.12%,36.44,+13.20%,43.48,+19.30%,35.08,-19.32%,36.11,+2.94%
500,Atrial fibrillation and flutter,Haryana,Female,12.06,,13.22,+9.68%,14.02,+6.02%,14.86,+6.04%,15.50,+4.30%,15.95,+2.87%,16.82,+5.46%,19.21,+14.24%,22.18,+15.46%,19.03,-14.22%,20.24,+6.36%
500,Atrial fibrillation and flutter,Himachal Pradesh,Male,6.06,,5.64,-7.00%,5.71,+1.22%,6.16,+8.02%,6.94,+12.67%,7.50,+8.05%,7.93,+5.65%,8.17,+3.07%,10.08,+23.44%,10.33,+2.40%,10.96,+6.11%
500,Atrial fibrillation and flutter,Himachal Pradesh,Female,2.97,,2.83,-4.68%,2.84,+0.29%,2.89,+1.88%,3.12,+7.89%,3.40,+8.90%,3.68,+8.32%,4.08,+10.92%,5.41,+32.54%,4.95,-8.54%,5.28,+6.78%
500,Atrial fibrillation and flutter,Jammu & Kashmir and Ladakh,Male,8.11,,8.41,+3.72%,9.29,+10.42%,10.44,+12.33%,11.45,+9.70%,11.81,+3.18%,12.11,+2.52%,12.04,-0.56%,13.22,+9.75%,14.31,+8.24%,14.91,+4.25%
500,Atrial fibrillation and flutter,Jammu & Kashmir and Ladakh,Female,4.13,,4.35,+5.49%,4.81,+10.39%,5.26,+9.45%,5.75,+9.26%,6.20,+7.88%,6.85,+10.45%,7.77,+13.48%,10.27,+32.21%,8.51,-17.14%,9.18,+7.84%
500,Atrial fibrillation and flutter,Jharkhand,Male,15.37,,16.18,+5.24%,16.18,-0.01%,20.11,+24.31%,23.13,+15.00%,24.46,+5.75%,25.61,+4.70%,27.29,+6.59%,35.95,+31.73%,29.26,-18.60%,31.33,+7.08%
500,Atrial fibrillation and flutter,Jharkhand,Female,10.68,,10.49,-1.74%,11.94,+13.78%,13.43,+12.49%,14.96,+11.40%,15.90,+6.28%,16.51,+3.82%,17.21,+4.24%,18.20,+5.72%,20.13,+10.62%,21.76,+8.11%
500,Atrial fibrillation and flutter,Karnataka,Male,42.33,,42.12,-0.48%,44.39,+5.37%,48.25,+8.71%,51.14,+5.99%,51.46,+0.62%,51.81,+0.68%,59.48,+14.80%,73.79,+24.08%,58.35,-20.92%,60.63,+3.90%
500,Atrial fibrillation and flutter,Karnataka,Female,33.67,,37.32,+10.86%,40.97,+9.75%,43.45,+6.07%,44.08,+1.45%,44.43,+0.79%,44.40,-0.06%,48.49,+9.21%,58.89,+21.45%,51.24,-13.00%,54.43,+6.23%
500,Atrial fibrillation and flutter,Kerala,Male,37.76,,38.30,+1.43%,40.09,+4.68%,44.04,+9.85%,47.62,+8.12%,47.32,-0.62%,45.78,-3.25%,41.59,-9.16%,48.64,+16.95%,49.73,+2.24%,50.97,+2.50%
500,Atrial fibrillation and flutter,Kerala,Female,23.96,,23.66,-1.26%,25.67,+8.52%,28.17,+9.70%,30.40,+7.92%,30.85,+1.47%,30.43,-1.34%,28.57,-6.11%,31.21,+9.22%,36.77,+17.81%,40.20,+9.35%
500,Atrial fibrillation and flutter,Madhya Pradesh,Male,38.14,,38.08,-0.14%,39.84,+4.61%,43.23,+8.50%,45.60,+5.50%,45.51,-0.20%,46.42,+2.00%,50.16,+8.06%,62.80,+25.19%,52.61,-16.23%,56.15,+6.75%
500,Atrial fibrillation and flutter,Madhya Pradesh,Female,24.91,,26.34,+5.75%,27.60,+4.77%,29.31,+6.22%,31.21,+6.48%,32.23,+3.24%,33.84,+5.00%,37.45,+10.67%,45.85,+22.43%,38.87,-15.21%,42.47,+9.25%
500,Atrial fibrillation and flutter,Maharashtra,Male,80.99,,84.03,+3.75%,85.45,+1.69%,85.27,-0.20%,89.64,+5.12%,109.98,+22.69%,88.30,-19.71%,81.44,-7.77%,103.06,+26.55%,92.28,-10.46%,99.75,+8.10%
500,Atrial fibrillation and flutter,Maharashtra,Female,45.86,,50.46,+10.02%,51.54,+2.14%,51.88,+0.67%,52.73,+1.63%,57.82,+9.64%,49.40,-14.56%,46.24,-6.40%,58.18,+25.83%,54.26,-6.74%,59.30,+9.29%
500,Atrial fibrillation and flutter,Manipur,Male,2.01,,2.07,+2.65%,2.21,+7.15%,2.50,+12.78%,2.71,+8.51%,2.81,+3.80%,2.91,+3.48%,3.04,+4.46%,4.56,+49.83%,3.65,-19.95%,3.87,+6.22%
500,Atrial fibrillation and flutter,Manipur,Female,1.10,,1.21,+9.41%,1.33,+10.29%,1.46,+9.50%,1.55,+6.44%,1.64,+5.67%,1.75,+7.09%,1.90,+8.41%,2.83,+49.09%,2.35,-17.21%,2.54,+8.41%
500,Atrial fibrillation and flutter,Meghalaya,Male,1.52,,1.52,-0.12%,1.58,+4.42%,1.80,+13.69%,1.95,+8.54%,2.01,+2.84%,2.05,+2.13%,2.16,+5.22%,3.51,+62.62%,2.55,-27.28%,2.69,+5.18%
500,Atrial fibrillation and flutter,Meghalaya,Female,0.74,,0.78,+4.90%,0.83,+6.30%,0.95,+14.86%,1.04,+9.76%,1.11,+5.93%,1.17,+5.78%,1.28,+9.30%,2.02,+57.62%,1.56,-22.49%,1.71,+9.51%
500,Atrial fibrillation and flutter,Mizoram,Male,0.45,,0.42,-4.99%,0.44,+4.51%,0.53,+19.85%,0.55,+4.18%,0.54,-2.33%,0.53,-2.21%,0.54,+2.72%,0.75,+38.27%,0.62,-17.26%,0.64,+3.33%
500,Atrial fibrillation and flutter,Mizoram,Female,0.22,,0.23,+4.03%,0.24,+7.25%,0.29,+19.81%,0.30,+3.09%,0.30,-1.61%,0.29,-0.79%,0.33,+10.73%,0.46,+42.20%,0.37,-20.45%,0.38,+3.21%
500,Atrial fibrillation and flutter,Nagaland,Male,0.87,,0.85,-1.80%,0.88,+3.02%,0.94,+7.61%,1.00,+5.39%,1.00,+0.63%,1.00,-0.19%,1.05,+4.61%,1.62,+55.14%,1.20,-25.99%,1.25,+4.08%
500,Atrial fibrillation and flutter,Nagaland,Female,0.41,,0.43,+6.10%,0.46,+6.82%,0.49,+6.18%,0.52,+4.78%,0.53,+3.56%,0.56,+4.12%,0.60,+8.27%,0.89,+47.18%,0.71,-19.47%,0.76,+6.71%
500,Atrial fibrillation and flutter,Odisha,Male,25.38,,23.51,-7.37%,23.54,+0.15%,25.94,+10.16%,27.31,+5.28%,27.11,-0.73%,27.08,-0.09%,27.97,+3.30%,33.52,+19.83%,30.57,-8.79%,32.48,+6.23%
500,Atrial fibrillation and flutter,Odisha,Female,16.40,,16.60,+1.18%,17.46,+5.21%,19.23,+10.11%,20.67,+7.49%,21.41,+3.57%,22.30,+4.16%,23.54,+5.56%,25.45,+8.12%,26.93,+5.84%,29.27,+8.68%
500,Atrial fibrillation and flutter,Other Union Territories,Male,2.18,,2.25,+3.05%,2.42,+7.98%,2.71,+11.86%,2.96,+9.13%,3.08,+3.98%,3.20,+4.03%,3.68,+14.83%,4.65,+26.57%,3.84,-17.45%,3.97,+3.33%
500,Atrial fibrillation and flutter,Other Union Territories,Female,1.42,,1.58,+11.28%,1.76,+11.32%,1.96,+11.52%,2.11,+7.95%,2.23,+5.51%,2.39,+7.29%,2.89,+20.57%,3.79,+31.28%,3.09,-18.36%,3.26,+5.40%
500,Atrial fibrillation and flutter,Punjab,Male,27.03,,27.21,+0.69%,29.51,+8.46%,33.52,+13.56%,37.34,+11.40%,38.77,+3.85%,40.39,+4.18%,44.33,+9.75%,49.19,+10.96%,45.20,-8.11%,45.47,+0.59%
500,Atrial fibrillation and flutter,Punjab,Female,18.97,,20.74,+9.32%,23.18,+11.77%,26.49,+14.24%,29.63,+11.88%,31.98,+7.93%,35.67,+11.55%,40.64,+13.92%,45.19,+11.21%,43.03,-4.77%,45.43,+5.56%
500,Atrial fibrillation and flutter,Rajasthan,Male,36.54,,38.48,+5.29%,41.99,+9.13%,47.42,+12.92%,52.29,+10.26%,53.56,+2.43%,54.78,+2.28%,57.85,+5.61%,65.13,+12.60%,63.73,-2.16%,65.73,+3.14%
500,Atrial fibrillation and flutter,Rajasthan,Female,22.67,,25.29,+11.56%,28.01,+10.76%,30.34,+8.30%,31.99,+5.45%,32.72,+2.28%,33.67,+2.90%,35.49,+5.40%,39.14,+10.29%,39.56,+1.06%,42.60,+7.70%
500,Atrial fibrillation and flutter,Sikkim,Male,0.44,,0.45,+1.65%,0.47,+4.74%,0.51,+7.25%,0.52,+1.45%,0.49,-5.45%,0.45,-7.56%,0.44,-3.20%,0.52,+19.48%,0.55,+5.04%,0.56,+2.99%
500,Atrial fibrillation and flutter,Sikkim,Female,0.23,,0.25,+5.71%,0.26,+4.78%,0.26,+2.97%,0.26,-0.24%,0.26,-2.57%,0.25,-2.54%,0.28,+9.79%,0.36,+32.07%,0.34,-6.52%,0.36,+4.70%
500,Atrial fibrillation and flutter,Tamil Nadu,Male,69.01,,73.01,+5.80%,78.19,+7.08%,85.23,+9.01%,90.53,+6.22%,91.46,+1.03%,88.56,-3.17%,95.42,+7.74%,109.57,+14.83%,94.16,-14.06%,99.22,+5.38%
500,Atrial fibrillation and flutter,Tamil Nadu,Female,47.47,,52.63,+10.88%,56.34,+7.05%,59.34,+5.32%,60.27,+1.56%,59.02,-2.08%,56.60,-4.10%,59.82,+5.70%,65.99,+10.32%,61.71,-6.49%,68.92,+11.68%
500,Atrial fibrillation and flutter,Telangana,Male,40.96,,41.18,+0.55%,43.01,+4.43%,46.91,+9.08%,51.60,+9.98%,54.56,+5.75%,56.80,+4.10%,61.90,+8.97%,74.39,+20.19%,63.37,-14.82%,64.91,+2.44%
500,Atrial fibrillation and flutter,Telangana,Female,32.60,,34.37,+5.43%,36.06,+4.91%,39.00,+8.15%,42.56,+9.12%,44.48,+4.51%,45.51,+2.32%,47.24,+3.81%,48.84,+3.39%,54.31,+11.19%,56.42,+3.89%
500,Atrial fibrillation and flutter,Tripura,Male,2.78,,2.44,-12.50%,2.65,+8.67%,3.21,+21.32%,3.43,+6.78%,3.36,-1.92%,3.47,+3.17%,3.64,+4.92%,4.17,+14.64%,4.18,+0.21%,4.34,+3.75%
500,Atrial fibrillation and flutter,Tripura,Female,1.65,,1.43,-13.57%,1.60,+12.14%,2.00,+25.02%,2.12,+5.66%,2.06,-2.46%,2.21,+6.90%,2.38,+8.09%,2.67,+12.08%,2.85,+6.59%,3.04,+6.58%
500,Atrial fibrillation and flutter,Uttar Pradesh,Male,102.61,,98.36,-4.14%,98.58,+0.22%,103.50,+4.99%,105.38,+1.82%,100.32,-4.81%,96.60,-3.70%,97.23,+0.65%,115.13,+18.41%,106.74,-7.29%,113.30,+6.15%
500,Atrial fibrillation and flutter,Uttar Pradesh,Female,66.01,,71.70,+8.61%,74.54,+3.96%,76.11,+2.11%,77.54,+1.88%,74.99,-3.30%,73.83,-1.55%,74.26,+0.58%,74.35,+0.13%,87.77,+18.04%,95.09,+8.34%
