Cause ID,Cause Name,State,Gender,2013 Deaths,2013 Deaths YoY %,2014 Deaths,2014 Deaths YoY %,2015 Deaths,2015 Deaths YoY %,2016 Deaths,2016 Deaths YoY %,2017 Deaths,2017 Deaths YoY %,2018 Deaths,2018 Deaths YoY %,2019 Deaths,2019 Deaths YoY %,2020 Deaths,2020 Deaths YoY %,2021 Deaths,2021 Deaths YoY %,2022 Deaths,2022 Deaths YoY %,2023 Deaths,2023 Deaths YoY %
494,Stroke,Mizoram,Female,31.64,,31.86,+0.71%,34.05,+6.88%,41.78,+22.68%,44.57,+6.68%,45.87,+2.90%,45.65,-0.48%,49.91,+9.34%,70.25,+40.76%,56.09,-20.16%,54.44,-2.95%
494,Stroke,Nagaland,Male,473.29,,458.36,-3.15%,457.80,-0.12%,479.65,+4.77%,490.56,+2.27%,485.01,-1.13%,459.11,-5.34%,449.81,-2.03%,669.82,+48.91%,475.76,-28.97%,484.89,+1.92%
494,Stroke,Nagaland,Female,194.00,,199.62,+2.89%,201.55,+0.97%,205.31,+1.87%,206.73,+0.69%,207.97,+0.60%,202.63,-2.57%,203.41,+0.38%,290.02,+42.58%,213.91,-26.24%,216.99,+1.44%
494,Stroke,Odisha,Male,17.24K,,16.22K,-5.90%,16.18K,-0.28%,18.25K,+12.83%,19.36K,+6.10%,19.30K,-0.32%,18.85K,-2.35%,18.46K,-2.07%,21.30K,+15.40%,19.36K,-9.11%,19.39K,+0.18%
494,Stroke,Odisha,Female,13.42K,,13.62K,+1.47%,13.88K,+1.91%,15.35K,+10.55%,16.37K,+6.71%,16.91K,+3.29%,17.10K,+1.09%,16.78K,-1.85%,17.95K,+6.98%,18.62K,+3.74%,18.73K,+0.58%
494,Stroke,Other Union Territories,Male,505.07,,508.22,+0.62%,521.63,+2.64%,563.72,+8.07%,586.80,+4.09%,585.64,-0.20%,572.90,-2.18%,614.55,+7.27%,754.45,+22.76%,597.83,-20.76%,595.99,-0.31%
494,Stroke,Other Union Territories,Female,382.98,,412.54,+7.72%,428.27,+3.81%,455.42,+6.34%,465.94,+2.31%,473.25,+1.57%,474.39,+0.24%,532.16,+12.18%,681.62,+28.09%,531.40,-22.04%,533.12,+0.32%
494,Stroke,Punjab,Male,5.20K,,5.10K,-1.91%,5.23K,+2.49%,5.81K,+11.09%,6.19K,+6.59%,6.23K,+0.58%,6.11K,-1.80%,6.31K,+3.18%,6.93K,+9.79%,6.13K,-11.47%,5.88K,-4.06%
494,Stroke,Punjab,Female,3.56K,,3.79K,+6.65%,3.98K,+4.90%,4.45K,+11.97%,4.73K,+6.22%,4.96K,+4.76%,5.15K,+3.90%,5.44K,+5.70%,5.95K,+9.23%,5.56K,-6.42%,5.49K,-1.32%
494,Stroke,Rajasthan,Male,9.66K,,10.05K,+4.03%,10.61K,+5.52%,11.65K,+9.85%,12.31K,+5.66%,12.17K,-1.13%,11.77K,-3.31%,11.38K,-3.31%,12.41K,+9.09%,11.77K,-5.20%,11.39K,-3.22%
494,Stroke,Rajasthan,Female,5.89K,,6.49K,+10.12%,6.84K,+5.40%,7.18K,+5.00%,7.23K,+0.67%,7.15K,-1.08%,6.95K,-2.81%,6.57K,-5.40%,7.11K,+8.24%,6.93K,-2.51%,6.91K,-0.29%
494,Stroke,Sikkim,Male,99.33,,97.67,-1.67%,96.64,-1.06%,99.05,+2.50%,96.27,-2.81%,88.42,-8.16%,77.42,-12.43%,70.44,-9.02%,82.01,+16.43%,82.90,+1.08%,83.40,+0.60%
494,Stroke,Sikkim,Female,51.87,,52.88,+1.95%,51.60,-2.43%,50.74,-1.66%,48.65,-4.13%,46.41,-4.59%,43.11,-7.12%,44.31,+2.79%,57.11,+28.89%,51.83,-9.24%,52.70,+1.67%
494,Stroke,Tamil Nadu,Male,20.49K,,21.51K,+4.96%,22.38K,+4.02%,24.60K,+9.93%,25.91K,+5.36%,25.81K,-0.42%,24.53K,-4.94%,24.73K,+0.80%,27.41K,+10.84%,21.79K,-20.49%,21.87K,+0.38%
494,Stroke,Tamil Nadu,Female,15.72K,,17.59K,+11.92%,18.43K,+4.75%,19.65K,+6.62%,19.87K,+1.13%,19.18K,-3.46%,17.93K,-6.55%,18.19K,+1.48%,19.95K,+9.65%,17.84K,-10.57%,18.63K,+4.40%
494,Stroke,Telangana,Male,13.75K,,13.36K,-2.87%,13.43K,+0.51%,14.35K,+6.87%,14.93K,+4.02%,14.93K,+0.03%,14.64K,-1.97%,14.46K,-1.22%,16.51K,+14.19%,13.65K,-17.32%,13.15K,-3.67%
494,Stroke,Telangana,Female,9.74K,,9.91K,+1.71%,9.87K,-0.37%,10.36K,+4.98%,10.57K,+1.99%,10.38K,-1.76%,9.94K,-4.26%,9.25K,-6.97%,9.14K,-1.20%,9.87K,+7.95%,9.58K,-2.94%
494,Stroke,Tripura,Male,1.99K,,1.65K,-17.23%,1.71K,+3.68%,2.08K,+21.63%,2.17K,+4.36%,2.07K,-4.34%,2.02K,-2.78%,2.00K,-0.95%,2.22K,+11.13%,2.12K,-4.31%,2.16K,+1.72%
494,Stroke,Tripura,Female,1.15K,,941.95,-18.34%,1.00K,+6.63%,1.27K,+26.44%,1.32K,+3.88%,1.27K,-4.04%,1.27K,+0.43%,1.28K,+1.08%,1.40K,+8.76%,1.41K,+0.92%,1.46K,+3.40%
494,Stroke,Uttar Pradesh,Male,46.73K,,49.63K,+6.21%,52.62K,+6.03%,60.02K,+14.05%,63.03K,+5.01%,63.56K,+0.85%,61.48K,-3.27%,58.82K,-4.34%,70.67K,+20.15%,63.65K,-9.93%,63.00K,-1.02%
494,Stroke,Uttar Pradesh,Female,37.27K,,45.24K,+21.39%,49.28K,+8.91%,55.06K,+11.75%,57.27K,+4.00%,59.31K,+3.57%,58.64K,-1.14%,54.55K,-6.97%,55.56K,+1.86%,65.36K,+17.63%,64.91K,-0.70%
494,Stroke,Uttarakhand,Male,3.62K,,3.62K,-0.09%,3.76K,+3.78%,4.01K,+6.63%,4.02K,+0.30%,3.81K,-5.14%,3.42K,-10.21%,3.35K,-2.15%,3.71K,+10.64%,3.33K,-10.13%,3.28K,-1.67%
494,Stroke,Uttarakhand,Female,2.07K,,2.24K,+7.87%,2.30K,+2.91%,2.41K,+4.92%,2.45K,+1.49%,2.41K,-1.67%,2.24K,-7.15%,2.12K,-5.32%,2.19K,+3.35%,2.24K,+2.29%,2.22K,-0.68%
494,Stroke,West Bengal,Male,53.56K,,52.26K,-2.43%,50.16K,-4.00%,52.10K,+3.85%,52.86K,+1.46%,52.71K,-0.28%,51.00K,-3.25%,53.10K,+4.14%,64.25K,+20.99%,51.08K,-20.50%,52.08K,+1.95%
494,Stroke,West Bengal,Female,33.41K,,35.27K,+5.55%,34.78K,-1.37%,35.46K,+1.96%,34.86K,-1.70%,33.90K,-2.76%,32.68K,-3.60%,34.25K,+4.80%,40.75K,+18.98%,34.18K,-16.13%,35.53K,+3.97%
498,Hypertensive heart disease,Andhra Pradesh,Male,3.55K,,3.51K,-0.93%,3.67K,+4.33%,4.00K,+9.18%,4.28K,+6.88%,4.21K,-1.65%,4.16K,-1.17%,4.33K,+4.05%,5.10K,+17.82%,4.22K,-17.22%,4.26K,+1.04%
498,Hypertensive heart disease,Andhra Pradesh,Female,2.80K,,3.06K,+9.34%,3.36K,+9.72%,3.58K,+6.56%,3.78K,+5.70%,3.86K,+2.10%,3.93K,+1.74%,4.24K,+7.79%,4.43K,+4.71%,4.50K,+1.42%,4.71K,+4.78%
498,Hypertensive heart disease,Arunachal Pradesh,Male,39.17,,39.24,+0.16%,41.33,+5.33%,45.19,+9.36%,47.97,+6.15%,48.34,+0.77%,48.31,-0.05%,50.24,+3.99%,62.23,+23.86%,54.92,-11.74%,59.93,+9.12%
498,Hypertensive heart disease,Arunachal Pradesh,Female,21.05,,22.94,+8.98%,25.16,+9.65%,27.30,+8.51%,28.87,+5.77%,30.02,+3.96%,31.36,+4.46%,33.76,+7.68%,42.28,+25.23%,38.76,-8.34%,43.95,+13.41%
498,Hypertensive heart disease,Assam,Male,1.26K,,1.20K,-4.19%,1.22K,+0.93%,1.29K,+5.92%,1.35K,+4.70%,1.36K,+0.89%,1.37K,+0.44%,1.39K,+1.81%,1.75K,+26.15%,1.55K,-11.91%,1.60K,+3.49%
498,Hypertensive heart disease,Assam,Female,748.29,,834.11,+11.47%,930.81,+11.59%,1.03K,+10.20%,1.11K,+8.38%,1.17K,+5.38%,1.21K,+2.98%,1.19K,-1.12%,1.25K,+5.10%,1.52K,+21.44%,1.62K,+6.46%
498,Hypertensive heart disease,Bihar,Male,5.31K,,5.15K,-3.00%,5.20K,+1.02%,5.66K,+8.93%,6.06K,+7.04%,6.12K,+0.89%,6.22K,+1.76%,6.30K,+1.29%,7.77K,+23.19%,6.51K,-16.17%,6.78K,+4.08%
498,Hypertensive heart disease,Bihar,Female,3.30K,,3.85K,+16.57%,4.21K,+9.46%,4.62K,+9.72%,5.06K,+9.55%,5.41K,+6.98%,5.79K,+6.90%,6.08K,+5.07%,6.37K,+4.81%,6.64K,+4.13%,6.98K,+5.24%
498,Hypertensive heart disease,Chhattisgarh,Male,1.53K,,1.56K,+1.67%,1.66K,+6.61%,1.88K,+13.58%,2.05K,+8.68%,2.04K,-0.33%,2.07K,+1.45%,2.14K,+3.30%,2.81K,+31.41%,2.24K,-20.14%,2.28K,+1.78%
498,Hypertensive heart disease,Chhattisgarh,Female,879.98,,985.69,+12.01%,1.10K,+11.78%,1.26K,+14.25%,1.40K,+11.46%,1.51K,+7.51%,1.63K,+7.85%,1.72K,+5.93%,2.22K,+28.90%,1.90K,-14.50%,1.97K,+3.91%
498,Hypertensive heart disease,Delhi,Male,587.71,,575.94,-2.00%,592.00,+2.79%,594.63,+0.44%,593.00,-0.27%,562.91,-5.07%,556.62,-1.12%,786.24,+41.25%,902.54,+14.79%,599.88,-33.53%,615.39,+2.59%
498,Hypertensive heart disease,Delhi,Female,368.75,,398.73,+8.13%,421.10,+5.61%,436.62,+3.68%,458.23,+4.95%,458.05,-0.04%,496.38,+8.37%,737.95,+48.67%,818.33,+10.89%,604.21,-26.17%,636.36,+5.32%
498,Hypertensive heart disease,Goa,Male,95.23,,95.68,+0.47%,98.97,+3.44%,102.66,+3.73%,104.78,+2.06%,103.40,-1.31%,101.04,-2.28%,105.13,+4.05%,130.65,+24.28%,107.89,-17.42%,107.27,-0.57%
498,Hypertensive heart disease,Goa,Female,46.71,,50.39,+7.88%,54.36,+7.88%,55.96,+2.95%,57.02,+1.90%,58.13,+1.95%,59.31,+2.03%,61.66,+3.96%,72.34,+17.31%,67.90,-6.13%,70.48,+3.81%
498,Hypertensive heart disease,Gujarat,Male,3.12K,,3.20K,+2.47%,3.42K,+6.93%,3.74K,+9.12%,4.00K,+7.02%,4.01K,+0.37%,4.06K,+1.30%,4.48K,+10.20%,6.44K,+43.84%,4.26K,-33.82%,4.36K,+2.32%
498,Hypertensive heart disease,Gujarat,Female,2.00K,,2.16K,+8.17%,2.32K,+7.21%,2.44K,+5.24%,2.55K,+4.45%,2.57K,+0.95%,2.70K,+4.79%,3.08K,+14.02%,4.46K,+44.86%,3.09K,-30.56%,3.34K,+7.99%
498,Hypertensive heart disease,Haryana,Male,1.28K,,1.33K,+3.88%,1.44K,+7.73%,1.60K,+11.55%,1.75K,+8.84%,1.78K,+2.05%,1.79K,+0.74%,1.94K,+8.06%,2.23K,+15.08%,1.76K,-21.16%,1.76K,+0.15%
498,Hypertensive heart disease,Haryana,Female,813.03,,901.10,+10.83%,944.62,+4.83%,981.63,+3.92%,1.03K,+4.56%,1.05K,+2.10%,1.10K,+5.17%,1.23K,+11.48%,1.38K,+12.64%,1.20K,-13.21%,1.26K,+4.50%
498,Hypertensive heart disease,Himachal Pradesh,Male,337.19,,308.87,-8.40%,306.39,-0.80%,322.55,+5.27%,355.86,+10.33%,375.81,+5.60%,387.73,+3.17%,390.17,+0.63%,468.92,+20.18%,478.72,+2.09%,500.57,+4.56%
498,Hypertensive heart disease,Himachal Pradesh,Female,213.09,,204.13,-4.20%,203.47,-0.32%,205.22,+0.86%,219.93,+7.17%,235.79,+7.21%,252.69,+7.17%,274.57,+8.66%,353.23,+28.65%,325.81,-7.76%,344.71,+5.80%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Male,515.98,,527.39,+2.21%,571.80,+8.42%,629.58,+10.10%,677.24,+7.57%,681.50,+0.63%,674.48,-1.03%,644.76,-4.41%,676.41,+4.91%,730.53,+8.00%,743.94,+1.84%
498,Hypertensive heart disease,Jammu & Kashmir and Ladakh,Female,312.80,,331.77,+6.06%,365.38,+10.13%,394.55,+7.98%,426.64,+8.13%,454.55,+6.54%,494.92,+8.88%,550.49,+11.23%,711.52,+29.25%,595.58,-16.30%,638.34,+7.18%
498,Hypertensive heart disease,Jharkhand,Male,1.32K,,1.37K,+3.61%,1.31K,-4.18%,1.56K,+18.71%,1.71K,+10.00%,1.75K,+2.18%,1.76K,+0.56%,1.80K,+2.31%,2.31K,+28.35%,1.86K,-19.38%,1.95K,+4.67%
498,Hypertensive heart disease,Jharkhand,Female,819.31,,826.32,+0.86%,947.02,+14.61%,1.06K,+12.36%,1.18K,+11.36%,1.26K,+6.05%,1.30K,+3.75%,1.34K,+2.76%,1.40K,+4.51%,1.55K,+10.78%,1.68K,+8.48%
498,Hypertensive heart disease,Karnataka,Male,3.10K,,3.07K,-1.04%,3.22K,+4.78%,3.48K,+8.11%,3.66K,+5.07%,3.62K,-0.98%,3.57K,-1.30%,4.00K,+12.03%,4.87K,+21.58%,3.78K,-22.31%,3.85K,+1.73%
498,Hypertensive heart disease,Karnataka,Female,2.23K,,2.47K,+10.96%,2.71K,+9.33%,2.86K,+5.71%,2.89K,+1.22%,2.89K,-0.06%,2.89K,-0.26%,3.13K,+8.55%,3.79K,+21.13%,3.30K,-12.90%,3.48K,+5.37%
498,Hypertensive heart disease,Kerala,Male,1.88K,,1.90K,+1.06%,1.97K,+3.98%,2.13K,+8.28%,2.27K,+6.11%,2.21K,-2.40%,2.10K,-5.17%,1.88K,-10.57%,2.14K,+13.93%,2.15K,+0.71%,2.17K,+0.82%
498,Hypertensive heart disease,Kerala,Female,1.51K,,1.48K,-1.74%,1.59K,+6.97%,1.71K,+7.76%,1.80K,+5.46%,1.80K,-0.50%,1.75K,-2.60%,1.62K,-7.48%,1.72K,+6.14%,2.05K,+19.05%,2.20K,+7.59%
498,Hypertensive heart disease,Madhya Pradesh,Male,3.46K,,3.46K,+0.00%,3.61K,+4.45%,3.88K,+7.22%,4.05K,+4.42%,3.97K,-1.98%,3.97K,+0.13%,4.15K,+4.47%,5.07K,+22.11%,4.19K,-17.31%,4.32K,+3.14%
498,Hypertensive heart disease,Madhya Pradesh,Female,2.07K,,2.22K,+7.44%,2.34K,+5.26%,2.49K,+6.23%,2.66K,+6.78%,2.76K,+3.91%,2.93K,+5.98%,3.20K,+9.24%,3.91K,+22.22%,3.30K,-15.61%,3.54K,+7.26%
498,Hypertensive heart disease,Maharashtra,Male,6.24K,,6.40K,+2.52%,6.52K,+1.89%,6.52K,-0.02%,6.79K,+4.17%,8.19K,+20.52%,6.48K,-20.81%,5.81K,-10.37%,7.13K,+22.77%,6.32K,-11.34%,6.60K,+4.35%
498,Hypertensive heart disease,Maharashtra,Female,3.54K,,3.90K,+10.17%,4.01K,+2.88%,4.02K,+0.23%,3.98K,-1.05%,4.27K,+7.32%,3.64K,-14.69%,3.35K,-7.96%,4.11K,+22.62%,3.89K,-5.23%,4.20K,+7.81%
498,Hypertensive heart disease,Manipur,Male,124.14,,125.95,+1.46%,133.80,+6.23%,148.88,+11.27%,160.35,+7.71%,164.28,+2.45%,165.75,+0.89%,169.53,+2.28%,247.99,+46.28%,194.07,-21.74%,202.96,+4.58%
498,Hypertensive heart disease,Manipur,Female,82.21,,91.72,+11.56%,102.74,+12.01%,113.24,+10.22%,122.13,+7.85%,129.54,+6.07%,138.31,+6.77%,148.88,+7.64%,221.89,+49.03%,180.98,-18.43%,193.92,+7.15%
498,Hypertensive heart disease,Meghalaya,Male,83.44,,81.93,-1.82%,84.76,+3.46%,95.40,+12.55%,103.14,+8.11%,105.40,+2.20%,105.90,+0.47%,109.37,+3.28%,172.25,+57.49%,122.63,-28.81%,126.56,+3.20%
498,Hypertensive heart disease,Meghalaya,Female,56.11,,59.39,+5.83%,63.17,+6.38%,72.33,+14.50%,79.80,+10.32%,85.08,+6.62%,90.30,+6.13%,98.12,+8.67%,155.10,+58.07%,118.35,-23.69%,128.35,+8.45%
498,Hypertensive heart disease,Mizoram,Male,24.38,,22.57,-7.43%,23.62,+4.65%,28.90,+22.37%,30.64,+5.99%,29.80,-2.73%,28.63,-3.91%,29.01,+1.34%,39.41,+35.84%,31.77,-19.39%,32.10,+1.04%
498,Hypertensive heart disease,Mizoram,Female,15.11,,15.88,+5.13%,17.27,+8.71%,20.75,+20.18%,21.70,+4.59%,21.51,-0.88%,21.44,-0.33%,23.76,+10.79%,33.79,+42.26%,26.38,-21.93%,26.83,+1.69%
498,Hypertensive heart disease,Nagaland,Male,47.14,,46.42,-1.52%,47.83,+3.03%,50.95,+6.53%,53.38,+4.78%,53.45,+0.12%,52.44,-1.89%,53.93,+2.86%,81.35,+50.83%,58.85,-27.66%,60.08,+2.10%
498,Hypertensive heart disease,Nagaland,Female,30.09,,32.32,+7.38%,34.68,+7.30%,36.68,+5.78%,38.61,+5.26%,40.10,+3.85%,41.71,+4.01%,45.00,+7.90%,66.43,+47.62%,52.24,-21.36%,55.40,+6.06%
498,Hypertensive heart disease,Odisha,Male,2.11K,,1.96K,-6.95%,1.95K,-0.61%,2.14K,+9.81%,2.25K,+5.03%,2.20K,-2.19%,2.16K,-2.01%,2.17K,+0.53%,2.55K,+17.65%,2.28K,-10.68%,2.37K,+4.19%
498,Hypertensive heart disease,Odisha,Female,1.18K,,1.23K,+3.93%,1.31K,+6.26%,1.45K,+10.99%,1.57K,+8.36%,1.63K,+3.39%,1.69K,+3.93%,1.76K,+4.25%,1.89K,+7.15%,1.99K,+5.27%,2.13K,+7.37%
498,Hypertensive heart disease,Other Union Territories,Male,148.12,,150.34,+1.50%,158.40,+5.36%,172.44,+8.86%,183.38,+6.35%,185.34,+1.07%,187.40,+1.11%,208.90,+11.47%,259.12,+24.04%,208.48,-19.54%,210.95,+1.18%
498,Hypertensive heart disease,Other Union Territories,Female,93.95,,104.38,+11.10%,114.67,+9.87%,125.09,+9.08%,132.90,+6.25%,138.52,+4.23%,147.12,+6.21%,174.94,+18.91%,228.51,+30.62%,183.64,-19.63%,190.07,+3.50%
498,Hypertensive heart disease,Punjab,Male,1.54K,,1.52K,-1.61%,1.60K,+5.25%,1.77K,+11.06%,1.95K,+9.76%,1.98K,+1.63%,2.03K,+2.51%,2.18K,+7.62%,2.38K,+9.19%,2.13K,-10.73%,2.11K,-1.02%
498,Hypertensive heart disease,Punjab,Female,1.15K,,1.26K,+10.04%,1.40K,+11.02%,1.59K,+13.17%,1.76K,+11.11%,1.88K,+6.66%,2.09K,+11.19%,2.35K,+12.49%,2.57K,+9.31%,2.46K,-4.35%,2.56K,+4.06%
498,Hypertensive heart disease,Rajasthan,Male,2.76K,,2.90K,+5.12%,3.16K,+8.87%,3.50K,+10.85%,3.80K,+8.76%,3.81K,+0.18%,3.83K,+0.45%,3.92K,+2.27%,4.28K,+9.39%,4.14K,-3.28%,4.18K,+0.94%
498,Hypertensive heart disease,Rajasthan,Female,1.77K,,2.01K,+13.43%,2.24K,+11.19%,2.41K,+7.91%,2.57K,+6.40%,2.62K,+1.94%,2.72K,+3.86%,2.83K,+4.05%,3.09K,+9.23%,3.12K,+0.75%,3.31K,+6.37%
498,Hypertensive heart disease,Sikkim,Male,25.03,,24.88,-0.59%,25.40,+2.07%,26.45,+4.13%,26.28,-0.64%,24.46,-6.90%,22.07,-9.77%,21.04,-4.69%,24.57,+16.79%,25.10,+2.16%,25.55,+1.79%
498,Hypertensive heart disease,Sikkim,Female,14.31,,15.05,+5.19%,15.57,+3.49%,15.71,+0.84%,15.47,-1.52%,14.97,-3.18%,14.50,-3.19%,15.87,+9.45%,20.79,+31.03%,19.12,-8.03%,19.77,+3.42%
498,Hypertensive heart disease,Tamil Nadu,Male,4.77K,,4.95K,+3.72%,5.17K,+4.52%,5.56K,+7.64%,5.83K,+4.69%,5.74K,-1.44%,5.46K,-4.98%,5.73K,+5.10%,6.44K,+12.32%,5.36K,-16.78%,5.52K,+3.00%
498,Hypertensive heart disease,Tamil Nadu,Female,3.20K,,3.57K,+11.68%,3.81K,+6.55%,3.98K,+4.57%,4.02K,+0.89%,3.88K,-3.38%,3.72K,-4.28%,3.88K,+4.50%,4.23K,+8.91%,3.91K,-7.52%,4.32K,+10.51%
498,Hypertensive heart disease,Telangana,Male,3.02K,,2.98K,-1.41%,3.07K,+3.22%,3.32K,+8.06%,3.57K,+7.46%,3.67K,+2.76%,3.74K,+1.97%,3.94K,+5.35%,4.61K,+17.03%,3.87K,-16.04%,3.89K,+0.33%
498,Hypertensive heart disease,Telangana,Female,2.13K,,2.25K,+5.36%,2.33K,+3.91%,2.50K,+7.09%,2.68K,+7.13%,2.76K,+2.95%,2.82K,+2.30%,2.86K,+1.61%,2.91K,+1.73%,3.25K,+11.51%,3.36K,+3.53%
498,Hypertensive heart disease,Tripura,Male,166.15,,142.99,-13.94%,154.90,+8.32%,189.81,+22.54%,203.76,+7.35%,197.87,-2.89%,200.88,+1.52%,207.89,+3.49%,233.70,+12.41%,228.79,-2.10%,234.59,+2.54%
498,Hypertensive heart disease,Tripura,Female,119.35,,104.87,-12.13%,120.22,+14.64%,153.99,+28.10%,166.25,+7.96%,163.27,-1.79%,175.15,+7.28%,188.66,+7.72%,209.47,+11.03%,221.12,+5.56%,233.63,+5.66%
498,Hypertensive heart disease,Uttar Pradesh,Male,9.73K,,9.37K,-3.75%,9.30K,-0.71%,9.61K,+3.27%,9.68K,+0.73%,9.08K,-6.13%,8.56K,-5.80%,8.32K,-2.79%,9.55K,+14.77%,8.80K,-7.77%,9.14K,+3.82%
498,Hypertensive heart disease,Uttar Pradesh,Female,5.55K,,6.14K,+10.64%,6.43K,+4.64%,6.57K,+2.20%,6.74K,+2.60%,6.57K,-2.57%,6.46K,-1.56%,6.40K,-0.99%,6.31K,-1.34%,7.63K,+20.86%,8.17K,+6.99%
498,Hypertensive heart disease,Uttarakhand,Male,692.08,,701.49,+1.36%,750.38,+6.97%,807.31,+7.59%,843.69,+4.51%,818.57,-2.98%,777.21,-5.05%,805.46,+3.63%,889.15,+10.39%,816.85,-8.13%,829.61,+1.56%
498,Hypertensive heart disease,Uttarakhand,Female,446.27,,496.15,+11.18%,538.99,+8.63%,575.80,+6.83%,623.07,+8.21%,636.68,+2.18%,645.98,+1.46%,673.89,+4.32%,706.21,+4.80%,737.66,+4.45%,782.30,+6.05%
498,Hypertensive heart disease,West Bengal,Male,3.68K,,3.68K,+0.07%,3.76K,+1.96%,4.00K,+6.45%,4.25K,+6.21%,4.33K,+1.89%,4.42K,+2.08%,4.88K,+10.58%,5.95K,+21.93%,4.87K,-18.13%,5.05K,+3.65%
498,Hypertensive heart disease,West Bengal,Female,2.53K,,2.83K,+11.94%,3.10K,+9.34%,3.29K,+6.44%,3.48K,+5.69%,3.52K,+1.15%,3.69K,+4.83%,4.24K,+14.85%,5.08K,+19.78%,4.49K,-11.68%,4.80K,+6.95%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Male,85.68,,90.26,+5.34%,78.97,-12.51%,90.99,+15.22%,98.31,+8.05%,86.07,-12.45%,112.45,+30.65%,83.17,-26.04%,84.80,+1.96%,82.49,-2.72%,94.77,+14.89%
499,Cardiomyopathy and myocarditis,Andhra Pradesh,Female,13.46,,16.26,+20.86%,10.46,-35.66%,13.26,+26.75%,14.61,+10.15%,10.40,-28.83%,21.56,+107.37%,7.94,-63.19%,2.78,-65.02%,9.18,+230.68%,14.30,+55.75%
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Male,1.98,,1.95,-1.20%,2.02,+3.45%,2.15,+6.32%,2.21,+2.71%,2.31,+4.62%,2.30,-0.33%,2.38,+3.27%,2.94,+23.71%,-1.15,-139.21%,2.75,-338.53%
499,Cardiomyopathy and myocarditis,Arunachal Pradesh,Female,0.39,,0.41,+5.47%,0.44,+6.67%,0.46,+6.46%,0.48,+3.67%,0.54,+11.55%,0.55,+2.42%,0.57,+3.34%,0.69,+21.33%,-0.78,-213.71%,0.66,-184.29%
499,Cardiomyopathy and myocarditis,Assam,Male,64.11,,59.43,-7.29%,55.06,-7.35%,58.24,+5.77%,59.04,+1.37%,62.16,+5.29%,61.60,-0.90%,62.53,+1.51%,79.63,+27.36%,70.76,-11.15%,73.26,+3.54%
499,Cardiomyopathy and myocarditis,Assam,Female,17.41,,18.27,+4.91%,18.24,-0.13%,20.56,+12.69%,21.80,+6.05%,24.97,+14.55%,25.20,+0.89%,24.20,-3.98%,24.37,+0.73%,29.57,+21.35%,30.37,+2.68%
499,Cardiomyopathy and myocarditis,Bihar,Male,288.66,,324.39,+12.38%,284.88,-12.18%,304.26,+6.80%,311.06,+2.23%,332.70,+6.96%,373.06,+12.13%,310.47,-16.78%,372.94,+20.12%,376.62,+0.99%,399.62,+6.11%
499,Cardiomyopathy and myocarditis,Bihar,Female,89.81,,122.17,+36.04%,110.57,-9.49%,119.27,+7.86%,123.47,+3.53%,140.41,+13.72%,164.20,+16.94%,130.33,-20.62%,125.55,-3.67%,166.04,+32.25%,173.76,+4.65%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Male,75.44,,78.20,+3.67%,69.93,-10.58%,92.64,+32.48%,98.61,+6.45%,88.54,-10.21%,105.54,+19.20%,79.13,-25.03%,94.64,+19.61%,107.76,+13.87%,91.82,-14.79%
499,Cardiomyopathy and myocarditis,Chhattisgarh,Female,23.14,,26.37,+13.97%,22.94,-13.03%,33.28,+45.09%,36.51,+9.70%,33.77,-7.49%,44.47,+31.67%,29.10,-34.57%,30.53,+4.92%,44.57,+45.98%,34.84,-21.83%
499,Cardiomyopathy and myocarditis,Delhi,Male,55.81,,62.60,+12.17%,56.40,-9.90%,53.70,-4.79%,54.51,+1.50%,53.10,-2.58%,58.52,+10.20%,72.35,+23.64%,79.05,+9.25%,62.60,-20.81%,52.73,-15.76%
499,Cardiomyopathy and myocarditis,Delhi,Female,15.04,,18.53,+23.23%,16.46,-11.18%,15.87,-3.57%,16.97,+6.90%,17.18,+1.21%,20.44,+19.02%,25.80,+26.22%,25.72,-0.32%,22.98,-10.66%,18.52,-19.40%
499,Cardiomyopathy and myocarditis,Goa,Male,1.62,,1.52,-6.76%,1.38,-9.13%,1.70,+23.60%,1.44,-15.29%,1.57,+8.91%,1.45,-7.78%,1.49,+3.16%,1.83,+22.36%,1.63,-10.97%,1.20,-26.03%
499,Cardiomyopathy and myocarditis,Goa,Female,0.11,,0.07,-29.79%,0.03,-63.12%,0.10,+259.97%,0.03,-68.72%,0.07,+124.18%,0.05,-34.19%,0.03,-26.02%,0.02,-27.09%,0.08,+206.77%,-0.03,-139.80%
499,Cardiomyopathy and myocarditis,Gujarat,Male,122.09,,138.90,+13.76%,151.83,+9.31%,146.39,-3.58%,154.74,+5.70%,155.94,+0.78%,167.53,+7.43%,186.22,+11.16%,225.69,+21.20%,159.68,-29.25%,138.54,-13.23%
499,Cardiomyopathy and myocarditis,Gujarat,Female,26.72,,33.98,+27.16%,38.05,+12.00%,34.07,-10.46%,36.41,+6.85%,37.61,+3.31%,42.37,+12.64%,46.94,+10.81%,47.68,+1.58%,39.35,-17.47%,31.11,-20.93%
